matched_brand,matched_brand_key,matched_company_candidate,top9_group,ownership_resolution_status,needs_manual_review_from_matrix,product_name,barcode,current_normalized_brand,current_brand_entity_raw,current_brand_entity_source,current_resolved_company,query_category,primary_country,observed_market_region_codes,image_url,off_brands_raw,match_rule,review_decision_blank,review_note_blank
Perrier,perrier,Nestle,Nestlé,direct,no,Perrier saveur peche,8445291047099,unknown,unknown,first_off_brand_token_fallback,Other / not mapped to a company,beverages,Belgium,BENELUX|FRANCE,https://images.openfoodfacts.org/images/products/844/529/104/7099/front_fr.3.400.jpg,,product_name_starts_exactly_with_top9_portfolio_brand,,
Perrier,perrier,Nestle,Nestlé,direct,no,"Perrier, sparkling mineral water, lime",74780916561,unknown,unknown,first_off_brand_token_fallback,Other / not mapped to a company,beverages,United States,US_CANADA,,,product_name_starts_exactly_with_top9_portfolio_brand,,
Perrier,perrier,Nestle,Nestlé,direct,no,"Perrier, sparkling natural mineral water",74780446259,unknown,unknown,first_off_brand_token_fallback,Other / not mapped to a company,beverages,United States,US_CANADA,,,product_name_starts_exactly_with_top9_portfolio_brand,,
Perrier,perrier,Nestle,Nestlé,direct,no,"Perrier, sparkling natural mineral water",74780446877,unknown,unknown,first_off_brand_token_fallback,Other / not mapped to a company,beverages,United States,US_CANADA,,,product_name_starts_exactly_with_top9_portfolio_brand,,
Perrier,perrier,Nestle,Nestlé,direct,no,"Perrier, sparkling natural mineral water, green apple",74780447188,unknown,unknown,first_off_brand_token_fallback,Other / not mapped to a company,beverages,United States,US_CANADA,,,product_name_starts_exactly_with_top9_portfolio_brand,,
Perrier,perrier,Nestle,Nestlé,direct,no,"Perrier, sparkling natural mineral water, lemon",74780000079,unknown,unknown,first_off_brand_token_fallback,Other / not mapped to a company,beverages,United States,US_CANADA,,,product_name_starts_exactly_with_top9_portfolio_brand,,
Perrier,perrier,Nestle,Nestlé,direct,no,"Perrier, sparkling natural mineral water, lemon",74780000093,unknown,unknown,first_off_brand_token_fallback,Other / not mapped to a company,beverages,United States,US_CANADA,,,product_name_starts_exactly_with_top9_portfolio_brand,,
Perrier,perrier,Nestle,Nestlé,direct,no,"Perrier, sparkling natural mineral water, pamplemousse rose, pamplemousse rose",74780000048,unknown,unknown,first_off_brand_token_fallback,Other / not mapped to a company,beverages,United States,US_CANADA,,,product_name_starts_exactly_with_top9_portfolio_brand,,
PG Tips,pg tips,Liptea / Ekaterra,Unilever,market_scoped,yes,Pg Tips Leaf Tea 250G,5000118004131,unknown,unknown,first_off_brand_token_fallback,Other / not mapped to a company,beverages,France,FRANCE,,,product_name_starts_exactly_with_top9_portfolio_brand,,
PG Tips,pg tips,Liptea / Ekaterra,Unilever,market_scoped,yes,"Pg Tips, Pyramid Tea Bags, Black Tea",667803000950,unilever,unilever,first_off_brand_token_fallback,Other / not mapped to a company,beverages,United States,US_CANADA,https://images.openfoodfacts.org/images/products/066/780/300/0950/front_en.3.400.jpg,Unilever,product_name_starts_exactly_with_top9_portfolio_brand,,
PG Tips,pg tips,Liptea / Ekaterra,Unilever,market_scoped,yes,"Pg tips, pyramid teabags",712100739239,unknown,unknown,first_off_brand_token_fallback,Other / not mapped to a company,beverages,United States,US_CANADA,,,product_name_starts_exactly_with_top9_portfolio_brand,,
PG Tips,pg tips,Liptea / Ekaterra,Unilever,market_scoped,yes,"Pg tips, pyramid teabags",712100739574,unknown,unknown,first_off_brand_token_fallback,Other / not mapped to a company,beverages,United States,US_CANADA,,,product_name_starts_exactly_with_top9_portfolio_brand,,
Quaker Oats,quaker oats,PepsiCo,PepsiCo,direct,no,Quaker Oats,3038850010402,unknown,unknown,first_off_brand_token_fallback,Other / not mapped to a company,cereals,United States,US_CANADA,https://images.openfoodfacts.org/images/products/303/885/001/0402/front_en.3.400.jpg,,product_name_starts_exactly_with_top9_portfolio_brand,,
Quaker Oats,quaker oats,PepsiCo,PepsiCo,direct,no,Quaker oats,70424004052,unknown,unknown,first_off_brand_token_fallback,Other / not mapped to a company,cereals,United States,US_CANADA,https://images.openfoodfacts.org/images/products/007/042/400/4052/front_en.7.400.jpg,,product_name_starts_exactly_with_top9_portfolio_brand,,
Reese's,reese s,The Hershey Company,Hershey,direct,no,REESE'S PUFFS,16000473218,Reese's,reese s,existing_company_brand_mapping_token_match,Other / not mapped to a company,cereals,United States,US_CANADA,https://images.openfoodfacts.org/images/products/001/600/047/3218/front_en.15.400.jpg,REESE'S,product_name_starts_exactly_with_top9_portfolio_brand,,
Reese's,reese s,The Hershey Company,Hershey,direct,no,REESE'S STICKS,3420300,Reese's,reese s,existing_company_brand_mapping_token_match,Other / not mapped to a company,snacks,United States,US_CANADA,https://images.openfoodfacts.org/images/products/000/000/342/0300/front_en.23.400.jpg,REESE'S,product_name_starts_exactly_with_top9_portfolio_brand,,
Ruffles,ruffles,PepsiCo,PepsiCo,direct,no,RUFFLES,28400152723,unknown,unknown,first_off_brand_token_fallback,Other / not mapped to a company,snacks,United States,US_CANADA,https://images.openfoodfacts.org/images/products/002/840/015/2723/front_en.8.400.jpg,,product_name_starts_exactly_with_top9_portfolio_brand,,
Reese's,reese s,The Hershey Company,Hershey,direct,no,"Reese'S, Crunchy Miniatures Milk Chocolate Peanut Butter Cups",34000444748,Reese's,reese s,existing_company_brand_mapping_token_match,Other / not mapped to a company,snacks,United States,US_CANADA,,Reese's,product_name_starts_exactly_with_top9_portfolio_brand,,
Reese's,reese s,The Hershey Company,Hershey,direct,no,"Reese'S, Fast Break Candy, Milk Chocolate, Peanut Butter & Nougats, Milk Chocolate, Peanut Butter & Nougats",34000870257,Reese's,reese s,existing_company_brand_mapping_token_match,Other / not mapped to a company,snacks,United States,US_CANADA,,Reese's,product_name_starts_exactly_with_top9_portfolio_brand,,
Reese's,reese s,The Hershey Company,Hershey,direct,no,"Reese'S, Milk Chocolate & Peanut Butter",34000440085,Reese's,reese s,existing_company_brand_mapping_token_match,Other / not mapped to a company,snacks,United States,US_CANADA,,Reese's,product_name_starts_exactly_with_top9_portfolio_brand,,
Reese's,reese s,The Hershey Company,Hershey,direct,no,"Reese'S, Milk Chocolate & Peanut Butter Football",34000430284,Reese's,reese s,existing_company_brand_mapping_token_match,Other / not mapped to a company,snacks,United States,US_CANADA,,Reese's,product_name_starts_exactly_with_top9_portfolio_brand,,
Reese's,reese s,The Hershey Company,Hershey,direct,no,"Reese'S, Milk Chocolate Covered Peanut Butter Bunny",34000667284,Reese's,reese s,existing_company_brand_mapping_token_match,Other / not mapped to a company,snacks,United States,US_CANADA,,Reese's,product_name_starts_exactly_with_top9_portfolio_brand,,
Reese's,reese s,The Hershey Company,Hershey,direct,no,"Reese'S, Milk Chocolate Footballs, Peanut Butter, Peanut Butter",34000478477,Reese's,reese s,existing_company_brand_mapping_token_match,Other / not mapped to a company,snacks,United States,US_CANADA,,Reese's,product_name_starts_exactly_with_top9_portfolio_brand,,
Reese's,reese s,The Hershey Company,Hershey,direct,no,"Reese'S, Milk Chocolate Peanut Butter Cups",34000444724,Reese's,reese s,existing_company_brand_mapping_token_match,Other / not mapped to a company,snacks,United States,US_CANADA,,Reese's,product_name_starts_exactly_with_top9_portfolio_brand,,
Reese's,reese s,The Hershey Company,Hershey,direct,no,"Reese'S, Milk Chocolate Peanut Butter Cups",34000445998,Reese's,reese s,existing_company_brand_mapping_token_match,Other / not mapped to a company,snacks,United States,US_CANADA,,Reese's,product_name_starts_exactly_with_top9_portfolio_brand,,
Reese's,reese s,The Hershey Company,Hershey,direct,no,"Reese'S, Mini Sticks, Mini Crispy Wafers, Milk Chocolate, Peanut Butter, Milk Chocolate, Peanut Butter",34000093717,Reese's,reese s,existing_company_brand_mapping_token_match,Other / not mapped to a company,snacks,United States,US_CANADA,,Reese's,product_name_starts_exactly_with_top9_portfolio_brand,,
Reese's,reese s,The Hershey Company,Hershey,direct,no,"Reese'S, Orange-Colored Candy, Peanut Butter, Peanut Butter",34000432868,Reese's,reese s,existing_company_brand_mapping_token_match,Other / not mapped to a company,snacks,United States,US_CANADA,,Reese's,product_name_starts_exactly_with_top9_portfolio_brand,,
Reese's,reese s,The Hershey Company,Hershey,direct,no,"Reese'S, Peanut Butter Candy Covered Peanuts In A Crunchy Shell",34000119073,Reese's,reese s,existing_company_brand_mapping_token_match,Other / not mapped to a company,snacks,United States,US_CANADA,,Reese's,product_name_starts_exactly_with_top9_portfolio_brand,,
Reese's,reese s,The Hershey Company,Hershey,direct,no,"Reese'S, Peanut Butter Cups, Milk Chocolate, Milk Chocolate",34000445950,Reese's,reese s,existing_company_brand_mapping_token_match,Other / not mapped to a company,snacks,United States,US_CANADA,,Reese's,product_name_starts_exactly_with_top9_portfolio_brand,,
Reese's,reese s,The Hershey Company,Hershey,direct,no,"Reese'S, Peanut Candy Pieces",34000119141,Reese's,reese s,existing_company_brand_mapping_token_match,Other / not mapped to a company,snacks,United States,US_CANADA,,Reese's,product_name_starts_exactly_with_top9_portfolio_brand,,
Reese's,reese s,The Hershey Company,Hershey,direct,no,"Reese'S, Pieces Candy In A Crunchy Shell",34000115044,Reese's,reese s,existing_company_brand_mapping_token_match,Other / not mapped to a company,snacks,United States,US_CANADA,,Reese's,product_name_starts_exactly_with_top9_portfolio_brand,,
Reese's,reese s,The Hershey Company,Hershey,direct,no,"Reese'S, Pieces, Peanut Butter Candy In A Crunchy Shell Eggs",34000188710,Reese's,reese s,existing_company_brand_mapping_token_match,Other / not mapped to a company,snacks,United States,US_CANADA,,Reese's,product_name_starts_exactly_with_top9_portfolio_brand,,
Reese's,reese s,The Hershey Company,Hershey,direct,no,"Reese'S, Pieces, Peanut Candy",34000119080,Reese's,reese s,existing_company_brand_mapping_token_match,Other / not mapped to a company,snacks,United States,US_CANADA,,Reese's,product_name_starts_exactly_with_top9_portfolio_brand,,
Reese's,reese s,The Hershey Company,Hershey,direct,no,"Reese'S, Snack Bites",34000380282,Reese's,reese s,existing_company_brand_mapping_token_match,Other / not mapped to a company,snacks,United States,US_CANADA,,Reese's,product_name_starts_exactly_with_top9_portfolio_brand,,
Reese's,reese s,The Hershey Company,Hershey,direct,no,"Reese'S, Snack Mix",34000210879,Reese's,reese s,existing_company_brand_mapping_token_match,Other / not mapped to a company,snacks,United States,US_CANADA,,Reese's,product_name_starts_exactly_with_top9_portfolio_brand,,
Reese's,reese s,The Hershey Company,Hershey,direct,no,Reese's,3491955914813,Reese's,reese s,existing_company_brand_mapping_token_match,Other / not mapped to a company,snacks,France,FRANCE,https://images.openfoodfacts.org/images/products/349/195/591/4813/front_fr.15.400.jpg,Reese's,product_name_starts_exactly_with_top9_portfolio_brand,,
Reese's,reese s,The Hershey Company,Hershey,direct,no,Reese's Baking Cups & Reese's Pieces Candy,34000445530,Reese's,reese s,existing_company_brand_mapping_token_match,Other / not mapped to a company,snacks,United States,US_CANADA,https://images.openfoodfacts.org/images/products/003/400/044/5530/front_en.5.400.jpg,Reese's,product_name_starts_exactly_with_top9_portfolio_brand,,
Reese's,reese s,The Hershey Company,Hershey,direct,no,Reese's Chocolate Lava Big Cup,34000953424,Reese's,reese s,existing_company_brand_mapping_token_match,Other / not mapped to a company,snacks,United States,US_CANADA,https://images.openfoodfacts.org/images/products/003/400/095/3424/front_en.15.400.jpg,Reese's,product_name_starts_exactly_with_top9_portfolio_brand,,
Reese's,reese s,The Hershey Company,Hershey,direct,no,Reese's Chocolate Lovers,34000431946,Reese's,reese s,existing_company_brand_mapping_token_match,Other / not mapped to a company,snacks,United States,US_CANADA,https://images.openfoodfacts.org/images/products/003/400/043/1946/front_en.3.400.jpg,Reese's,product_name_starts_exactly_with_top9_portfolio_brand,,
Reese's,reese s,The Hershey Company,Hershey,direct,no,Reese's Cup White King Size,34000480128,Reese's,reese s,existing_company_brand_mapping_token_match,Other / not mapped to a company,snacks,Belgium,BENELUX|FRANCE,https://images.openfoodfacts.org/images/products/003/400/048/0128/front_fr.21.400.jpg,Reeses,product_name_starts_exactly_with_top9_portfolio_brand,,
Reese's,reese s,The Hershey Company,Hershey,direct,no,Reese's Fast Break Snack Size,34000152551,Reese's,reese s,existing_company_brand_mapping_token_match,Other / not mapped to a company,snacks,United States,US_CANADA,https://images.openfoodfacts.org/images/products/003/400/015/2551/front_en.8.400.jpg,Reese's,product_name_starts_exactly_with_top9_portfolio_brand,,
Reese's,reese s,The Hershey Company,Hershey,direct,no,Reese's Filled Pretzels,810031480289,Reese's,reese s,existing_company_brand_mapping_token_match,Other / not mapped to a company,snacks,United States,US_CANADA,https://images.openfoodfacts.org/images/products/081/003/148/0289/front_en.14.400.jpg,Reese's,product_name_starts_exactly_with_top9_portfolio_brand,,
Reese's,reese s,The Hershey Company,Hershey,direct,no,Reese's Heart Milk Chocolate & Peanut Butter,34000666348,Reese's,reese s,existing_company_brand_mapping_token_match,Other / not mapped to a company,snacks,United States,US_CANADA,https://images.openfoodfacts.org/images/products/003/400/066/6348/front_en.4.400.jpg,Reese's,product_name_starts_exactly_with_top9_portfolio_brand,,
Reese's,reese s,The Hershey Company,Hershey,direct,no,Reese's King SizeNutrageous Bar,3465303,Reese's,reese s,existing_company_brand_mapping_token_match,Other / not mapped to a company,snacks,French Polynesia,US_CANADA,https://images.openfoodfacts.org/images/products/000/000/346/5303/front_en.12.400.jpg,Reese's,product_name_starts_exactly_with_top9_portfolio_brand,,
Reese's,reese s,The Hershey Company,Hershey,direct,no,Reese's Miniature Cups Chocolate Candy & Peanut Butter,34000938391,Reese's,reese s,existing_company_brand_mapping_token_match,Other / not mapped to a company,snacks,United States,US_CANADA,https://images.openfoodfacts.org/images/products/003/400/093/8391/front_en.24.400.jpg,Reese's,product_name_starts_exactly_with_top9_portfolio_brand,,
Reese's,reese s,The Hershey Company,Hershey,direct,no,Reese's Miniature Cups Chocolate Candy & Peanut Butter Zero Sugar,34000952113,Reese's,reese s,existing_company_brand_mapping_token_match,Other / not mapped to a company,snacks,United States,US_CANADA,https://images.openfoodfacts.org/images/products/003/400/095/2113/front_en.16.400.jpg,Reese's,product_name_starts_exactly_with_top9_portfolio_brand,,
Reese's,reese s,The Hershey Company,Hershey,direct,no,Reese's Miniature Cups Milk Chocolate & Peanut Butter,34000447091,Reese's,reese s,existing_company_brand_mapping_token_match,Other / not mapped to a company,snacks,France,FRANCE|US_CANADA,https://images.openfoodfacts.org/images/products/003/400/044/7091/front_en.33.400.jpg,Reese's,product_name_starts_exactly_with_top9_portfolio_brand,,
Reese's,reese s,The Hershey Company,Hershey,direct,no,"Reese's Mousse Cake, Chocolate Peanut Butter",35074006832,csm bakery products na inc,csm bakery products na inc,first_off_brand_token_fallback,Other / not mapped to a company,snacks,United States,US_CANADA,,Csm Bakery Products Na Inc.,product_name_starts_exactly_with_top9_portfolio_brand,,
Reese's,reese s,The Hershey Company,Hershey,direct,no,Reese's NUTRAGEOUS,3400500,Reese's,reese s,existing_company_brand_mapping_token_match,Other / not mapped to a company,snacks,France,FRANCE,https://images.openfoodfacts.org/images/products/000/000/340/0500/front_en.14.400.jpg,Reese's,product_name_starts_exactly_with_top9_portfolio_brand,,
Reese's,reese s,The Hershey Company,Hershey,direct,no,Reese's Nougat Bar,56600755475,Reese's,reese s,existing_company_brand_mapping_token_match,Other / not mapped to a company,snacks,United States,US_CANADA,https://images.openfoodfacts.org/images/products/005/660/075/5475/front_en.7.400.jpg,Reese's,product_name_starts_exactly_with_top9_portfolio_brand,,
Reese's,reese s,The Hershey Company,Hershey,direct,no,Reese's Nutrageous,34000000050,Reese's,reese s,existing_company_brand_mapping_token_match,Other / not mapped to a company,snacks,France,FRANCE,https://images.openfoodfacts.org/images/products/003/400/000/0050/front_fr.28.400.jpg,Reese's,product_name_starts_exactly_with_top9_portfolio_brand,,
Reese's,reese s,The Hershey Company,Hershey,direct,no,Reese's Nutrageous,34000109395,Reese's,reese s,existing_company_brand_mapping_token_match,Other / not mapped to a company,snacks,France,FRANCE,https://images.openfoodfacts.org/images/products/003/400/010/9395/front_fr.45.400.jpg,Reese's,product_name_starts_exactly_with_top9_portfolio_brand,,
Reese's,reese s,The Hershey Company,Hershey,direct,no,Reese's PB&J Strawberry Big Cup,34000455225,Reese's,reese s,existing_company_brand_mapping_token_match,Other / not mapped to a company,snacks,United States,US_CANADA,https://images.openfoodfacts.org/images/products/003/400/045/5225/front_en.38.400.jpg,Reese's,product_name_starts_exactly_with_top9_portfolio_brand,,
Reese's,reese s,The Hershey Company,Hershey,direct,no,Reese's Peanut Butter Bar,34000442652,Reese's,reese s,existing_company_brand_mapping_token_match,Other / not mapped to a company,snacks,France,FRANCE,https://images.openfoodfacts.org/images/products/003/400/044/2652/front_en.21.400.jpg,Reese's,product_name_starts_exactly_with_top9_portfolio_brand,,
Reese's,reese s,The Hershey Company,Hershey,direct,no,Reese's Peanut Butter Cookie,49578264087,Reese's,reese s,existing_company_brand_mapping_token_match,Other / not mapped to a company,snacks,United States,US_CANADA,https://images.openfoodfacts.org/images/products/004/957/826/4087/front_en.6.400.jpg,Reeses,product_name_starts_exactly_with_top9_portfolio_brand,,
Reese's,reese s,The Hershey Company,Hershey,direct,no,"Reese's Peanut Butter Cups Miniatures, Milk Chocolate",34000449248,Reese's,reese s,existing_company_brand_mapping_token_match,Other / not mapped to a company,snacks,France,FRANCE,https://images.openfoodfacts.org/images/products/003/400/044/9248/front_fr.10.400.jpg,Reese's,product_name_starts_exactly_with_top9_portfolio_brand,,
Reese's,reese s,The Hershey Company,Hershey,direct,no,Reese's Peanut Butter Pumpkins Milk Chocolate & Peanut Butter,3447103,Reese's,reese s,existing_company_brand_mapping_token_match,Other / not mapped to a company,snacks,France,FRANCE,https://images.openfoodfacts.org/images/products/000/000/344/7103/front_en.45.400.jpg,Reese's,product_name_starts_exactly_with_top9_portfolio_brand,,
Reese's,reese s,The Hershey Company,Hershey,direct,no,Reese's Pieces,34000114702,Reese's,reese s,existing_company_brand_mapping_token_match,Other / not mapped to a company,snacks,Bolivia,FRANCE|US_CANADA,https://images.openfoodfacts.org/images/products/003/400/011/4702/front_en.129.400.jpg,Reese's,product_name_starts_exactly_with_top9_portfolio_brand,,
Reese's,reese s,The Hershey Company,Hershey,direct,no,Reese's Pieces Bark,34000455041,Reese's,reese s,existing_company_brand_mapping_token_match,Other / not mapped to a company,snacks,United States,US_CANADA,https://images.openfoodfacts.org/images/products/003/400/045/5041/front_en.3.400.jpg,Reese's,product_name_starts_exactly_with_top9_portfolio_brand,,
Reese's,reese s,The Hershey Company,Hershey,direct,no,Reese's Pieces Peanut Butter,34000115150,Reese's,reese s,existing_company_brand_mapping_token_match,Other / not mapped to a company,snacks,United States,US_CANADA,https://images.openfoodfacts.org/images/products/003/400/011/5150/front_en.3.400.jpg,Reese's,product_name_starts_exactly_with_top9_portfolio_brand,,
Reese's,reese s,The Hershey Company,Hershey,direct,no,Reese's Popped Snack Mix,34000254019,Reese's,reese s,existing_company_brand_mapping_token_match,Other / not mapped to a company,snacks,United States,US_CANADA,https://images.openfoodfacts.org/images/products/003/400/025/4019/front_en.9.400.jpg,Reese's,product_name_starts_exactly_with_top9_portfolio_brand,,
Reese's,reese s,The Hershey Company,Hershey,direct,no,Reese's Puffs,16000122222,Reese's,reese s,existing_company_brand_mapping_token_match,Other / not mapped to a company,cereals,France,FRANCE|SOUTHERN_EUROPE|US_CANADA,https://images.openfoodfacts.org/images/products/001/600/012/2222/front_en.68.400.jpg,Reese's,product_name_starts_exactly_with_top9_portfolio_brand,,
Reese's,reese s,The Hershey Company,Hershey,direct,no,Reese's Puffs Bats Cereal,16000142749,unknown,unknown,first_off_brand_token_fallback,Other / not mapped to a company,cereals,United States,US_CANADA,,,product_name_starts_exactly_with_top9_portfolio_brand,,
Reese's,reese s,The Hershey Company,Hershey,direct,no,Reese's Puffs Bunnies,16000127494,reeses puffs,reeses puffs,first_off_brand_token_fallback,Other / not mapped to a company,cereals,United States,US_CANADA,https://images.openfoodfacts.org/images/products/001/600/012/7494/front_en.4.400.jpg,Reese's Puffs,product_name_starts_exactly_with_top9_portfolio_brand,,
Reese's,reese s,The Hershey Company,Hershey,direct,no,Reese's Puffs Cereal,16000127258,Reese's,reese s,existing_company_brand_mapping_token_match,Other / not mapped to a company,cereals,France,FRANCE|SOUTHERN_EUROPE|US_CANADA,,Reese's,product_name_starts_exactly_with_top9_portfolio_brand,,
Reese's,reese s,The Hershey Company,Hershey,direct,no,Reese's Puffs Cereal,16000498655,Reese's,reese s,existing_company_brand_mapping_token_match,Other / not mapped to a company,cereals,United States,US_CANADA,https://images.openfoodfacts.org/images/products/001/600/049/8655/front_en.4.400.jpg,Reese's,product_name_starts_exactly_with_top9_portfolio_brand,,
Reese's,reese s,The Hershey Company,Hershey,direct,no,Reese's Puffs Hearts Cereal,16000145825,unknown,unknown,first_off_brand_token_fallback,Other / not mapped to a company,cereals,United States,US_CANADA,,,product_name_starts_exactly_with_top9_portfolio_brand,,
Reese's,reese s,The Hershey Company,Hershey,direct,no,Reese's Puffs Hearts Cereal,16000145832,unknown,unknown,first_off_brand_token_fallback,Other / not mapped to a company,cereals,United States,US_CANADA,,,product_name_starts_exactly_with_top9_portfolio_brand,,
Reese's,reese s,The Hershey Company,Hershey,direct,no,Reese's Puffs Treats,16000144811,Reese's,reese s,existing_company_brand_mapping_token_match,Other / not mapped to a company,snacks,France,FRANCE|US_CANADA,https://images.openfoodfacts.org/images/products/001/600/014/4811/front_en.32.400.jpg,Reese's,product_name_starts_exactly_with_top9_portfolio_brand,,
Reese's,reese s,The Hershey Company,Hershey,direct,no,Reese's Puffs Treats,16000146464,reeses puffs,reeses puffs,first_off_brand_token_fallback,Other / not mapped to a company,snacks,United States,US_CANADA,https://images.openfoodfacts.org/images/products/001/600/014/6464/front_en.14.400.jpg,Reese's Puffs,product_name_starts_exactly_with_top9_portfolio_brand,,
Reese's,reese s,The Hershey Company,Hershey,direct,no,Reese's Snack Mix,34000212651,Reese's,reese s,existing_company_brand_mapping_token_match,Other / not mapped to a company,snacks,United States,US_CANADA,https://images.openfoodfacts.org/images/products/003/400/021/2651/front_en.12.400.jpg,Reese's,product_name_starts_exactly_with_top9_portfolio_brand,,
Reese's,reese s,The Hershey Company,Hershey,direct,no,Reese's Sticks,3144550003160,Reese's,reese s,existing_company_brand_mapping_token_match,Other / not mapped to a company,snacks,France,FRANCE,https://images.openfoodfacts.org/images/products/314/455/000/3160/front_fr.10.400.jpg,Reese's,product_name_starts_exactly_with_top9_portfolio_brand,,
Reese's,reese s,The Hershey Company,Hershey,direct,no,Reese's Sticks,3415201,Reese's,reese s,existing_company_brand_mapping_token_match,Other / not mapped to a company,snacks,United States,US_CANADA,https://images.openfoodfacts.org/images/products/000/000/341/5201/front_en.25.400.jpg,Reese's,product_name_starts_exactly_with_top9_portfolio_brand,,
Reese's,reese s,The Hershey Company,Hershey,direct,no,Reese's cookies,78742039411,unknown,unknown,first_off_brand_token_fallback,Other / not mapped to a company,snacks,United States,US_CANADA,,,product_name_starts_exactly_with_top9_portfolio_brand,,
Reese's,reese s,The Hershey Company,Hershey,direct,no,Reese's miniature cups dark chocolate,34000432288,Reese's,reese s,existing_company_brand_mapping_token_match,Other / not mapped to a company,snacks,France,FRANCE,https://images.openfoodfacts.org/images/products/003/400/043/2288/front_fr.3.400.jpg,Reese's,product_name_starts_exactly_with_top9_portfolio_brand,,
Reese's,reese s,The Hershey Company,Hershey,direct,no,"Reese's miniatures Milk chocolate miniatures, peanut butter",34000449361,Reese's,reese s,existing_company_brand_mapping_token_match,Other / not mapped to a company,snacks,United States,US_CANADA,https://images.openfoodfacts.org/images/products/003/400/044/9361/front_en.5.400.jpg,Reese's,product_name_starts_exactly_with_top9_portfolio_brand,,
Reese's,reese s,The Hershey Company,Hershey,direct,no,Reese's minis,56600620742,Reese's,reese s,existing_company_brand_mapping_token_match,Other / not mapped to a company,snacks,Canada,US_CANADA|FRANCE,https://images.openfoodfacts.org/images/products/005/660/062/0742/front_en.28.400.jpg,Reese's,product_name_starts_exactly_with_top9_portfolio_brand,,
Reese's,reese s,The Hershey Company,Hershey,direct,no,"Reese's pieces, reese's pieces cookies",632210015101,Reese's,reese s,existing_company_brand_mapping_token_match,Other / not mapped to a company,snacks,United States,US_CANADA,,"Reese's, Csm Bakery Products Na Inc.",product_name_starts_exactly_with_top9_portfolio_brand,,
Reese's,reese s,The Hershey Company,Hershey,direct,no,Reese's puffs,65633175938,Reese's,reese s,existing_company_brand_mapping_token_match,Other / not mapped to a company,snacks,Canada,US_CANADA|UK_IE,https://images.openfoodfacts.org/images/products/006/563/317/5938/front_en.24.400.jpg,Reese's,product_name_starts_exactly_with_top9_portfolio_brand,,
Reese's,reese s,The Hershey Company,Hershey,direct,no,Reese's puffs bunnies,16000489776,Reese's,reese s,existing_company_brand_mapping_token_match,Other / not mapped to a company,cereals,United States,US_CANADA,https://images.openfoodfacts.org/images/products/001/600/048/9776/front_en.4.400.jpg,Reese's,product_name_starts_exactly_with_top9_portfolio_brand,,
Reese's,reese s,The Hershey Company,Hershey,direct,no,"Reese's, milk chocolate",768395491680,Reese's,reese s,existing_company_brand_mapping_token_match,Other / not mapped to a company,snacks,United States,US_CANADA,,"Reese's, Ross Acquisition Inc.",product_name_starts_exactly_with_top9_portfolio_brand,,
Reese's,reese s,The Hershey Company,Hershey,direct,no,"Reese's, milk chocolate, peanut butter egg",768395499563,Reese's,reese s,existing_company_brand_mapping_token_match,Other / not mapped to a company,snacks,United States,US_CANADA,,"Reese's, Ross Acquisition Inc.",product_name_starts_exactly_with_top9_portfolio_brand,,
Reese's,reese s,The Hershey Company,Hershey,direct,no,"Reese's, peanut butter cookie",732346299397,Reese's,reese s,existing_company_brand_mapping_token_match,Other / not mapped to a company,snacks,United States,US_CANADA,,"Reese's, Coastal Cocktails Inc.",product_name_starts_exactly_with_top9_portfolio_brand,,
Reese's,reese s,The Hershey Company,Hershey,direct,no,"Reese's, peanut butter cup, milk chocolate",768395480707,Reese's,reese s,existing_company_brand_mapping_token_match,Other / not mapped to a company,snacks,United States,US_CANADA,,"Reese's, Ross Acquisition Inc.",product_name_starts_exactly_with_top9_portfolio_brand,,
Reese's,reese s,The Hershey Company,Hershey,direct,no,Reese’s,44000056124,Chips Ahoy!,chips ahoy,existing_company_brand_mapping_token_match,Other / not mapped to a company,snacks,United States,US_CANADA,https://images.openfoodfacts.org/images/products/004/400/005/6124/front_en.17.400.jpg,Chips Ahoy,product_name_starts_exactly_with_top9_portfolio_brand,,
Reese's,reese s,The Hershey Company,Hershey,direct,no,Reese’s Chocolate Cookie Halloween House,629014018155,unknown,unknown,first_off_brand_token_fallback,Other / not mapped to a company,snacks,United States,US_CANADA,https://images.openfoodfacts.org/images/products/062/901/401/8155/front_en.7.400.jpg,,product_name_starts_exactly_with_top9_portfolio_brand,,
Reese's,reese s,The Hershey Company,Hershey,direct,no,Reese’s Cookies,44000024567,Chips Ahoy!,chips ahoy,existing_company_brand_mapping_token_match,Other / not mapped to a company,snacks,United States,US_CANADA,https://images.openfoodfacts.org/images/products/004/400/002/4567/front_en.6.400.jpg,Chips Ahoy,product_name_starts_exactly_with_top9_portfolio_brand,,
Reese's,reese s,The Hershey Company,Hershey,direct,no,Reese’s Nutrageous,340001094180,Reese's,reese s,existing_company_brand_mapping_token_match,Other / not mapped to a company,snacks,France,FRANCE,https://images.openfoodfacts.org/images/products/034/000/109/4180/front_en.66.400.jpg,Reese's,product_name_starts_exactly_with_top9_portfolio_brand,,
Reese's,reese s,The Hershey Company,Hershey,direct,no,Reese’s Oreo,34000946532,the hershey compsny,the hershey compsny,first_off_brand_token_fallback,Other / not mapped to a company,snacks,United States,US_CANADA,https://images.openfoodfacts.org/images/products/003/400/094/6532/front_en.64.400.jpg,The Hershey Compsny,product_name_starts_exactly_with_top9_portfolio_brand,,
