brand_entity_raw,normalized_brand,brand_alias_source,brand_alias_review_status,brand_entity_source,primary_country,observed_market_region_codes,query_category,product_count,example_product_names,example_off_brands_raw
clif bar,Clif,curated_mechanical_brand_alias,confirmed,existing_company_brand_mapping_token_match,France,FRANCE|US_CANADA,snacks,3,"Peanut toffee buzz bar | Nuts & seeds energy bar, nuts & seeds | Nut Butter Filled Chocolate Hazelnut Butter Energy Bar","Clif Bar, Clif Bar And Company, Clifbar | Clif Bar | Clif Bar"
minute maid,Minute Maid,top9_portfolio_brand_alias,confirmed,existing_company_brand_mapping_token_match,Belgium,BENELUX|FRANCE|DACH,beverages,3,Minute Maid tropical | Pomme | Minute Maid Orange,Minute Maid | Minute Maid | Minute Maid
coca cola,Coca-Cola,curated_mechanical_brand_alias,confirmed,first_off_brand_token_fallback,Austria,DACH|BENELUX|FRANCE|SOUTHERN_EUROPE|UK_IE,beverages,3,Coca-Cola Zero Azúcar | Coca-Cola Zero 500ml черная крышка | Original Taste,Coca-Cola | Coca-Cola | Coca-Cola
kellogg's,Kellogg's,curated_mechanical_brand_alias,confirmed,existing_company_brand_mapping_token_match,Spain,SOUTHERN_EUROPE|UK_IE,cereals,3,Corn Flakes | All-bran Golden Crunch | Rice Krispies,Kellogg's | Kellogg's | Kellogg's
powerade,Powerade,curated_mechanical_brand_alias,confirmed,existing_company_brand_mapping_token_match,France,FRANCE|DACH,beverages,3,Powerade Blood Orange CL. 50 | powerrade Mountain Blast - Blue | Powerade Wild Cherry,"Powerade | Coca-Cola, Powerade | Powerade"
cadbury dairy milk,Cadbury Dairy Milk,curated_mechanical_brand_alias,confirmed,existing_company_brand_mapping_token_match,United States,US_CANADA,snacks,3,Roast Almond Milk Chocolate | Silk You Melt My... | HOLLOW EASTER EGGS,Cadbury Dairy Milk | Cadbury Dairy Milk | Cadbury Dairy Milk
minute maid,Minute Maid,top9_portfolio_brand_alias,confirmed,existing_company_brand_mapping_token_match,Canada,US_CANADA|FRANCE,beverages,3,"Apple Juice | Limonade | Jus D'orange (original, Faible En Pulpe)",Minute Maid | Minute Maid | Minute Maid
mcvitie's,McVitie's,curated_mechanical_brand_alias,confirmed,existing_company_brand_mapping_token_match,France,FRANCE|SOUTHERN_EUROPE|UK_IE,snacks,3,Digestive | Hobnobs Dark Chocolate | Digestives Dark chocolate,McVitie's | McVitie's | McVitie's
halls,Halls,top9_portfolio_brand_alias,confirmed,existing_company_brand_mapping_token_match,France,FRANCE,snacks,3,HALLS - RELIEF Coughs & Soothes Sore Throats. Honey Lemon | Halls Extra Strong | Bonbon à la menthe,Halls | Halls | Halls
quaker,Quaker,curated_mechanical_brand_alias,confirmed,existing_company_brand_mapping_token_match,Bolivia,US_CANADA,cereals,3,Quaker Warm & Crunchy Granola Cranberrry Almond | Apples & Cinnamon | Quaker Low Sugar Instant Oatmeal Variety,Quaker | Quaker | Quaker
kellogg's,Kellogg's,curated_mechanical_brand_alias,confirmed,existing_company_brand_mapping_token_match,United States,US_CANADA,beverages,3,Protein shakes milk chocolate | Protein shakes french vanilla gluten free | Special k protein cafe-inspired shakes chocolate mocha,Kellogg's | Kellogg's | Kellogg's
badoit,Badoit,top9_portfolio_brand_alias,confirmed,existing_company_brand_mapping_token_match,Belgium,BENELUX|FRANCE|DACH,beverages,3,Badoit Finement pétillante | Badoit | Badoit rouge,Badoit | Badoit | Badoit
coca cola,Coca-Cola,curated_mechanical_brand_alias,confirmed,first_off_brand_token_fallback,France,FRANCE|NORDICS,beverages,3,Coca Cola | Coca Cola Zero sucre | Powerade Passionfruit,Coca-Cola | Coca-Cola | Coca-Cola
crunch,Crunch,curated_mechanical_brand_alias,confirmed,existing_company_brand_mapping_token_match,France,FRANCE|SOUTHERN_EUROPE,snacks,3,CRUNCH SNACK Barre chocolatée - 33g | Snack | CRUNCH mini figurines 144g,"Nestlé, Crunch | Nestlé, Crunch | Nestle nutrition, Nestlé, Crunch"
marks and spencer,M&S,curated_mechanical_brand_alias,confirmed,first_off_brand_token_fallback,Belgium,BENELUX|FRANCE|UK_IE,beverages,3,British cider | Thé Earl Grey Empress | Coconut water,Marks & Spencer | Marks & Spencer | Marks & Spencer
kraft,Kraft,curated_mechanical_brand_alias,confirmed,existing_company_brand_mapping_token_match,France,FRANCE|US_CANADA,dairies,3,Grated Parmesan Cheese | Natural cheese extra sharp cheddar | Philadelphia cream cheese-soft plain,"Kraft | Kraft | Kraft, Philadelphia"
quaker,Quaker,curated_mechanical_brand_alias,confirmed,existing_company_brand_mapping_token_match,Canada,US_CANADA|FRANCE,snacks,3,Barres Tendres (yogourt Et Fraises) | Chewy Raspberry Fruit Crumble Granola Bars | Barres tendres au quinoa chocolat et noix,Quaker | Quaker | Quaker
kool aid,Kool-Aid,curated_mechanical_brand_alias,confirmed,existing_company_brand_mapping_token_match,United States,US_CANADA,snacks,3,"Tropical Punch Flavored Popping Candy, Tropical Punch | Tropical Punch Cotton Candy, Tropical Punch | Popping candy",Kool-aid | Kool-aid | Kool-Aid
kool aid,Kool-Aid,curated_mechanical_brand_alias,confirmed,existing_company_brand_mapping_token_match,Germany,DACH|US_CANADA,beverages,3,Sharkleberry fin kool aid powdered drink mix | kool-aid | Kool aid pink lemonade drink mix,Kool-Aid | Kool-Aid | Kool-Aid
breyers,Breyers,top9_portfolio_brand_alias,confirmed,existing_company_brand_mapping_token_match,United States,US_CANADA,snacks,3,S'mores Ice Cream | M&M Minis Caramel Fudge | Breyers Carb Smart Reese's Frozen Dairy Dessert Bars,Breyers | Breyers | Breyers
ben and jerry s,Ben & Jerry's,top9_portfolio_brand_alias,confirmed,existing_company_brand_mapping_token_match,United States,US_CANADA,dairies,3,Half baked froyo | Greek Frozen Yogurt | Greek Frozen Yogurt,Ben & Jerry's | Ben & Jerry's | Ben & Jerry's
quaker,Quaker,curated_mechanical_brand_alias,confirmed,existing_company_brand_mapping_token_match,Belgium,BENELUX|FRANCE,snacks,3,Havermout flocons d'avoine | Barres Framboise & Grenade | Havermout barres,"PepsiCo, Quaker | Quaker | Quaker"
gamesa,Gamesa,curated_mechanical_brand_alias,confirmed,existing_company_brand_mapping_token_match,Mexico,US_CANADA,snacks,3,Chocolate | Sabor vainilla | Galletas,Gamesa | Gamesa | Gamesa
marks and spencer,M&S,curated_mechanical_brand_alias,confirmed,first_off_brand_token_fallback,United States,US_CANADA,beverages,3,Freshly Squeezed Orange Juice | 100% pure pressed juice | 100% Apple Juice,Marks & Spencer | Marks And Spencer | Marks And Spencer
quaker,Quaker,curated_mechanical_brand_alias,confirmed,existing_company_brand_mapping_token_match,France,FRANCE|BENELUX,cereals,3,Cruesli Multifruit | Havermout - Flocons d'avoine granola | Flocons d’avoine,"Quaker | PepsiCo, Quaker | QUAKER"
m&s,M&S,curated_mechanical_brand_alias,confirmed,existing_company_brand_mapping_token_match,France,FRANCE|DACH|UK_IE,snacks,3,Milk Chocolate Orange Biscuits | Dark chocolate Jaffa cakes | all butter cookies with stem ginger and oats,M&S | M&S | M&S
coca cola,Coca-Cola,curated_mechanical_brand_alias,confirmed,first_off_brand_token_fallback,France,FRANCE|SOUTHERN_EUROPE|DACH,beverages,3,Coca Zéro | Coca cola zero,Coca-Cola | Coca-cola | Coca-Cola
light and free,Light & Free,curated_mechanical_brand_alias,confirmed,existing_company_brand_mapping_token_match,France,FRANCE|US_CANADA,dairies,3,Light & Free mousse | Danone | Skyr light et free,Light & Free | Light & free | Light and free
Quaker Oats,Quaker,curated_mechanical_brand_alias,confirmed,existing_company_brand_mapping_token_match,United States,US_CANADA,snacks,3,"Popped rice snacks variety caramel corn | Chocolatey Covered Granola Bars | Strawberry organic whole grain bars, strawberry",Quaker Oats | Quaker Oats | Quaker Oats
lu,LU,curated_mechanical_brand_alias,confirmed,existing_company_brand_mapping_token_match,Belgium,BENELUX|FRANCE|SOUTHERN_EUROPE|DACH,snacks,3,Mikado Chocolat Noir | PiM's Orange | Pim's - Framboise,"Lu, Mikado | LU | Lu"
lu,LU,curated_mechanical_brand_alias,confirmed,existing_company_brand_mapping_token_match,Belgium,BENELUX|FRANCE|SOUTHERN_EUROPE,snacks,3,Mikado chocolat noir | Tuc original - Biscuits salé | Petit Lu Vitabis 16X175G,"Glica,LU,Mondelez | LU,Mondelez International | Lu"
lu,LU,curated_mechanical_brand_alias,confirmed,existing_company_brand_mapping_token_match,France,FRANCE|BENELUX,snacks,3,Le Petit Chocolatier | Prince creme vanille | Time Out robuuste koeken,LU | Lu | Lu
costa coffee,Costa Coffee,top9_portfolio_brand_alias,confirmed,existing_company_brand_mapping_token_match,United Kingdom,UK_IE,beverages,3,costa Smooth Medium Roast | CREAMY CAPPUCCINO | Coffee Caramel Latte Can,Costa Coffee | COSTA COFFEE | Costa Coffee
Sanpellegrino,San Pellegrino,curated_mechanical_brand_alias,confirmed,existing_company_brand_mapping_token_match,United Kingdom,UK_IE,beverages,3,limonata | Sanpellegrino Zero Pesca & Clementine | Pesca & Clementina Zero,Sanpellegrino | Sanpellegrino | Sanpellegrino
lu,LU,curated_mechanical_brand_alias,confirmed,existing_company_brand_mapping_token_match,France,FRANCE|UK_IE,snacks,3,"Petit Brun Extra | Prince, biscuits fourrés parfum chocolat | Granola chocolat au lait","Brun, LU | LU, Prince | LU"
contrex,Contrex,top9_portfolio_brand_alias,confirmed,existing_company_brand_mapping_token_match,Belgium,BENELUX|FRANCE,beverages,3,Contrex | CONTREX eau minérale naturelle 1L | CONTREX eau minerale naturelle 1L,Contrex | Contrex | Contrex
kellogg's,Kellogg's,curated_mechanical_brand_alias,confirmed,existing_company_brand_mapping_token_match,Canada,US_CANADA|FRANCE,snacks,3,Eggo Blueberry Flavour | Pop Tarts Raspberry Flavour | Nutri Grain Raspberry,"Kellogg's, Eggo | Kellogg's | Kellogg's"
lion,Lion,curated_mechanical_brand_alias,confirmed,existing_company_brand_mapping_token_match,Belgium,BENELUX|FRANCE,cereals,3,NESTLE LION Céréales 400g | NESTLE LION céréales 675g​ | LION BIO Céréales - Boite de 400g,"Nestlé, Lion | Nestlé, Lion | Nestlé, Lion, Lion bio"
lion,Lion,curated_mechanical_brand_alias,confirmed,existing_company_brand_mapping_token_match,France,FRANCE,beverages,3,Chocolat lion | Lion | Lion 8 bière blonde,"Nestlé, Lion | Nestlé, Lion | Brasserie Lion, Lion"
kellogg's,Kellogg's,curated_mechanical_brand_alias,confirmed,existing_company_brand_mapping_token_match,France,FRANCE|BENELUX,cereals,3,Kellogg's Special K Original | Coco pops | Coco Pop’s Chocos,"Kellogg's, Special K | Kellogg's | Kellogg's"
jolly rancher,Jolly Rancher,top9_portfolio_brand_alias,confirmed,existing_company_brand_mapping_token_match,United States,US_CANADA,beverages,3,Blue Raspberry | Jolly Rancher Watermelon Sugar Free Drink Mix Singles To Go! | green apple,Jolly Rancher | Jolly Rancher | Jolly Rancher
kellogg's,Kellogg's,curated_mechanical_brand_alias,confirmed,existing_company_brand_mapping_token_match,Belgium,BENELUX|FRANCE|DACH|SOUTHERN_EUROPE|UK_IE,cereals,3,CORN FLAKES | Céréales All Bran Kellogg's Fibre Plus | Smacks,"Kellogg's | Kellogg's | Kellogg's, Smacks"
skinny pop,SkinnyPop,curated_mechanical_brand_alias,confirmed,existing_company_brand_mapping_token_match,France,FRANCE|US_CANADA,snacks,3,ORIGINAL POPCORN | WHITE CHEDDAR POPCORN | Skinnypop Popcorn White Cheddar,SKINNY POP | SKINNY POP | SkinnyPop
kellogg's,Kellogg's,curated_mechanical_brand_alias,confirmed,existing_company_brand_mapping_token_match,Belgium,BENELUX|FRANCE|DACH,snacks,2,Special K Chocolat Noir Pure Chocolate | Spécial K Barres Croustillantes fruits rouges,Kellogg's | Kellogg's
kellogg's,Kellogg's,curated_mechanical_brand_alias,confirmed,existing_company_brand_mapping_token_match,Australia,FRANCE,snacks,2,Nutri-grain Original Cereal Bars | Kell LCM Bar SPLT CHC 6'S,Kellogg's | Kellogg's
kellogg's,Kellogg's,curated_mechanical_brand_alias,confirmed,existing_company_brand_mapping_token_match,Denmark,NORDICS|FRANCE|DACH,cereals,2,Crunchy müsli | Cornflakes,"Kellogg's, w-k-kellogg | Kellogg's"
kellogg's,Kellogg's,curated_mechanical_brand_alias,confirmed,existing_company_brand_mapping_token_match,Costa Rica,US_CANADA,cereals,2,Cereal | Raisin Bran,Kellogg’s | Kellogg’s
twizzlers,Twizzlers,top9_portfolio_brand_alias,confirmed,existing_company_brand_mapping_token_match,France,FRANCE|US_CANADA,snacks,2,Twizzlers filled twists | Twizzlers nibs candy,Twizzlers | Twizzlers
cote d or,Cote d'Or,top9_portfolio_brand_alias,confirmed,existing_company_brand_mapping_token_match,France,FRANCE,beverages,2,Truffé & Cacao | Boisson saveur chocolat noir,Côte d'Or | Cote d’Or
costa coffee,Costa Coffee,top9_portfolio_brand_alias,confirmed,existing_company_brand_mapping_token_match,United Kingdom,UK_IE,snacks,2,Lightly Sea Salted premium hand cooked crisps | Sea Salt & Cider Vinegar Premium Hand Cooked Crisps,Costa Coffee | Costa Coffee
lion,Lion,curated_mechanical_brand_alias,confirmed,existing_company_brand_mapping_token_match,Belgium,BENELUX|FRANCE,snacks,2,LION POPS - Sachet billes 140g | Lion🦁 Chocolat🍫,"Nestlé, Lion, Lion pop choc | Nestlé, Lion"
