brand_entity_raw,normalized_brand,brand_alias_source,brand_alias_review_status,brand_entity_source,primary_country,observed_market_region_codes,query_category,product_count,example_product_names,example_off_brands_raw
coca cola,Coca-Cola,curated_mechanical_brand_alias,confirmed,first_off_brand_token_fallback,Ireland,UK_IE,beverages,2,Coke Zero | Coca-Cola Zero Sugar,Coca Cola | Coca-Cola
coca cola,Coca-Cola,curated_mechanical_brand_alias,confirmed,first_off_brand_token_fallback,Germany,DACH|US_CANADA,beverages,2,Diet Coke | Coca-Cola cherry,Coca-Cola | Coca-Cola
danio,Danio,top9_portfolio_brand_alias,confirmed,existing_company_brand_mapping_token_match,France,FRANCE,dairies,2,Danio - Encas super consistant - Framboise | Luchtige kwark Danio Bosbes,Danio | Danio
crunch,Crunch,curated_mechanical_brand_alias,confirmed,existing_company_brand_mapping_token_match,United States,US_CANADA,snacks,2,CRUNCH Creamy Milk Chocolate with Crisped Rice | Crunch! cookies,CRUNCH | Crunch!
crunch,Crunch,curated_mechanical_brand_alias,confirmed,existing_company_brand_mapping_token_match,Belgium,BENELUX|FRANCE,cereals,2,crunch | Crunch,"Nestlé, Crunch | Nestlé, Crunch"
cote d or,Cote d'Or,top9_portfolio_brand_alias,confirmed,existing_company_brand_mapping_token_match,United States,US_CANADA,snacks,2,Dark Chocolate Confection | Chocolate Bar Dark 86% 1X3.52 Oz,Côte d'Or | Côte d'Or
kraft,Kraft,curated_mechanical_brand_alias,confirmed,existing_company_brand_mapping_token_match,United States,US_CANADA,beverages,2,"Lemon Iced Tea Flavored Drink Mix, Lemon Iced Tea","Kraft | Kraft, Country time"
kraft,Kraft,curated_mechanical_brand_alias,confirmed,existing_company_brand_mapping_token_match,France,FRANCE,snacks,2,Kraft Marshmallow Jet Puff White | Véritable Petit Écolier - Noix de Coco,"KRAFT | Kraft, Kraft Foods, LU"
kraft,Kraft,curated_mechanical_brand_alias,confirmed,existing_company_brand_mapping_token_match,France,FRANCE,cereals,2,Vitalis Muesli Croustillant Raisins | Vitalis Roasted Muesli Chocolat Noisettes,"Dr. Oetker, Kraft | Dr. Oetker, Kraft"
kraft,Kraft,curated_mechanical_brand_alias,confirmed,existing_company_brand_mapping_token_match,Belgium,BENELUX|FRANCE,dairies,2,Philadelphia mousse nature | Philadelphia ail et fines herbes,"Kraft, Philadelphia | Kraft, Kraft Foods, Mondelèz International, Philadelphia"
marmite,Marmite,top9_portfolio_brand_alias,confirmed,existing_company_brand_mapping_token_match,France,FRANCE|UK_IE,snacks,2,Marmite Rice Cakes | Rice Cakes (marmite),Marmite | Marmite
alvalle,Alvalle,top9_portfolio_brand_alias,confirmed,existing_company_brand_mapping_token_match,France,FRANCE,beverages,2,Alvalle Gazpacho l'original | Soupe,Alvalle | Alvalle
quaker,Quaker,curated_mechanical_brand_alias,confirmed,existing_company_brand_mapping_token_match,Brazil,FRANCE,cereals,2,Aveia Em Flocos Finos Quaker 200G | Aveia Flocos Regulares Quaker 200G,Quaker | Quaker
quaker,Quaker,curated_mechanical_brand_alias,confirmed,existing_company_brand_mapping_token_match,Bolivia,FRANCE|US_CANADA,cereals,2,Quaker Instant Oatmeal Original | Real Medleys Apple Walnut,"Quaker | Quaker, Real Medleys"
quaker,Quaker,curated_mechanical_brand_alias,confirmed,existing_company_brand_mapping_token_match,Belgium,BENELUX|FRANCE|SOUTHERN_EUROPE|DACH,cereals,2,Muesli Croustillant Noix de pécan & noix du Brésil | Cruesli Chocolat noir,Quaker | Quaker
powerade,Powerade,curated_mechanical_brand_alias,confirmed,existing_company_brand_mapping_token_match,France,FRANCE|US_CANADA,beverages,2,Fruit Punch | Powerade Mountain Berry Blast,Powerade | Powerade
gamesa,Gamesa,curated_mechanical_brand_alias,confirmed,existing_company_brand_mapping_token_match,France,FRANCE,snacks,2,Doradas de Marías | Choky's,Gamesa | Gamesa
knorr,Knorr,top9_portfolio_brand_alias,confirmed,existing_company_brand_mapping_token_match,France,FRANCE|DACH,beverages,2,Knorr SL Champignon Suppe | Deftiger Kartoffeltopf,Knorr | Knorr
kellogg's,Kellogg's,curated_mechanical_brand_alias,confirmed,existing_company_brand_mapping_token_match,United Kingdom,UK_IE|US_CANADA,cereals,2,Rice Krispies | KRAVE Milk Chocolate,Kellogg's | Kellogg's
heinz,Heinz,curated_mechanical_brand_alias,confirmed,existing_company_brand_mapping_token_match,United States,US_CANADA,snacks,2,"Heinz, Mustard & Pretzels Dippers | Mini Marshmallows",Heinz | Heinz
heinz,Heinz,curated_mechanical_brand_alias,confirmed,existing_company_brand_mapping_token_match,United States,US_CANADA,dairies,2,Kraft triple cheddar | Wisconsin extra sharp yellow cheddar,"Heinz, Kraft | Heinz"
heinz,Heinz,curated_mechanical_brand_alias,confirmed,existing_company_brand_mapping_token_match,United States,US_CANADA,beverages,2,Peach iced tea | Liquid water enhancer,Heinz | Heinz
heinz,Heinz,curated_mechanical_brand_alias,confirmed,existing_company_brand_mapping_token_match,France,FRANCE|UK_IE,snacks,2,"K gentle crush, softens quickly Heinz SO YUMMY 7+ | Mango and apricot biscotti",Heinz | Heinz
heinz,Heinz,curated_mechanical_brand_alias,confirmed,existing_company_brand_mapping_token_match,France,FRANCE,snacks,2,Lay's super chips kenz tomato ketchup | Chips Lay's heinz tomato ketchup,Heinz | Heinz
kellogg's,Kellogg's,curated_mechanical_brand_alias,confirmed,existing_company_brand_mapping_token_match,Spain,SOUTHERN_EUROPE|US_CANADA,cereals,2,Frosted flakes of corn cereal | Chocolatey delight crunchy wheat & rice flakes with chocolatey pieces cereal,Kellogg's | Kellogg's
mcvitie's,McVitie's,curated_mechanical_brand_alias,confirmed,existing_company_brand_mapping_token_match,Ireland,UK_IE|US_CANADA,snacks,2,Rich Tea Classic One | Digestives The Original Twin Pack,McVitie's | McVitie’s
mcvitie's,McVitie's,curated_mechanical_brand_alias,confirmed,existing_company_brand_mapping_token_match,France,FRANCE|SOUTHERN_EUROPE|DACH,snacks,2,The Original Digestive | Digestive galletas con chocolate negro,McVitie's | McVitie's
mcvitie's,McVitie's,curated_mechanical_brand_alias,confirmed,existing_company_brand_mapping_token_match,France,FRANCE|NORDICS,snacks,2,Hobnobs Milk Chocolate | Digestives Fullkorn,Mcvitie's | McVitie's
mcvitie's,McVitie's,curated_mechanical_brand_alias,confirmed,existing_company_brand_mapping_token_match,France,FRANCE|DACH|UK_IE,snacks,2,Digestives The ORIGINAL | Sablés Anglais L'Original,"McVitie's | McVitie's,United Biscuits"
mcvitie's,McVitie's,curated_mechanical_brand_alias,confirmed,existing_company_brand_mapping_token_match,Belgium,BENELUX|FRANCE,snacks,2,"""Les Schtroumpfs"" Biscuits au chocolat | Mcvities Digestive Milk Chocolate Biscuits","Delacre, Ferrero, Mcvitie s | McVitie's"
coca cola,Coca-Cola,curated_mechanical_brand_alias,confirmed,first_off_brand_token_fallback,Belgium,BENELUX|NORDICS|FRANCE|DACH|SOUTHERN_EUROPE|UK_IE,beverages,2,Coke Original Taste | Coca-Cola,Coca-Cola | Coca-Cola
coca cola,Coca-Cola,curated_mechanical_brand_alias,confirmed,first_off_brand_token_fallback,Belgium,BENELUX|FRANCE|SOUTHERN_EUROPE|DACH,beverages,2,coca cola zero | Coca-Cola Zero zuccheri Zero caffeina,Coca-Cola® | Coca-Cola
kellogg's,Kellogg's,curated_mechanical_brand_alias,confirmed,existing_company_brand_mapping_token_match,Puerto Rico,US_CANADA,snacks,2,Kellogg'S Special K Cereal Bars Fruit & Nut 1.23Oz | Kellogg'S Special K Cereal Bars Chocolate Peanut 1.23Oz,"Kellogg's Special K, Kellogg's, Special K | Kellogg's Special K, Kellogg's, Special K"
kellogg's,Kellogg's,curated_mechanical_brand_alias,confirmed,existing_company_brand_mapping_token_match,Mexico,US_CANADA,cereals,2,Natural chocolate flavored cereal | Cereal Kellogg's Zucaritas,Kelloggs | Kellogg's
kellogg's,Kellogg's,curated_mechanical_brand_alias,confirmed,existing_company_brand_mapping_token_match,Italy,SOUTHERN_EUROPE|UK_IE,snacks,2,"SPECIAL HIGH PROTEIN 23% Cocco, Cacao e Anacardi | Barretta Mandorle e Cioccolato al latte",Kellogg's | Kellogg's
hershey's,Hershey’s,curated_mechanical_brand_alias,confirmed,existing_company_brand_mapping_token_match,United States,US_CANADA,beverages,2,Milk Chocolate Hot Cocoa Mix | Milk booster syrup,Hershey's | Hershey's
hershey's,Hershey’s,curated_mechanical_brand_alias,confirmed,existing_company_brand_mapping_token_match,France,FRANCE|SOUTHERN_EUROPE,snacks,2,Hershey's Kisses Cookies'n'creme | Pelon Pelo Rico,hershey's | Hershey's
hershey's,Hershey’s,curated_mechanical_brand_alias,confirmed,existing_company_brand_mapping_token_match,France,FRANCE|SOUTHERN_EUROPE,dairies,2,Hershey Giant Milk Chocolate | Brik toons,hershey's | Hershey's
hershey's,Hershey’s,curated_mechanical_brand_alias,confirmed,existing_company_brand_mapping_token_match,France,FRANCE,beverages,2,Sirop De Caramel Léger | Sirop de chocolat,Hershey s | Hershey's
hershey's,Hershey’s,curated_mechanical_brand_alias,confirmed,existing_company_brand_mapping_token_match,Bolivia,FRANCE|US_CANADA,snacks,2,Kisses Milk Chocolate | Special Dark,"Hershey's, Kisses | Hershey's"
hershey's,Hershey’s,curated_mechanical_brand_alias,confirmed,existing_company_brand_mapping_token_match,Bolivia,FRANCE,snacks,2,Hershey's Kisses with Almonds | Cookies 'n' Creme XL,"Hershey's, Kisses | Hershey's"
powerade,Powerade,curated_mechanical_brand_alias,confirmed,existing_company_brand_mapping_token_match,France,FRANCE|DACH|SOUTHERN_EUROPE,beverages,2,Citrus | Powerade Orange,Powerade | Powerade
cailler,Cailler,top9_portfolio_brand_alias,confirmed,existing_company_brand_mapping_token_match,France,FRANCE|DACH,beverages,2,Poudre De Cacao Cailler 800 GR,Cailler | Cailler
cadbury bournville,Cadbury Bournville,curated_mechanical_brand_alias,confirmed,existing_company_brand_mapping_token_match,France,FRANCE|UK_IE|US_CANADA,snacks,2,Dark Chocolate | Dark Chocolate,Cadbury Bournville | Cadbury Bournville
buxton,Buxton,top9_portfolio_brand_alias,confirmed,existing_company_brand_mapping_token_match,France,FRANCE|UK_IE,beverages,2,Buxton Still Mineral Water Sportscap (12 x 75 cl) | Buxton Sparkling,Buxton | Buxton
powerade,Powerade,curated_mechanical_brand_alias,confirmed,existing_company_brand_mapping_token_match,Canada,US_CANADA|FRANCE,beverages,2,Fruit Punch Flavour Sports Drink | Melon-Pineapple Flavour Sports Drink,Powerade | Powerade
pirate s booty,Pirate's Booty,top9_portfolio_brand_alias,confirmed,existing_company_brand_mapping_token_match,United States,US_CANADA,snacks,2,Aged White Cheddar Rice & Corn Puffs | Pirates booty snack puffs aged white cheddar ounce,Pirate's Booty | Pirate's Booty
coca cola,Coca-Cola,curated_mechanical_brand_alias,confirmed,first_off_brand_token_fallback,Austria,DACH|BENELUX|FRANCE|SOUTHERN_EUROPE,beverages,2,Coca-Cola Light | Zero Sugar,Coca-Cola | Coca-Cola
kellogg's,Kellogg's,curated_mechanical_brand_alias,confirmed,existing_company_brand_mapping_token_match,France,FRANCE|UK_IE|US_CANADA,snacks,2,"Frosted s'mores toaster pastries, frosted s'mores | Toaster pastries, wild! berry",Kellogg's | Kellogg's
kellogg's,Kellogg's,curated_mechanical_brand_alias,confirmed,existing_company_brand_mapping_token_match,France,FRANCE|SOUTHERN_EUROPE|BENELUX,cereals,2,Extra original | Frosties,Kellogg's | Kellogg's
hu,Hu,curated_mechanical_brand_alias,confirmed,existing_company_brand_mapping_token_match,France,FRANCE|US_CANADA,snacks,2,SALTY DARK CHOCOLATE | Hazelnut Butter Dark Chocolate,Hu | Hu
herta,Herta,top9_portfolio_brand_alias,confirmed,existing_company_brand_mapping_token_match,France,FRANCE,dairies,2,HERTA Croque-Monsieur Maxi Jambon fromage ss nitrite x2 300G | Croc’ini - Jambon fromage,"HERTA, Tendre Croc' | Herta"
herta,Herta,top9_portfolio_brand_alias,confirmed,existing_company_brand_mapping_token_match,Belgium,BENELUX|FRANCE,snacks,2,Brownies | Cookies,Herta | Herta
hershey's,Hershey’s,curated_mechanical_brand_alias,confirmed,existing_company_brand_mapping_token_match,United States,US_CANADA,dairies,2,Strawberry milk 2% | Cookies 'n' creme milk shake,Hershey's | Hershey's
quaker chewy,Quaker Chewy,curated_mechanical_brand_alias,confirmed,existing_company_brand_mapping_token_match,United States,US_CANADA,snacks,2,Chocolate Chip Granola Bars | Peanut Butter Chocolate Chip Granola Bars,Quaker Chewy | Quaker Chewy
Quaker Oats,Quaker,curated_mechanical_brand_alias,confirmed,existing_company_brand_mapping_token_match,France,FRANCE|US_CANADA,cereals,2,"Quick 1-Minute Oats | Old fashioned 100% whole grain oats, old fashioned",Quaker Oats | Quaker Oats
nestle dessert,Nestlé Dessert,curated_mechanical_brand_alias,confirmed,existing_company_brand_mapping_token_match,Canada,US_CANADA|FRANCE,snacks,2,NESTLÉ DESSERT Caramel 170g | NESTLE DESSERT Blanc 180g,"Nestlé, NESTLE DESSERT, Tablettes | Nestlé, Nestlé Dessert, Tablettes"
nestea,Nestea,top9_portfolio_brand_alias,confirmed,existing_company_brand_mapping_token_match,United States,US_CANADA,beverages,2,"Sweet iced tea mix, lemon | Real brewed black tea",Nestea | Nestea
nestea,Nestea,top9_portfolio_brand_alias,confirmed,existing_company_brand_mapping_token_match,United Kingdom,UK_IE,beverages,2,Nestea | Nestea - Lemon Ice Tea,Nestea | Nestea
clif bar,Clif,curated_mechanical_brand_alias,confirmed,existing_company_brand_mapping_token_match,Austria,DACH|FRANCE,snacks,2,Chocolate Almond Fudge | Peanut Butter Banana with Dark Chocolate,Clif Bar | Clif Bar
minute maid,Minute Maid,top9_portfolio_brand_alias,confirmed,existing_company_brand_mapping_token_match,United Kingdom,UK_IE,beverages,2,Fruit & Nada | Tropika Minuman Buah Campuran,minute maid | Minute Maid
Lay's,Lay’s,curated_mechanical_brand_alias,confirmed,top9_portfolio_token_match,France,FRANCE|SOUTHERN_EUROPE,snacks,2,,"Lay's,PepsiCo | Lay's,PepsiCo"
sun chips,SunChips,curated_mechanical_brand_alias,confirmed,existing_company_brand_mapping_token_match,France,FRANCE|US_CANADA,snacks,2,Sun chips original | Garden Salsa Flavored Sun Chips,Sun Chips | Sun Chips
pg tips,PG Tips,top9_portfolio_brand_alias,confirmed,existing_company_brand_mapping_token_match,France,FRANCE|UK_IE,beverages,2,PG Tips Pyramid Tea Bags X40 | Original PG Tips,Pg tips | PG Tips
pg tips,PG Tips,top9_portfolio_brand_alias,confirmed,existing_company_brand_mapping_token_match,France,FRANCE|DACH,beverages,2,PG Tips 80 Pyramid Tea Bags 232G | PG Tips Free the Fresh Taste,PG Tips | PG Tips
cheetos,Cheetos,top9_portfolio_brand_alias,confirmed,existing_company_brand_mapping_token_match,France,FRANCE|SOUTHERN_EUROPE,snacks,2,Crunchy | Cheetos Sticks,Cheetos | cheetos
cappy,Cappy,top9_portfolio_brand_alias,confirmed,existing_company_brand_mapping_token_match,Austria,DACH|FRANCE,beverages,2,Orange nectar | Cappy 100% orange,Cappy | Cappy
Quaker Oats,Quaker,curated_mechanical_brand_alias,confirmed,existing_company_brand_mapping_token_match,France,FRANCE|UK_IE,cereals,2,Oat Crisp | Quaker oat so simple sultanas raisins cranberry apple,Quaker Oats | Quaker Oats
after eight,After Eight,curated_mechanical_brand_alias,confirmed,existing_company_brand_mapping_token_match,France,FRANCE|DACH,snacks,2,After Eight Mint & Orange | AFTER EIGHT chocolat intense menthe,"Nestlé, After eight | After Eight"
after eight,After Eight,curated_mechanical_brand_alias,confirmed,existing_company_brand_mapping_token_match,France,FRANCE,dairies,2,After Eight Mousse | After Eight,"Nestlé,After eight | Nestlé, After Eight"
acqua panna,Acqua Panna,top9_portfolio_brand_alias,confirmed,existing_company_brand_mapping_token_match,United States,US_CANADA,beverages,2,Natural Spring Water | Purified Drinking water,"Acqua Panna | Nestle Waters,Acqua Panna"
Nescafé,Nescafé Dolce Gusto,curated_mechanical_brand_alias,confirmed,top9_portfolio_token_match,France,FRANCE|DACH,beverages,2,Nescafé Dolce Gusto - Ricoré Latte | Capsules NESCAFE DOLCE GUSTO Marrakech Tea,"Nestlé, Dolce gusto, Nescafe | Nestlé,Dolce gusto,Nescafe,Nescafé Dolce Gusto"
kellogg's,Kellogg's,curated_mechanical_brand_alias,confirmed,existing_company_brand_mapping_token_match,France,FRANCE|NORDICS|DACH,cereals,2,Rice Krispies | Classic Special K,Kellogg's | Kellogg's
kellogg's,Kellogg's,curated_mechanical_brand_alias,confirmed,existing_company_brand_mapping_token_match,France,FRANCE|NORDICS,cereals,2,All bran regular flakes | All Bran Flakes,Kellogg's | Kellogg's
kellogg's,Kellogg's,curated_mechanical_brand_alias,confirmed,existing_company_brand_mapping_token_match,France,FRANCE|DACH|NORDICS,cereals,2,Tresor | Cornflakes Kellogg´s,Kellogg's | Kellogg's
smartwater,Smartwater,curated_mechanical_brand_alias,confirmed,existing_company_brand_mapping_token_match,United States,US_CANADA,beverages,2,Smartwater vapor distilled water 500ml | Smartwater Alkaline,Smartwater | Smartwater
Lay's,Lay’s,curated_mechanical_brand_alias,confirmed,top9_portfolio_token_match,United States,US_CANADA,snacks,2,Lay's Sea Salted Thick Cut Potato Chips | Lightly Salted Chips,"Lay's,frito-lay,pepsico | Lay's,frito-lay,pepsico"
yorkie,Yorkie,curated_mechanical_brand_alias,confirmed,first_off_brand_token_fallback,United Kingdom,UK_IE,snacks,1,Yorkie Orange Duo,Yorkie
san pellegrino,San Pellegrino,curated_mechanical_brand_alias,confirmed,existing_company_brand_mapping_token_match,France,FRANCE|US_CANADA,beverages,1,S.Pellegrino,San Pellegrino
san pellegrino,San Pellegrino,curated_mechanical_brand_alias,confirmed,existing_company_brand_mapping_token_match,France,FRANCE|SOUTHERN_EUROPE,beverages,1,Eau Gazeuse San Pellegrino,"San Pellegrino,Sanpellegrino"
san pellegrino,San Pellegrino,curated_mechanical_brand_alias,confirmed,existing_company_brand_mapping_token_match,France,FRANCE|DACH,beverages,1,Limone & Menta,San pellegrino
acqua panna,Acqua Panna,top9_portfolio_brand_alias,confirmed,existing_company_brand_mapping_token_match,France,FRANCE|SOUTHERN_EUROPE,beverages,1,Mineral Water,Acqua Panna
acqua panna,Acqua Panna,top9_portfolio_brand_alias,confirmed,existing_company_brand_mapping_token_match,France,FRANCE,beverages,1,Acqua Panna,Acqua Panna
acqua panna,Acqua Panna,top9_portfolio_brand_alias,confirmed,existing_company_brand_mapping_token_match,Estonia,FRANCE,beverages,1,Acqua panna,acqua panna
Sanpellegrino,San Pellegrino,curated_mechanical_brand_alias,confirmed,top9_portfolio_token_match,United States,US_CANADA,beverages,1,S. Pellegrino,"San Pellegrino, Nestlé"
vittel,Vittel,top9_portfolio_brand_alias,confirmed,existing_company_brand_mapping_token_match,France,FRANCE|BENELUX,beverages,1,VITTEL & FRUITS BIO Infusés fraise 1L,Vittel
vitaminwater,Vitaminwater,curated_mechanical_brand_alias,confirmed,existing_company_brand_mapping_token_match,United Kingdom,UK_IE,beverages,1,Vitamin Water Essential orange-orange,"Vitamin water,Glacéau"
vitaminwater,Vitaminwater,curated_mechanical_brand_alias,confirmed,existing_company_brand_mapping_token_match,India,US_CANADA,beverages,1,acai blueberry pomegranate nutrient enhanced water beverage,vitamin water
vital proteins,Vital Proteins,top9_portfolio_brand_alias,confirmed,existing_company_brand_mapping_token_match,New Zealand,US_CANADA,snacks,1,"Collagen 10 G, Protein 14 G, Sugar 2 G, Fiber 5 G Bars, Chocolate Almond Sea Salt, Chocolate Almond Sea Salt",Vital proteins
san pellegrino,San Pellegrino,curated_mechanical_brand_alias,confirmed,existing_company_brand_mapping_token_match,Belgium,BENELUX|FRANCE|SOUTHERN_EUROPE,beverages,1,eau minérale naturelle gazeuse,San Pellegrino
san pellegrino,San Pellegrino,curated_mechanical_brand_alias,confirmed,existing_company_brand_mapping_token_match,Belgium,BENELUX|FRANCE,beverages,1,Eau minérale naturelle gazeuse,San Pellegrino
sabritas,Sabritas,curated_mechanical_brand_alias,confirmed,existing_company_brand_mapping_token_match,Mexico,US_CANADA,snacks,1,Fritos Limón y sal,Sabritas
reese s,Reese's,top9_portfolio_brand_alias,confirmed,existing_company_brand_mapping_token_match,France,FRANCE|US_CANADA,snacks,1,Milk chocolate peanut butter cups,Reese s
reese s,Reese's,top9_portfolio_brand_alias,confirmed,existing_company_brand_mapping_token_match,France,FRANCE|DACH|US_CANADA,snacks,1,Peanut butter candy,"GRAZA, Reese s"
kellogg's,Kellogg's,curated_mechanical_brand_alias,confirmed,existing_company_brand_mapping_token_match,Belgium,BENELUX|US_CANADA|FRANCE|DACH,cereals,1,Frosted Flakes,Kellogg's
kellogg's,Kellogg's,curated_mechanical_brand_alias,confirmed,existing_company_brand_mapping_token_match,Belgium,BENELUX|US_CANADA,snacks,1,"Frosted sparkle-licious cherry toaster pastries, frosted sparkle-licious cherry",Kellogg's
kellogg's,Kellogg's,curated_mechanical_brand_alias,confirmed,existing_company_brand_mapping_token_match,Belgium,BENELUX|US_CANADA,cereals,1,Froot Loops Marshmallows,"Kellogg's, Froot Loops"
kellogg's,Kellogg's,curated_mechanical_brand_alias,confirmed,existing_company_brand_mapping_token_match,Belgium,BENELUX|UK_IE,cereals,1,,Kellogg's
kellogg's,Kellogg's,curated_mechanical_brand_alias,confirmed,existing_company_brand_mapping_token_match,Belgium,BENELUX|FRANCE|UK_IE,cereals,1,,Kellogg's
kellogg's,Kellogg's,curated_mechanical_brand_alias,confirmed,existing_company_brand_mapping_token_match,Belgium,BENELUX|FRANCE|SOUTHERN_EUROPE,snacks,1,Barres de Céréales Special K Chocolat au Lait,Kellogg's
kellogg's,Kellogg's,curated_mechanical_brand_alias,confirmed,existing_company_brand_mapping_token_match,Belgium,BENELUX|FRANCE|NORDICS|DACH,cereals,1,Reine des Neiges,Kellogg's
kellogg's,Kellogg's,curated_mechanical_brand_alias,confirmed,existing_company_brand_mapping_token_match,Belgium,BENELUX|FRANCE|DACH|SOUTHERN_EUROPE,cereals,1,Froot Loops,Kellogg's
kellogg's,Kellogg's,curated_mechanical_brand_alias,confirmed,existing_company_brand_mapping_token_match,Austria,DACH|NORDICS|FRANCE,cereals,1,Special K - Red Berries,Kellogg's
kellogg's,Kellogg's,curated_mechanical_brand_alias,confirmed,existing_company_brand_mapping_token_match,Austria,DACH|FRANCE|UK_IE,cereals,1,Kellogg's Corn Flakes,"Kellogg's,kellanova"
kellogg's,Kellogg's,curated_mechanical_brand_alias,confirmed,existing_company_brand_mapping_token_match,Austria,DACH|FRANCE|BENELUX,cereals,1,Crunchy Müsli Coconut & Cashew,Kellogg's
kellogg's,Kellogg's,curated_mechanical_brand_alias,confirmed,existing_company_brand_mapping_token_match,Austria,DACH|FRANCE,cereals,1,Crunchy müsli peanut butter,Kellogg's
kellogg's,Kellogg's,curated_mechanical_brand_alias,confirmed,existing_company_brand_mapping_token_match,Austria,DACH|BENELUX|FRANCE|SOUTHERN_EUROPE,cereals,1,Crunchy Muesli Cacao & Hazelnut,"Kellogg's, W.K. Kellogg"
kellogg's,Kellogg's,curated_mechanical_brand_alias,confirmed,existing_company_brand_mapping_token_match,Australia,FRANCE|US_CANADA,snacks,1,Pop Tarts Frosted Chocotastic,Kellogg's
kellogg's,Kellogg's,curated_mechanical_brand_alias,confirmed,existing_company_brand_mapping_token_match,Algeria,FRANCE,cereals,1,Spécial K red fruits,Kellogg's
starbucks,Nescafé Dolce Gusto,curated_mechanical_brand_alias,confirmed,first_off_brand_token_fallback,France,FRANCE|SOUTHERN_EUROPE,beverages,1,STARBUCKS BY NESCAFÉ DOLCE GUSTO NEO Caramel Macchiato 120g,"STARBUCKS, by NESCAFE DOLCE GUSTO"
kellogg's,Kellogg's,curated_mechanical_brand_alias,confirmed,existing_company_brand_mapping_token_match,Cyprus,US_CANADA,cereals,1,Corn Flakes,Kellogg’s
kellogg's,Kellogg's,curated_mechanical_brand_alias,confirmed,existing_company_brand_mapping_token_match,Cyprus,FRANCE|SOUTHERN_EUROPE,cereals,1,Corn Flakes,Kellogg's
jolly rancher,Jolly Rancher,top9_portfolio_brand_alias,confirmed,existing_company_brand_mapping_token_match,United Kingdom,UK_IE|US_CANADA,snacks,1,Hard candy,Jolly Rancher
jolly rancher,Jolly Rancher,top9_portfolio_brand_alias,confirmed,existing_company_brand_mapping_token_match,France,FRANCE|US_CANADA,snacks,1,JOLLY RANCHER HARD CANDY,JOLLY RANCHER
jolly rancher,Jolly Rancher,top9_portfolio_brand_alias,confirmed,existing_company_brand_mapping_token_match,Egypt,US_CANADA,snacks,1,Fruit chews candy,Jolly rancher
jell o,Jell-O,curated_mechanical_brand_alias,confirmed,existing_company_brand_mapping_token_match,United States,US_CANADA,dairies,1,vanilla instant reduced calorie pudding & pie filling,JELL-O
jell o,Jell-O,curated_mechanical_brand_alias,confirmed,existing_company_brand_mapping_token_match,France,FRANCE|US_CANADA,dairies,1,Vanilla Pudding (mix),JELL-O
impact,Impact,top9_portfolio_brand_alias,confirmed,existing_company_brand_mapping_token_match,United Kingdom,UK_IE,dairies,1,WHEY PROTEIN YOGURT,Impact
impact,Impact,top9_portfolio_brand_alias,confirmed,existing_company_brand_mapping_token_match,France,FRANCE,beverages,1,25CL Energy Drink Impact,"Impact, Refresco France"
ice breakers,Ice Breakers,top9_portfolio_brand_alias,confirmed,existing_company_brand_mapping_token_match,El Salvador,FRANCE|US_CANADA,snacks,1,Ice breaker ice cubes peppermint,Ice Breakers
ice breakers,Ice Breakers,top9_portfolio_brand_alias,confirmed,existing_company_brand_mapping_token_match,Bolivia,US_CANADA,snacks,1,Duo Fruit + Cool Strawberry,Ice Breakers
ice breakers,Ice Breakers,top9_portfolio_brand_alias,confirmed,existing_company_brand_mapping_token_match,Bolivia,FRANCE|US_CANADA,snacks,1,"Ice Breakers Sours Mixed Berry, Strawberry, Cherry",Ice Breakers
kellogg's,Kellogg's,curated_mechanical_brand_alias,confirmed,existing_company_brand_mapping_token_match,Cyprus,FRANCE,cereals,1,Coco pops,Kellogg's
kellogg's,Kellogg's,curated_mechanical_brand_alias,confirmed,existing_company_brand_mapping_token_match,Canada,US_CANADA|FRANCE|DACH,cereals,1,Flocons de maïs (Corn flakes),Kellogg's
kellogg's,Kellogg's,curated_mechanical_brand_alias,confirmed,existing_company_brand_mapping_token_match,Canada,US_CANADA,cereals,1,Raisin Bran,Kellogg's
kellogg's,Kellogg's,curated_mechanical_brand_alias,confirmed,existing_company_brand_mapping_token_match,Bolivia,SOUTHERN_EUROPE|US_CANADA,cereals,1,Fun Pak,Kellogg's
kellogg's,Kellogg's,curated_mechanical_brand_alias,confirmed,existing_company_brand_mapping_token_match,Germany,DACH|NORDICS|UK_IE,snacks,1,pop tarts,"Kellogg's, Pop-Tarts"
kellogg's,Kellogg's,curated_mechanical_brand_alias,confirmed,existing_company_brand_mapping_token_match,France,FRANCE|UK_IE|SOUTHERN_EUROPE,cereals,1,Coco pops,Kellogg's
kellogg's,Kellogg's,curated_mechanical_brand_alias,confirmed,existing_company_brand_mapping_token_match,France,FRANCE|SOUTHERN_EUROPE|DACH|UK_IE,cereals,1,Céréales Corn Flakes Kellogg's Original,Kellogg's
kellogg's,Kellogg's,curated_mechanical_brand_alias,confirmed,existing_company_brand_mapping_token_match,France,FRANCE|SOUTHERN_EUROPE|BENELUX|DACH,cereals,1,muesli croustillant,Kellogg's
hu,Hu,curated_mechanical_brand_alias,confirmed,existing_company_brand_mapping_token_match,Spain,SOUTHERN_EUROPE|UK_IE,snacks,1,HAZELNUT BUTTER DARK CHOCOLATE,Hu
