normalized_brand,legacy_primary_brand,primary_brand,brand_entity_raw,brand_entity_source,brand_alias_source,brand_alias_review_status,query_category,primary_country,observed_market_region_codes,current_company,proposed_company,proposed_ownership_resolution_status,proposed_mapping_source,proposed_review_note,proposed_matched_mapping_brand,company_mapping_would_change,normalized_brand_is_top9_portfolio,product_count,example_product_names,example_off_brands_raw
domaine des bouquerries,domaine des bouquerries,domaine des bouquerries,domaine des bouquerries,first_off_brand_token_fallback,brand_entity_raw_fallback,fallback_unreviewed,beverages,France,FRANCE,Other / not mapped to a company,Other / not mapped to a company,unresolved,no_mapping_match,,,False,False,1,Chinon Tradition,Domaine des Bouquerries
domaine des bufflonnes,domaine des bufflonnes,domaine des bufflonnes,domaine des bufflonnes,first_off_brand_token_fallback,brand_entity_raw_fallback,fallback_unreviewed,dairies,France,FRANCE,Other / not mapped to a company,Other / not mapped to a company,unresolved,no_mapping_match,,,False,False,1,Mozzarella au lait de bufflonne,Domaine des bufflonnes
domaine des cedres,domaine des cedres,domaine des cedres,domaine des cedres,first_off_brand_token_fallback,brand_entity_raw_fallback,fallback_unreviewed,beverages,France,FRANCE,Other / not mapped to a company,Other / not mapped to a company,unresolved,no_mapping_match,,,False,False,1,côtes du rhône,domaine des cèdres
domaine des charmes,domaine des charmes,domaine des charmes,domaine des charmes,first_off_brand_token_fallback,brand_entity_raw_fallback,fallback_unreviewed,beverages,Belgium,BENELUX|FRANCE,Other / not mapped to a company,Other / not mapped to a company,unresolved,no_mapping_match,,,False,False,1,Cabernet d'Anjou - 2013,Domaine des Charmes
domaine des cinq autels,domaine des cinq autels,domaine des cinq autels,domaine des cinq autels,first_off_brand_token_fallback,brand_entity_raw_fallback,fallback_unreviewed,beverages,France,FRANCE,Other / not mapped to a company,Other / not mapped to a company,unresolved,no_mapping_match,,,False,False,1,Cidre Normand Le Semi-Sec,Domaine des cinq autels
domaine des coccinelles,domaine des coccinelles,domaine des coccinelles,domaine des coccinelles,first_off_brand_token_fallback,brand_entity_raw_fallback,fallback_unreviewed,beverages,France,FRANCE,Other / not mapped to a company,Other / not mapped to a company,unresolved,no_mapping_match,,,False,False,1,Côte du Rhône rouge,Domaine des coccinelles
domaine des corindons,domaine des corindons,domaine des corindons,domaine des corindons,first_off_brand_token_fallback,brand_entity_raw_fallback,fallback_unreviewed,beverages,France,FRANCE,Other / not mapped to a company,Other / not mapped to a company,unresolved,no_mapping_match,,,False,False,1,Brouilly Cuvée Olympias,Domaine des Corindons
domaine des coutures,domaine des coutures,domaine des coutures,domaine des coutures,first_off_brand_token_fallback,brand_entity_raw_fallback,fallback_unreviewed,beverages,France,FRANCE,Other / not mapped to a company,Other / not mapped to a company,unresolved,no_mapping_match,,,False,False,1,Saumur Champigny,Domaine des Coutures
domaine des epiots,domaine des epiots,domaine des epiots,domaine des epiots,first_off_brand_token_fallback,brand_entity_raw_fallback,fallback_unreviewed,beverages,France,FRANCE,Other / not mapped to a company,Other / not mapped to a company,unresolved,no_mapping_match,,,False,False,1,Bourgueil 2024,Domaine des Epiots
domaine des feraud,domaine des feraud,domaine des feraud,domaine des feraud,first_off_brand_token_fallback,brand_entity_raw_fallback,fallback_unreviewed,beverages,France,FRANCE,Other / not mapped to a company,Other / not mapped to a company,unresolved,no_mapping_match,,,False,False,1,Vin ROSÉ,Domaine des Féraud
domaine des florets,domaine des florets,domaine des florets,domaine des florets,first_off_brand_token_fallback,brand_entity_raw_fallback,fallback_unreviewed,beverages,France,FRANCE,Other / not mapped to a company,Other / not mapped to a company,unresolved,no_mapping_match,,,False,False,1,Gigondas 2010 Domaine des Florets,Domaine des Florets
domaine des forges,domaine des forges,domaine des forges,domaine des forges,first_off_brand_token_fallback,brand_entity_raw_fallback,fallback_unreviewed,beverages,France,FRANCE,Other / not mapped to a company,Other / not mapped to a company,unresolved,no_mapping_match,,,False,False,1,Cabernet d’Anjou,Domaine des forges
domaine des frogeres,domaine des frogeres,domaine des frogeres,domaine des frogeres,first_off_brand_token_fallback,brand_entity_raw_fallback,fallback_unreviewed,beverages,France,FRANCE,Other / not mapped to a company,Other / not mapped to a company,unresolved,no_mapping_match,,,False,False,1,Saumur Champigny,Domaine des Frogères
domaine des garennes,domaine des garennes,domaine des garennes,domaine des garennes,first_off_brand_token_fallback,brand_entity_raw_fallback,fallback_unreviewed,beverages,France,FRANCE,Other / not mapped to a company,Other / not mapped to a company,unresolved,no_mapping_match,,,False,False,1,Minervois La Livinière,Domaine des Garennes
domaine des generations,domaine des generations,domaine des generations,domaine des generations,first_off_brand_token_fallback,brand_entity_raw_fallback,fallback_unreviewed,beverages,France,FRANCE,Other / not mapped to a company,Other / not mapped to a company,unresolved,no_mapping_match,,,False,False,1,Morgon,Domaine des Générations
domaine des haies vallees,domaine des haies vallees,domaine des haies vallees,domaine des haies vallees,first_off_brand_token_fallback,brand_entity_raw_fallback,fallback_unreviewed,beverages,France,FRANCE,Other / not mapped to a company,Other / not mapped to a company,unresolved,no_mapping_match,,,False,False,1,Sirop de bluets (myrtilles),Domaine des haies vallées
domaine des jardinettes,domaine des jardinettes,domaine des jardinettes,domaine des jardinettes,first_off_brand_token_fallback,brand_entity_raw_fallback,fallback_unreviewed,beverages,France,FRANCE,Other / not mapped to a company,Other / not mapped to a company,unresolved,no_mapping_match,,,False,False,1,2021,Domaine des Jardinettes
domaine des jonquiers,domaine des jonquiers,domaine des jonquiers,domaine des jonquiers,first_off_brand_token_fallback,brand_entity_raw_fallback,fallback_unreviewed,beverages,France,FRANCE,Other / not mapped to a company,Other / not mapped to a company,unresolved,no_mapping_match,,,False,False,1,Côtes du Rhône,Domaine des jonquiers
domaine des levrys,domaine des levrys,domaine des levrys,domaine des levrys,first_off_brand_token_fallback,brand_entity_raw_fallback,fallback_unreviewed,beverages,France,FRANCE,Other / not mapped to a company,Other / not mapped to a company,unresolved,no_mapping_match,,,False,False,1,vin rouge Sancerre 2013,Domaine des Levrys
domaine des martin,domaine des martin,domaine des martin,domaine des martin,first_off_brand_token_fallback,brand_entity_raw_fallback,fallback_unreviewed,beverages,France,FRANCE,Other / not mapped to a company,Other / not mapped to a company,unresolved,no_mapping_match,,,False,False,1,Cabernet d'anjou,Domaine des MARTIN
domaine des meulieres,domaine des meulieres,domaine des meulieres,domaine des meulieres,first_off_brand_token_fallback,brand_entity_raw_fallback,fallback_unreviewed,beverages,France,FRANCE,Other / not mapped to a company,Other / not mapped to a company,unresolved,no_mapping_match,,,False,False,1,Valréas 2013,Domaine des Meulières
domaine des ouled thaleb,domaine des ouled thaleb,domaine des ouled thaleb,domaine des ouled thaleb,first_off_brand_token_fallback,brand_entity_raw_fallback,fallback_unreviewed,beverages,France,FRANCE,Other / not mapped to a company,Other / not mapped to a company,unresolved,no_mapping_match,,,False,False,1,Tandem Syrah du Maroc 2014,Domaine des Ouled Thaleb
domaine des petits quarts,domaine des petits quarts,domaine des petits quarts,domaine des petits quarts,first_off_brand_token_fallback,brand_entity_raw_fallback,fallback_unreviewed,beverages,France,FRANCE,Other / not mapped to a company,Other / not mapped to a company,unresolved,no_mapping_match,,,False,False,1,Coteaux du layon,Domaine des Petits Quarts
domaine des pothiers,domaine des pothiers,domaine des pothiers,domaine des pothiers,first_off_brand_token_fallback,brand_entity_raw_fallback,fallback_unreviewed,beverages,France,FRANCE,Other / not mapped to a company,Other / not mapped to a company,unresolved,no_mapping_match,,,False,False,1,Eclipse 2016,Domaine des Pothiers
domaine des preaux,domaine des preaux,domaine des preaux,domaine des preaux,first_off_brand_token_fallback,brand_entity_raw_fallback,fallback_unreviewed,beverages,France,FRANCE,Other / not mapped to a company,Other / not mapped to a company,unresolved,no_mapping_match,,,False,False,1,Saint-Amour,"Domaine des Préaux, Thorin"
domaine des presles,domaine des presles,domaine des presles,domaine des presles,first_off_brand_token_fallback,brand_entity_raw_fallback,fallback_unreviewed,beverages,France,FRANCE,Other / not mapped to a company,Other / not mapped to a company,unresolved,no_mapping_match,,,False,False,1,Bourgogne Grand Ordinaire 2016,Domaine des Presles
domaine des princes,domaine des princes,domaine des princes,domaine des princes,first_off_brand_token_fallback,brand_entity_raw_fallback,fallback_unreviewed,beverages,France,FRANCE,Other / not mapped to a company,Other / not mapped to a company,unresolved,no_mapping_match,,,False,False,1,Le Grapillou - 100% Jus de raisin,Domaine des Princes
domaine des radoubs mediterrannee,domaine des radoubs mediterrannee,domaine des radoubs mediterrannee,domaine des radoubs mediterrannee,first_off_brand_token_fallback,brand_entity_raw_fallback,fallback_unreviewed,beverages,France,FRANCE,Other / not mapped to a company,Other / not mapped to a company,unresolved,no_mapping_match,,,False,False,1,Domaine des radoubs MEDITERRANNÉE,Domaine des radoubs MEDITERRANNÉE
domaine des remparts,domaine des remparts,domaine des remparts,domaine des remparts,first_off_brand_token_fallback,brand_entity_raw_fallback,fallback_unreviewed,beverages,France,FRANCE,Other / not mapped to a company,Other / not mapped to a company,unresolved,no_mapping_match,,,False,False,1,Pinot Noir,Domaine des Remparts
domaine des richeres,domaine des richeres,domaine des richeres,domaine des richeres,first_off_brand_token_fallback,brand_entity_raw_fallback,fallback_unreviewed,beverages,France,FRANCE,Other / not mapped to a company,Other / not mapped to a company,unresolved,no_mapping_match,,,False,False,1,Sucre,Domaine des Richères
domaine des roches anciennes,domaine des roches anciennes,domaine des roches anciennes,domaine des roches anciennes,first_off_brand_token_fallback,brand_entity_raw_fallback,fallback_unreviewed,beverages,France,FRANCE,Other / not mapped to a company,Other / not mapped to a company,unresolved,no_mapping_match,,,False,False,1,Côte-de-Brouilly,Domaine des Roches Anciennes
domaine des rosiers,domaine des rosiers,domaine des rosiers,domaine des rosiers,first_off_brand_token_fallback,brand_entity_raw_fallback,fallback_unreviewed,beverages,France,FRANCE,Other / not mapped to a company,Other / not mapped to a company,unresolved,no_mapping_match,,,False,False,1,Chénas,Domaine des Rosiers
domaine des sablons,domaine des sablons,domaine des sablons,domaine des sablons,first_off_brand_token_fallback,brand_entity_raw_fallback,fallback_unreviewed,beverages,France,FRANCE,Other / not mapped to a company,Other / not mapped to a company,unresolved,no_mapping_match,,,False,False,1,Vin Saint-Amour,Domaine des Sablons
domaine des tourterelles,domaine des tourterelles,domaine des tourterelles,domaine des tourterelles,first_off_brand_token_fallback,brand_entity_raw_fallback,fallback_unreviewed,beverages,France,FRANCE,Other / not mapped to a company,Other / not mapped to a company,unresolved,no_mapping_match,,,False,False,1,Viré-Clessé Cuvée des Tourterelles 2016,Domaine des Tourterelles
domaine des varinelles,domaine des varinelles,domaine des varinelles,domaine des varinelles,first_off_brand_token_fallback,brand_entity_raw_fallback,fallback_unreviewed,beverages,France,FRANCE,Other / not mapped to a company,Other / not mapped to a company,unresolved,no_mapping_match,,,False,False,1,Saumur Champigny - 2018,Domaine des Varinelles
domaine des vergeres,domaine des vergeres,domaine des vergeres,domaine des vergeres,first_off_brand_token_fallback,brand_entity_raw_fallback,fallback_unreviewed,beverages,France,FRANCE,Other / not mapped to a company,Other / not mapped to a company,unresolved,no_mapping_match,,,False,False,1,Coteaux du Layon,"Domaine des Vergères, Joseph Verdier"
domaine du bignon,domaine du bignon,domaine du bignon,domaine du bignon,first_off_brand_token_fallback,brand_entity_raw_fallback,fallback_unreviewed,dairies,France,FRANCE,Other / not mapped to a company,Other / not mapped to a company,unresolved,no_mapping_match,,,False,False,1,Yaourt Bio Nature,"Domaine du Bignon, Senoble"
domaine du bourg neuf,domaine du bourg neuf,domaine du bourg neuf,domaine du bourg neuf,first_off_brand_token_fallback,brand_entity_raw_fallback,fallback_unreviewed,beverages,France,FRANCE,Other / not mapped to a company,Other / not mapped to a company,unresolved,no_mapping_match,,,False,False,1,Saumur AOC Rouge Domaine du Bourg Neuf Ble,Domaine du Bourg Neuf
domaine du cedre,domaine du cedre,domaine du cedre,domaine du cedre,first_off_brand_token_fallback,brand_entity_raw_fallback,fallback_unreviewed,beverages,France,FRANCE,Other / not mapped to a company,Other / not mapped to a company,unresolved,no_mapping_match,,,False,False,1,Bourgueil 2022,Domaine du Cèdre
domaine du clos du chapitre,domaine du clos du chapitre,domaine du clos du chapitre,domaine du clos du chapitre,first_off_brand_token_fallback,brand_entity_raw_fallback,fallback_unreviewed,beverages,France,FRANCE,Other / not mapped to a company,Other / not mapped to a company,unresolved,no_mapping_match,,,False,False,1,Saint-Amour Cru du Beaujolais 2015,Domaine du Clos du Chapitre
domaine du croc du merle,domaine du croc du merle,domaine du croc du merle,domaine du croc du merle,first_off_brand_token_fallback,brand_entity_raw_fallback,fallback_unreviewed,dairies,France,FRANCE,Other / not mapped to a company,Other / not mapped to a company,unresolved,no_mapping_match,,,False,False,1,Faisselle,Domaine du Croc du Merle
domaine du fondis,domaine du fondis,domaine du fondis,domaine du fondis,first_off_brand_token_fallback,brand_entity_raw_fallback,fallback_unreviewed,beverages,France,FRANCE,Other / not mapped to a company,Other / not mapped to a company,unresolved,no_mapping_match,,,False,False,1,st Nicolas de Bourgueil,domaine du fondis
domaine du gourget,domaine du gourget,domaine du gourget,domaine du gourget,first_off_brand_token_fallback,brand_entity_raw_fallback,fallback_unreviewed,beverages,France,FRANCE,Other / not mapped to a company,Other / not mapped to a company,unresolved,no_mapping_match,,,False,False,1,Côtes du Rhône,Domaine du Gourget
domaine du grand destre,domaine du grand destre,domaine du grand destre,domaine du grand destre,first_off_brand_token_fallback,brand_entity_raw_fallback,fallback_unreviewed,beverages,France,FRANCE,Other / not mapped to a company,Other / not mapped to a company,unresolved,no_mapping_match,,,False,False,1,Côte du Rhône Village 2011,Domaine du Grand Destré
domaine du grand hopital,domaine du grand hopital,domaine du grand hopital,domaine du grand hopital,first_off_brand_token_fallback,brand_entity_raw_fallback,fallback_unreviewed,beverages,France,FRANCE,Other / not mapped to a company,Other / not mapped to a company,unresolved,no_mapping_match,,,False,False,1,Petillant de pommes,Domaine Du Grand Hopital
domaine du grollay,domaine du grollay,domaine du grollay,domaine du grollay,first_off_brand_token_fallback,brand_entity_raw_fallback,fallback_unreviewed,beverages,France,FRANCE,Other / not mapped to a company,Other / not mapped to a company,unresolved,no_mapping_match,,,False,False,1,Saint Nicolas de Bourgueil,"Domaine du Grollay, Famille Brecq-Vignerons"
domaine du kerveguen,domaine du kerveguen,domaine du kerveguen,domaine du kerveguen,first_off_brand_token_fallback,brand_entity_raw_fallback,fallback_unreviewed,beverages,France,FRANCE,Other / not mapped to a company,Other / not mapped to a company,unresolved,no_mapping_match,,,False,False,1,Cidre à l'ancienne brut récolte 2020,Domaine du Kervéguen
domaine du manchot,domaine du manchot,domaine du manchot,domaine du manchot,first_off_brand_token_fallback,brand_entity_raw_fallback,fallback_unreviewed,beverages,France,FRANCE,Other / not mapped to a company,Other / not mapped to a company,unresolved,no_mapping_match,,,False,False,1,Bliss,Domaine du Manchot
domaine du manoir,domaine du manoir,domaine du manoir,domaine du manoir,first_off_brand_token_fallback,brand_entity_raw_fallback,fallback_unreviewed,beverages,France,FRANCE,Other / not mapped to a company,Other / not mapped to a company,unresolved,no_mapping_match,,,False,False,1,Pinot Gris 2015 Clos du Letzenberg,Domaine du Manoir
domaine du mistral,domaine du mistral,domaine du mistral,domaine du mistral,first_off_brand_token_fallback,brand_entity_raw_fallback,fallback_unreviewed,beverages,France,FRANCE,Other / not mapped to a company,Other / not mapped to a company,unresolved,no_mapping_match,,,False,False,1,Plan de Dieu 2011,Domaine du Mistral
domaine du pastre,domaine du pastre,domaine du pastre,domaine du pastre,first_off_brand_token_fallback,brand_entity_raw_fallback,fallback_unreviewed,beverages,France,FRANCE,Other / not mapped to a company,Other / not mapped to a company,unresolved,no_mapping_match,,,False,False,1,Ventoux rosé AOP 2012 Bio,"Domaine du Pastre, Louis Bernard"
domaine du perchoir,domaine du perchoir,domaine du perchoir,domaine du perchoir,first_off_brand_token_fallback,brand_entity_raw_fallback,fallback_unreviewed,beverages,France,FRANCE,Other / not mapped to a company,Other / not mapped to a company,unresolved,no_mapping_match,,,False,False,1,Beaujolais Nouveau 2013 - Domaine du Perchoir,Domaine du Perchoir
domaine du poyet,domaine du poyet,domaine du poyet,domaine du poyet,first_off_brand_token_fallback,brand_entity_raw_fallback,fallback_unreviewed,beverages,France,FRANCE,Other / not mapped to a company,Other / not mapped to a company,unresolved,no_mapping_match,,,False,False,1,côtes de Forez,Domaine du Poyet
domaine du pre clos,domaine du pre clos,domaine du pre clos,domaine du pre clos,first_off_brand_token_fallback,brand_entity_raw_fallback,fallback_unreviewed,beverages,France,FRANCE,Other / not mapped to a company,Other / not mapped to a company,unresolved,no_mapping_match,,,False,False,1,Cabernet d'Anjou 2015,Domaine du pré clos
domaine du prieure du bois de leynes,domaine du prieure du bois de leynes,domaine du prieure du bois de leynes,domaine du prieure du bois de leynes,first_off_brand_token_fallback,brand_entity_raw_fallback,fallback_unreviewed,beverages,France,FRANCE,Other / not mapped to a company,Other / not mapped to a company,unresolved,no_mapping_match,,,False,False,1,Pouilly fuissé,Domaine du prieuré du bois de Leynes
domaine du rochouard,domaine du rochouard,domaine du rochouard,domaine du rochouard,first_off_brand_token_fallback,brand_entity_raw_fallback,fallback_unreviewed,beverages,France,FRANCE,Other / not mapped to a company,Other / not mapped to a company,unresolved,no_mapping_match,,,False,False,1,Saint Nicolas de Bourgueil,domaine du Rochouard
domaine du tauch,domaine du tauch,domaine du tauch,domaine du tauch,first_off_brand_token_fallback,brand_entity_raw_fallback,fallback_unreviewed,beverages,France,FRANCE,Other / not mapped to a company,Other / not mapped to a company,unresolved,no_mapping_match,,,False,False,1,Domaine du Tauch - Fitou,Domaine du Tauch
domaine du vieux chene,domaine du vieux chene,domaine du vieux chene,domaine du vieux chene,first_off_brand_token_fallback,brand_entity_raw_fallback,fallback_unreviewed,beverages,France,FRANCE,Other / not mapped to a company,Other / not mapped to a company,unresolved,no_mapping_match,,,False,False,1,Côtes du Rhône Villages Plan de Dieu AOC 2012 Bio Domaine du Vieux Chêne,Domaine du Vieux Chêne
domaine du vieux pigeonnier,domaine du vieux pigeonnier,domaine du vieux pigeonnier,domaine du vieux pigeonnier,first_off_brand_token_fallback,brand_entity_raw_fallback,fallback_unreviewed,beverages,France,FRANCE,Other / not mapped to a company,Other / not mapped to a company,unresolved,no_mapping_match,,,False,False,1,Muscat de Beaumes de Venise,Domaine du Vieux-Pigeonnier
domaine edmond jacquin and fils,domaine edmond jacquin and fils,domaine edmond jacquin and fils,domaine edmond jacquin and fils,first_off_brand_token_fallback,brand_entity_raw_fallback,fallback_unreviewed,beverages,France,FRANCE,Other / not mapped to a company,Other / not mapped to a company,unresolved,no_mapping_match,,,False,False,1,Roussette de Savoie - Altesse,Domaine Edmond Jacquin & Fils
domaine emile,domaine emile,domaine emile,domaine emile,first_off_brand_token_fallback,brand_entity_raw_fallback,fallback_unreviewed,beverages,France,FRANCE,Other / not mapped to a company,Other / not mapped to a company,unresolved,no_mapping_match,,,False,False,1,Nectar abricot bergeron,Domaine emile
domaine faillenc sainte marie,domaine faillenc sainte marie,domaine faillenc sainte marie,domaine faillenc sainte marie,first_off_brand_token_fallback,brand_entity_raw_fallback,fallback_unreviewed,beverages,United States,US_CANADA,Other / not mapped to a company,Other / not mapped to a company,unresolved,no_mapping_match,,,False,False,1,Red Corbieres Wine,Domaine Faillenc Sainte Marie
domaine fiumicicoli,domaine fiumicicoli,domaine fiumicicoli,domaine fiumicicoli,first_off_brand_token_fallback,brand_entity_raw_fallback,fallback_unreviewed,beverages,France,FRANCE,Other / not mapped to a company,Other / not mapped to a company,unresolved,no_mapping_match,,,False,False,1,Vin Rouge Bio - Fiumicicoli - Sartène - 75cL,Domaine Fiumicicoli
domaine font bonne,domaine font bonne,domaine font bonne,domaine font bonne,first_off_brand_token_fallback,brand_entity_raw_fallback,fallback_unreviewed,beverages,France,FRANCE,Other / not mapped to a company,Other / not mapped to a company,unresolved,no_mapping_match,,,False,False,1,Vacqueyras,Domaine Font Bonne
domaine fouet,domaine fouet,domaine fouet,domaine fouet,first_off_brand_token_fallback,brand_entity_raw_fallback,fallback_unreviewed,beverages,France,FRANCE,Other / not mapped to a company,Other / not mapped to a company,unresolved,no_mapping_match,,,False,False,1,Saumur Champigny,Domaine Fouet
domaine gadais,domaine gadais,domaine gadais,domaine gadais,first_off_brand_token_fallback,brand_entity_raw_fallback,fallback_unreviewed,beverages,France,FRANCE,Other / not mapped to a company,Other / not mapped to a company,unresolved,no_mapping_match,,,False,False,1,Muscadet Sèvre et Maine sur Lie,Domaine Gadais
domaine gagnerie,domaine gagnerie,domaine gagnerie,domaine gagnerie,first_off_brand_token_fallback,brand_entity_raw_fallback,fallback_unreviewed,beverages,France,FRANCE,Other / not mapped to a company,Other / not mapped to a company,unresolved,no_mapping_match,,,False,False,1,Gamay rouge,Domaine gagnerie
domaine gardrat,domaine gardrat,domaine gardrat,domaine gardrat,first_off_brand_token_fallback,brand_entity_raw_fallback,fallback_unreviewed,beverages,France,FRANCE,Other / not mapped to a company,Other / not mapped to a company,unresolved,no_mapping_match,,,False,False,1,ROSAE 2022,DOMAINE GARDRAT
domaine grand becassier,domaine grand becassier,domaine grand becassier,domaine grand becassier,first_off_brand_token_fallback,brand_entity_raw_fallback,fallback_unreviewed,beverages,France,FRANCE,Other / not mapped to a company,Other / not mapped to a company,unresolved,no_mapping_match,,,False,False,1,Vin rouge 2013,Domaine Grand Becassier
domaine grand milord,domaine grand milord,domaine grand milord,domaine grand milord,first_off_brand_token_fallback,brand_entity_raw_fallback,fallback_unreviewed,beverages,France,FRANCE,Other / not mapped to a company,Other / not mapped to a company,unresolved,no_mapping_match,,,False,False,1,Vin blanc 2019,Domaine Grand Milord
domaine grand pere jules,domaine grand pere jules,domaine grand pere jules,domaine grand pere jules,first_off_brand_token_fallback,brand_entity_raw_fallback,fallback_unreviewed,beverages,France,FRANCE,Other / not mapped to a company,Other / not mapped to a company,unresolved,no_mapping_match,,,False,False,1,"Vin rouge ""Côtes du Rhone""",Domaine Grand-Père-Jules
domaine grande bellane,domaine grande bellane,domaine grande bellane,domaine grande bellane,first_off_brand_token_fallback,brand_entity_raw_fallback,fallback_unreviewed,beverages,France,FRANCE,Other / not mapped to a company,Other / not mapped to a company,unresolved,no_mapping_match,,,False,False,1,Valréas Côtes du Rhône Villages AOC 2012 Bio Domaine Grande Bellane,Domaine Grande Bellane
domaine grisard,domaine grisard,domaine grisard,domaine grisard,first_off_brand_token_fallback,brand_entity_raw_fallback,fallback_unreviewed,beverages,France,FRANCE,Other / not mapped to a company,Other / not mapped to a company,unresolved,no_mapping_match,,,False,False,1,Jacquère Domaine Grisard,Domaine Grisard
domaine guitard,domaine guitard,domaine guitard,domaine guitard,first_off_brand_token_fallback,brand_entity_raw_fallback,fallback_unreviewed,beverages,France,FRANCE,Other / not mapped to a company,Other / not mapped to a company,unresolved,no_mapping_match,,,False,False,1,Tautavel 2010 Domaine Guitard,"Domaine Guitard, La frigoulette"
domaine henri beurdin et fils,domaine henri beurdin et fils,domaine henri beurdin et fils,domaine henri beurdin et fils,first_off_brand_token_fallback,brand_entity_raw_fallback,fallback_unreviewed,beverages,France,FRANCE,Other / not mapped to a company,Other / not mapped to a company,unresolved,no_mapping_match,,,False,False,1,Vin,Domaine Henri Beurdin et fils
domaine henri richard,domaine henri richard,domaine henri richard,domaine henri richard,first_off_brand_token_fallback,brand_entity_raw_fallback,fallback_unreviewed,beverages,France,FRANCE,Other / not mapped to a company,Other / not mapped to a company,unresolved,no_mapping_match,,,False,False,1,"Gevrey-Chambertin ""Aux Corvées"" AOC 2011 Bio Domaine Henri Richard",Domaine Henri Richard
domaine horgelus,domaine horgelus,domaine horgelus,domaine horgelus,first_off_brand_token_fallback,brand_entity_raw_fallback,fallback_unreviewed,beverages,France,FRANCE|DACH,Other / not mapped to a company,Other / not mapped to a company,unresolved,no_mapping_match,,,False,False,1,La Vie On Rose,Domaine Horgelus
domaine jean claude aubert,domaine jean claude aubert,domaine jean claude aubert,domaine jean claude aubert,first_off_brand_token_fallback,brand_entity_raw_fallback,fallback_unreviewed,beverages,France,FRANCE,Other / not mapped to a company,Other / not mapped to a company,unresolved,no_mapping_match,,,False,False,1,Côtes du Rhône 2012 AOC Bio Domaine Jean-Claude Aubert,Domaine Jean-Claude Aubert
domaine jean perrier,domaine jean perrier,domaine jean perrier,domaine jean perrier,first_off_brand_token_fallback,brand_entity_raw_fallback,fallback_unreviewed,beverages,France,FRANCE,Other / not mapped to a company,Other / not mapped to a company,unresolved,no_mapping_match,,,False,False,1,Mondeuse,domaine Jean Perrier
domaine jeremie carre,domaine jeremie carre,domaine jeremie carre,domaine jeremie carre,first_off_brand_token_fallback,brand_entity_raw_fallback,fallback_unreviewed,beverages,France,FRANCE,Other / not mapped to a company,Other / not mapped to a company,unresolved,no_mapping_match,,,False,False,1,Côtes de. Gascogne,Domaine Jérémie Carré
domaine johanna cecillon,domaine johanna cecillon,domaine johanna cecillon,domaine johanna cecillon,first_off_brand_token_fallback,brand_entity_raw_fallback,fallback_unreviewed,beverages,France,FRANCE,Other / not mapped to a company,Other / not mapped to a company,unresolved,no_mapping_match,,,False,False,1,Cidre Nerios,Domaine Johanna Cécillon
domaine joncy,domaine joncy,domaine joncy,domaine joncy,first_off_brand_token_fallback,brand_entity_raw_fallback,fallback_unreviewed,beverages,France,FRANCE,Other / not mapped to a company,Other / not mapped to a company,unresolved,no_mapping_match,,,False,False,1,Bougogne grand ordinaire 2015,Domaine Joncy
domaine joubert,domaine joubert,domaine joubert,domaine joubert,first_off_brand_token_fallback,brand_entity_raw_fallback,fallback_unreviewed,beverages,France,FRANCE,Other / not mapped to a company,Other / not mapped to a company,unresolved,no_mapping_match,,,False,False,1,Beaujolais Nouveau Cuvée à l'ancienne 2017,Domaine Joubert
domaine la bonneliere,domaine la bonneliere,domaine la bonneliere,domaine la bonneliere,first_off_brand_token_fallback,brand_entity_raw_fallback,fallback_unreviewed,beverages,France,FRANCE,Other / not mapped to a company,Other / not mapped to a company,unresolved,no_mapping_match,,,False,False,1,Saumur Champigny - 2017,Domaine La Bonnelière
domaine la grange vieille,domaine la grange vieille,domaine la grange vieille,domaine la grange vieille,first_off_brand_token_fallback,brand_entity_raw_fallback,fallback_unreviewed,beverages,France,FRANCE,Other / not mapped to a company,Other / not mapped to a company,unresolved,no_mapping_match,,,False,False,1,Vin Côtes du Rhône,Domaine La Grange Vieille
domaine la guintrandy,domaine la guintrandy,domaine la guintrandy,domaine la guintrandy,first_off_brand_token_fallback,brand_entity_raw_fallback,fallback_unreviewed,beverages,France,FRANCE,Other / not mapped to a company,Other / not mapped to a company,unresolved,no_mapping_match,,,False,False,1,Domaine la guintrandy,Domaine La Guintrandy
domaine la rouillere,domaine la rouillere,domaine la rouillere,domaine la rouillere,first_off_brand_token_fallback,brand_entity_raw_fallback,fallback_unreviewed,beverages,France,FRANCE,Other / not mapped to a company,Other / not mapped to a company,unresolved,no_mapping_match,,,False,False,1,Grande Réserve Rosé Côte de Provence 2014,Domaine La Rouillère
domaine laffitte,domaine laffitte,domaine laffitte,domaine laffitte,first_off_brand_token_fallback,brand_entity_raw_fallback,fallback_unreviewed,beverages,France,FRANCE,Other / not mapped to a company,Other / not mapped to a company,unresolved,no_mapping_match,,,False,False,1,Pur Jus de pomme,Domaine Laffitte
domaine lafitte,domaine lafitte,domaine lafitte,domaine lafitte,first_off_brand_token_fallback,brand_entity_raw_fallback,fallback_unreviewed,beverages,France,FRANCE,Other / not mapped to a company,Other / not mapped to a company,unresolved,no_mapping_match,,,False,False,1,Pur jus de raisin chasselas,Domaine Lafitte
