barcode,product_name,normalized_brand,primary_brand,query_category,primary_country,observed_market_region_codes,visible_company_owner,ownership_resolution_status,company_mapping_source
3256227742781,Sirop de pêche & grenade édition limitée,u,u,beverages,France,FRANCE,Coopérative U,mapped_from_manual_review_replacement,manual_review_company_replacement_proposals
3256223014578,Sirop de pêche bidon de 75cl,u,u,beverages,France,FRANCE|DACH,Coopérative U,mapped_from_manual_review_replacement,manual_review_company_replacement_proposals
3256226081355,Sirop de pêche façon melba édition limitée,u,u,beverages,France,FRANCE,Coopérative U,mapped_from_manual_review_replacement,manual_review_company_replacement_proposals
3256222240008,Sirop de recette gourmande banane/kiwi bouteille de 70cl,u,u,beverages,France,FRANCE,Coopérative U,mapped_from_manual_review_replacement,manual_review_company_replacement_proposals
3256222240022,Sirop de recette gourmande cerise/mûre bouteille de 70cl,u,u,beverages,France,FRANCE,Coopérative U,mapped_from_manual_review_replacement,manual_review_company_replacement_proposals
3256222240015,Sirop de recette gourmande pêche/abricot bouteille de 70cl,u,u,beverages,France,FRANCE,Coopérative U,mapped_from_manual_review_replacement,manual_review_company_replacement_proposals
3256220513173,Sirop de thé pêche bidon de 75cl,u,u,beverages,France,FRANCE,Coopérative U,mapped_from_manual_review_replacement,manual_review_company_replacement_proposals
3256226057299,Sirop de thé vert touche de menthe édition limitée,u,u,beverages,France,FRANCE,Coopérative U,mapped_from_manual_review_replacement,manual_review_company_replacement_proposals
3256245116632,Sirop fraise,u,u,beverages,France,FRANCE,Coopérative U,mapped_from_manual_review_replacement,manual_review_company_replacement_proposals
3256223014059,Sirop fruits de la passion,u,u,beverages,France,FRANCE,Coopérative U,mapped_from_manual_review_replacement,manual_review_company_replacement_proposals
3256417084783,Sirop pêche bio U,u,u,beverages,France,FRANCE,Coopérative U,mapped_from_manual_review_replacement,manual_review_company_replacement_proposals
3256229526556,"Sirop pêche, bouteille 1,3l",u,u,beverages,France,FRANCE,Coopérative U,mapped_from_manual_review_replacement,manual_review_company_replacement_proposals
3256225428083,Sirop saveur caramel,u,u,beverages,France,FRANCE,Coopérative U,mapped_from_manual_review_replacement,manual_review_company_replacement_proposals
3256225428045,Sirop saveur mojito,u,u,beverages,France,FRANCE,Coopérative U,mapped_from_manual_review_replacement,manual_review_company_replacement_proposals
3256225428052,Sirop saveur piña colada,u,u,beverages,France,FRANCE,Coopérative U,mapped_from_manual_review_replacement,manual_review_company_replacement_proposals
3256225428076,Sirop saveur violette,u,u,beverages,France,FRANCE,Coopérative U,mapped_from_manual_review_replacement,manual_review_company_replacement_proposals
3256224372240,Sirop tropical,u,u,beverages,France,FRANCE,Coopérative U,mapped_from_manual_review_replacement,manual_review_company_replacement_proposals
3256224372158,Sirop à l'anis bouteille en verre de 70cl,u,u,beverages,France,FRANCE,Coopérative U,mapped_from_manual_review_replacement,manual_review_company_replacement_proposals
3256226385156,"Sirop à la fraise bidon 1,3litre dont 20cl offert",u,u,beverages,France,FRANCE,Coopérative U,mapped_from_manual_review_replacement,manual_review_company_replacement_proposals
3256226385149,"Sirop à la fraise bidon de 1,3l",u,u,beverages,France,FRANCE,Coopérative U,mapped_from_manual_review_replacement,manual_review_company_replacement_proposals
2600136007416,Smoothie,u,u,beverages,France,FRANCE,Coopérative U,mapped_from_manual_review_replacement,manual_review_company_replacement_proposals
3256225738229,Smoothie ananas mangue passion flash pasteurisé 50cl,u,u,beverages,France,FRANCE,Coopérative U,mapped_from_manual_review_replacement,manual_review_company_replacement_proposals
3256226080860,Smoothie pomme framboise 50cl,u,u,beverages,France,FRANCE,Coopérative U,mapped_from_manual_review_replacement,manual_review_company_replacement_proposals
3256227093104,"Soda Cola regular, pack canette 6x33cl",u,u,beverages,France,FRANCE,Coopérative U,mapped_from_manual_review_replacement,manual_review_company_replacement_proposals
3256228440464,"Soda Cola, pack bouteille 4x50cl",u,u,beverages,France,FRANCE,Coopérative U,mapped_from_manual_review_replacement,manual_review_company_replacement_proposals
325622844046400,"Soda Cola, pack bouteille 4x50cl",u,u,beverages,France,FRANCE,Coopérative U,mapped_from_manual_review_replacement,manual_review_company_replacement_proposals
3256224754176,"Soda Diabolo grenadine 1,5L",u,u,beverages,France,FRANCE,Coopérative U,mapped_from_manual_review_replacement,manual_review_company_replacement_proposals
325622475417600,"Soda Diabolo grenadine 1,5L",u,u,beverages,France,FRANCE,Coopérative U,mapped_from_manual_review_replacement,manual_review_company_replacement_proposals
336895731561300,Soda Ginger Beer - Saveurs bouteille verre 75cl,u,u,beverages,France,FRANCE,Coopérative U,mapped_from_manual_review_replacement,manual_review_company_replacement_proposals
3256224990895,Soda Tonic - canette 6x33cl,u,u,beverages,France,FRANCE,Coopérative U,mapped_from_manual_review_replacement,manual_review_company_replacement_proposals
3256223010280,"Soda Tonic PET, 1,50L",u,u,beverages,France,FRANCE,Coopérative U,mapped_from_manual_review_replacement,manual_review_company_replacement_proposals
325622301028000,"Soda Tonic PET, 1,50L",u,u,beverages,France,FRANCE,Coopérative U,mapped_from_manual_review_replacement,manual_review_company_replacement_proposals
3256223669051,"Soda saveur agrumes, 1,5l",u,u,beverages,France,FRANCE,Coopérative U,mapped_from_manual_review_replacement,manual_review_company_replacement_proposals
325622366905100,"Soda saveur agrumes, 1,5l",u,u,beverages,France,FRANCE,Coopérative U,mapped_from_manual_review_replacement,manual_review_company_replacement_proposals
3256223669044,Soda saveur citron,u,u,beverages,France,FRANCE,Coopérative U,mapped_from_manual_review_replacement,manual_review_company_replacement_proposals
3256227742958,Soda saveur orange,u,u,beverages,France,FRANCE,Coopérative U,mapped_from_manual_review_replacement,manual_review_company_replacement_proposals
3256226076580,Soja à boire chocolat,u,u,beverages,France,FRANCE,Coopérative U,mapped_from_manual_review_replacement,manual_review_company_replacement_proposals
3256226076597,Soja à boire vanille,u,u,beverages,France,FRANCE,Coopérative U,mapped_from_manual_review_replacement,manual_review_company_replacement_proposals
3256225408917,Soupe de poisson aromatisée,u,u,beverages,France,FRANCE,Coopérative U,mapped_from_manual_review_replacement,manual_review_company_replacement_proposals
3256226389581,Soupe instantanée aux champignons et croûtons,u,u,beverages,France,FRANCE,Coopérative U,mapped_from_manual_review_replacement,manual_review_company_replacement_proposals
3256225715602,Source montagne Provence,u,u,beverages,France,FRANCE,Coopérative U,mapped_from_manual_review_replacement,manual_review_company_replacement_proposals
3256229544987,Spécialité au jus de citron et a l'huile essentielle de citron - 50cl,u,u,beverages,France,FRANCE,Coopérative U,mapped_from_manual_review_replacement,manual_review_company_replacement_proposals
325622954498700,Spécialité au jus de citron et a l'huile essentielle de citron - 50cl,u,u,beverages,France,FRANCE,Coopérative U,mapped_from_manual_review_replacement,manual_review_company_replacement_proposals
3256226397142,Spécialité à diluer au jus de citron vert à base de concentré avec pulpe 70cl,u,u,beverages,France,FRANCE,Coopérative U,mapped_from_manual_review_replacement,manual_review_company_replacement_proposals
3256225057849,Sucre de Canne SAINTE ESPERANCE 70cl,u,u,beverages,France,FRANCE,Coopérative U,mapped_from_manual_review_replacement,manual_review_company_replacement_proposals
3256226397302,T'es au lit,u,u,beverages,France,FRANCE,Coopérative U,mapped_from_manual_review_replacement,manual_review_company_replacement_proposals
3256226765750,T'es chaud,u,u,beverages,France,FRANCE,Coopérative U,mapped_from_manual_review_replacement,manual_review_company_replacement_proposals
3256226397296,T'es clean,u,u,beverages,France,FRANCE,Coopérative U,mapped_from_manual_review_replacement,manual_review_company_replacement_proposals
3256226397333,T'es cool,u,u,beverages,France,FRANCE,Coopérative U,mapped_from_manual_review_replacement,manual_review_company_replacement_proposals
3256226397340,T'es jolie,u,u,beverages,France,FRANCE,Coopérative U,mapped_from_manual_review_replacement,manual_review_company_replacement_proposals
3256226397326,T'es superfort,u,u,beverages,France,FRANCE,Coopérative U,mapped_from_manual_review_replacement,manual_review_company_replacement_proposals
3256226397319,T'es à fond,u,u,beverages,France,FRANCE,Coopérative U,mapped_from_manual_review_replacement,manual_review_company_replacement_proposals
3256220499545,Tavel AOP rosé Croix des Alliances,u,u,beverages,France,FRANCE,Coopérative U,mapped_from_manual_review_replacement,manual_review_company_replacement_proposals
3256225013036,Terres du Midi IGP rosé,u,u,beverages,France,FRANCE,Coopérative U,mapped_from_manual_review_replacement,manual_review_company_replacement_proposals
3256220025072,Terres du Midi IGP rosé Les Pluviers,u,u,beverages,France,FRANCE,Coopérative U,mapped_from_manual_review_replacement,manual_review_company_replacement_proposals
3256220026307,Terres du Midi IGP rosé Les Pluviers,u,u,beverages,France,FRANCE,Coopérative U,mapped_from_manual_review_replacement,manual_review_company_replacement_proposals
325622002630700,Terres du Midi IGP rosé Les Pluviers,u,u,beverages,France,FRANCE,Coopérative U,mapped_from_manual_review_replacement,manual_review_company_replacement_proposals
3256229709270,The noir infusé saveur pêche,u,u,beverages,France,FRANCE,Coopérative U,mapped_from_manual_review_replacement,manual_review_company_replacement_proposals
3256220661478,The vert d'orient à la cannelle,u,u,beverages,France,FRANCE,Coopérative U,mapped_from_manual_review_replacement,manual_review_company_replacement_proposals
3256220661454,"The vert green flower sachets x25 32,5g",u,u,beverages,France,FRANCE,Coopérative U,mapped_from_manual_review_replacement,manual_review_company_replacement_proposals
3256220340120,Thé Earl Grey,u,u,beverages,France,FRANCE,Coopérative U,mapped_from_manual_review_replacement,manual_review_company_replacement_proposals
3256229529274,Thé Earl Grey,u,u,beverages,France,FRANCE,Coopérative U,mapped_from_manual_review_replacement,manual_review_company_replacement_proposals
325622952927400,Thé Earl Grey,u,u,beverages,France,FRANCE,Coopérative U,mapped_from_manual_review_replacement,manual_review_company_replacement_proposals
325622034010600,"Thé English Breakfast boîte de 25 sachets, 50g",u,u,beverages,France,FRANCE,Coopérative U,mapped_from_manual_review_replacement,manual_review_company_replacement_proposals
3256220340106,"Thé English Breakfast boîte de 25 sachets, 50g",u,u,beverages,France,FRANCE,Coopérative U,mapped_from_manual_review_replacement,manual_review_company_replacement_proposals
325622081768400,Thé English Breakfast boîte de 50 sachets - 100g,u,u,beverages,France,FRANCE,Coopérative U,mapped_from_manual_review_replacement,manual_review_company_replacement_proposals
3256220817684,Thé English Breakfast boîte de 50 sachets - 100g,u,u,beverages,France,FRANCE,Coopérative U,mapped_from_manual_review_replacement,manual_review_company_replacement_proposals
3256223100141,Thé Glacé Pêche,u,u,beverages,France,FRANCE,Coopérative U,mapped_from_manual_review_replacement,manual_review_company_replacement_proposals
3368955060720,Thé Oolong à la groseille saveurs,u,u,beverages,France,FRANCE,Coopérative U,mapped_from_manual_review_replacement,manual_review_company_replacement_proposals
3256229503267,Thé VERT saveur menthe,u,u,beverages,France,FRANCE,Coopérative U,mapped_from_manual_review_replacement,manual_review_company_replacement_proposals
3256226397371,Thé breakfast,u,u,beverages,France,FRANCE,Coopérative U,mapped_from_manual_review_replacement,manual_review_company_replacement_proposals
3256226397401,Thé breakfast,u,u,beverages,France,FRANCE,Coopérative U,mapped_from_manual_review_replacement,manual_review_company_replacement_proposals
3256226397357,Thé earl grey,u,u,beverages,France,FRANCE,Coopérative U,mapped_from_manual_review_replacement,manual_review_company_replacement_proposals
3256226397388,Thé earl grey,u,u,beverages,France,FRANCE,Coopérative U,mapped_from_manual_review_replacement,manual_review_company_replacement_proposals
3256224069225,Thé glacé pêche,u,u,beverages,France,FRANCE,Coopérative U,mapped_from_manual_review_replacement,manual_review_company_replacement_proposals
3256225426478,Thé noir Darjeeling,u,u,beverages,France,FRANCE,Coopérative U,mapped_from_manual_review_replacement,manual_review_company_replacement_proposals
3256225426423,Thé noir English Breakfast,u,u,beverages,France,FRANCE,Coopérative U,mapped_from_manual_review_replacement,manual_review_company_replacement_proposals
3256225426454,Thé noir aromatisé aux agrumes,u,u,beverages,France,FRANCE,Coopérative U,mapped_from_manual_review_replacement,manual_review_company_replacement_proposals
3256225426430,Thé noir aromatisé caramel,u,u,beverages,France,FRANCE,Coopérative U,mapped_from_manual_review_replacement,manual_review_company_replacement_proposals
3256225426447,Thé noir aromatisé vanille,u,u,beverages,France,FRANCE,Coopérative U,mapped_from_manual_review_replacement,manual_review_company_replacement_proposals
3256225426461,Thé noir ceylan,u,u,beverages,France,FRANCE,Coopérative U,mapped_from_manual_review_replacement,manual_review_company_replacement_proposals
3256220340168,Thé noir saveur citron,u,u,beverages,France,FRANCE,Coopérative U,mapped_from_manual_review_replacement,manual_review_company_replacement_proposals
3256229503274,Thé noir saveur citron,u,u,beverages,France,FRANCE,Coopérative U,mapped_from_manual_review_replacement,manual_review_company_replacement_proposals
325622950327400,Thé noir saveur citron,u,u,beverages,France,FRANCE,Coopérative U,mapped_from_manual_review_replacement,manual_review_company_replacement_proposals
3256224759461,Thé noir saveur fruits exotiques,u,u,beverages,France,FRANCE,Coopérative U,mapped_from_manual_review_replacement,manual_review_company_replacement_proposals
3256224062134,Thé noir saveur fruits rouges,u,u,beverages,France,FRANCE,Coopérative U,mapped_from_manual_review_replacement,manual_review_company_replacement_proposals
325622406213400,Thé noir saveur fruits rouges,u,u,beverages,France,FRANCE,Coopérative U,mapped_from_manual_review_replacement,manual_review_company_replacement_proposals
3256225426560,Thé russian Earl Grey,u,u,beverages,France,FRANCE,Coopérative U,mapped_from_manual_review_replacement,manual_review_company_replacement_proposals
325622542656000,Thé russian Earl Grey,u,u,beverages,France,FRANCE,Coopérative U,mapped_from_manual_review_replacement,manual_review_company_replacement_proposals
3256225738380,Thé vert Marrakech,u,u,beverages,France,FRANCE,Coopérative U,mapped_from_manual_review_replacement,manual_review_company_replacement_proposals
3256225426485,Thé vert aromatisé citron,u,u,beverages,France,FRANCE,Coopérative U,mapped_from_manual_review_replacement,manual_review_company_replacement_proposals
3256226397364,Thé vert feuilles entières,u,u,beverages,France,FRANCE,Coopérative U,mapped_from_manual_review_replacement,manual_review_company_replacement_proposals
3256226397395,Thé vert feuilles entières,u,u,beverages,France,FRANCE,Coopérative U,mapped_from_manual_review_replacement,manual_review_company_replacement_proposals
3368955060706,Thé vert menthe nanah et fleurs d'oranger saveurs,u,u,beverages,France,FRANCE,Coopérative U,mapped_from_manual_review_replacement,manual_review_company_replacement_proposals
3256229503250,"Thé vert menthe, sachets x25 45g",u,u,beverages,France,FRANCE,Coopérative U,mapped_from_manual_review_replacement,manual_review_company_replacement_proposals
325622950325000,"Thé vert menthe, sachets x25 45g",u,u,beverages,France,FRANCE,Coopérative U,mapped_from_manual_review_replacement,manual_review_company_replacement_proposals
3256220041850,Thé vert nature,u,u,beverages,France,FRANCE,Coopérative U,mapped_from_manual_review_replacement,manual_review_company_replacement_proposals
3256229529267,Thé vert nature,u,u,beverages,France,FRANCE,Coopérative U,mapped_from_manual_review_replacement,manual_review_company_replacement_proposals
325622952926700,Thé vert nature,u,u,beverages,France,FRANCE,Coopérative U,mapped_from_manual_review_replacement,manual_review_company_replacement_proposals
3256220661447,Thé vert saveur ananas pamplemousse sachets x25 50g,u,u,beverages,France,FRANCE,Coopérative U,mapped_from_manual_review_replacement,manual_review_company_replacement_proposals
3256220041881,Thé vert saveur citron,u,u,beverages,France,FRANCE,Coopérative U,mapped_from_manual_review_replacement,manual_review_company_replacement_proposals
3256229518964,Thé vert saveur citron,u,u,beverages,France,FRANCE,Coopérative U,mapped_from_manual_review_replacement,manual_review_company_replacement_proposals
325622951896400,Thé vert saveur citron,u,u,beverages,France,FRANCE,Coopérative U,mapped_from_manual_review_replacement,manual_review_company_replacement_proposals
3256224063247,Thé vert saveur fraise rhubarbe sachets x25 50g,u,u,beverages,France,FRANCE,Coopérative U,mapped_from_manual_review_replacement,manual_review_company_replacement_proposals
3256220059268,Thé vert saveur menthe,u,u,beverages,France,FRANCE,Coopérative U,mapped_from_manual_review_replacement,manual_review_company_replacement_proposals
3256225426416,Thé vert saveur menthe,u,u,beverages,France,FRANCE,Coopérative U,mapped_from_manual_review_replacement,manual_review_company_replacement_proposals
325622950326700,Thé vert saveur menthe,u,u,beverages,France,FRANCE,Coopérative U,mapped_from_manual_review_replacement,manual_review_company_replacement_proposals
3256220041997,Thé vert saveur menthe 50 sachets - 80g,u,u,beverages,France,FRANCE,Coopérative U,mapped_from_manual_review_replacement,manual_review_company_replacement_proposals
3256227438073,Thé vert saveur menthe-citron,u,u,beverages,France,FRANCE,Coopérative U,mapped_from_manual_review_replacement,manual_review_company_replacement_proposals
3256220041911,Thé vert à la menthe,u,u,beverages,France,FRANCE,Coopérative U,mapped_from_manual_review_replacement,manual_review_company_replacement_proposals
336895731560600,Tonic,u,u,beverages,France,FRANCE,Coopérative U,mapped_from_manual_review_replacement,manual_review_company_replacement_proposals
3256223010556,Tonic 6 bouteille de 33cl,u,u,beverages,France,FRANCE,Coopérative U,mapped_from_manual_review_replacement,manual_review_company_replacement_proposals
3256223010563,Tonic aux arômes naturels,u,u,beverages,France,FRANCE,Coopérative U,mapped_from_manual_review_replacement,manual_review_company_replacement_proposals
3256220113601,"Tonic zero PET, 1,50L",u,u,beverages,France,FRANCE,Coopérative U,mapped_from_manual_review_replacement,manual_review_company_replacement_proposals
325622011360100,"Tonic zero PET, 1,50L",u,u,beverages,France,FRANCE,Coopérative U,mapped_from_manual_review_replacement,manual_review_company_replacement_proposals
3256227093098,Tropical,u,u,beverages,France,FRANCE,Coopérative U,mapped_from_manual_review_replacement,manual_review_company_replacement_proposals
3256225436248,Tropical,u,u,beverages,France,FRANCE,Coopérative U,mapped_from_manual_review_replacement,manual_review_company_replacement_proposals
3256224761150,Tropical u,u,u,beverages,France,FRANCE,Coopérative U,mapped_from_manual_review_replacement,manual_review_company_replacement_proposals
3256225020614,U Expresso,u,u,beverages,France,FRANCE,Coopérative U,mapped_from_manual_review_replacement,manual_review_company_replacement_proposals
11322450,U Saveur Tropical,u,u,beverages,France,FRANCE,Coopérative U,mapped_from_manual_review_replacement,manual_review_company_replacement_proposals
3256220508018,Vin AOP blanc Bourgogne Aligoté Les Jardins de l'Evêché 75cl,u,u,beverages,France,FRANCE,Coopérative U,mapped_from_manual_review_replacement,manual_review_company_replacement_proposals
325622050801800,Vin AOP blanc Bourgogne Aligoté Les Jardins de l'Evêché 75cl,u,u,beverages,France,FRANCE,Coopérative U,mapped_from_manual_review_replacement,manual_review_company_replacement_proposals
3256220367738,Vin AOP blanc Gros Plant du pays Nantais sur lie Les Hauts Buis - 75cl,u,u,beverages,France,FRANCE,Coopérative U,mapped_from_manual_review_replacement,manual_review_company_replacement_proposals
325622036773800,Vin AOP blanc Gros Plant du pays Nantais sur lie Les Hauts Buis - 75cl,u,u,beverages,France,FRANCE,Coopérative U,mapped_from_manual_review_replacement,manual_review_company_replacement_proposals
3256220367660,"Vin AOP blanc Monbazillac Roc de Breyssac 37,5cl",u,u,beverages,France,FRANCE|UK_IE,Coopérative U,mapped_from_manual_review_replacement,manual_review_company_replacement_proposals
325622036766000,"Vin AOP blanc Monbazillac Roc de Breyssac 37,5cl",u,u,beverages,France,FRANCE,Coopérative U,mapped_from_manual_review_replacement,manual_review_company_replacement_proposals
3256220367646,Vin AOP blanc Monbazillac moelleux Roc de Breyssac 75cl,u,u,beverages,France,FRANCE,Coopérative U,mapped_from_manual_review_replacement,manual_review_company_replacement_proposals
325622036764600,Vin AOP blanc Monbazillac moelleux Roc de Breyssac 75cl,u,u,beverages,France,FRANCE,Coopérative U,mapped_from_manual_review_replacement,manual_review_company_replacement_proposals
3256220367622,"Vin AOP rosé Cabernet D'Anjou Les Hauts Buis 37,5cl",u,u,beverages,France,FRANCE,Coopérative U,mapped_from_manual_review_replacement,manual_review_company_replacement_proposals
325622036762200,"Vin AOP rosé Cabernet D'Anjou Les Hauts Buis 37,5cl",u,u,beverages,France,FRANCE,Coopérative U,mapped_from_manual_review_replacement,manual_review_company_replacement_proposals
3256220870436,"Vin AOP rouge Bordeaux rouge Chevalier de Landerac élevé fûts chêne, bouteille 75cL",u,u,beverages,France,FRANCE,Coopérative U,mapped_from_manual_review_replacement,manual_review_company_replacement_proposals
325622087043600,"Vin AOP rouge Bordeaux rouge Chevalier de Landerac élevé fûts chêne, bouteille 75cL",u,u,beverages,France,FRANCE,Coopérative U,mapped_from_manual_review_replacement,manual_review_company_replacement_proposals
3256220367714,"Vin AOP rouge Cahors ""Roc de Breyssac"" 75cl",u,u,beverages,France,FRANCE,Coopérative U,mapped_from_manual_review_replacement,manual_review_company_replacement_proposals
325622036771400,"Vin AOP rouge Cahors ""Roc de Breyssac"" 75cl",u,u,beverages,France,FRANCE,Coopérative U,mapped_from_manual_review_replacement,manual_review_company_replacement_proposals
3256220367523,Vin AOP rouge Médoc Chevalier de Landerac HVE bouteille de 75cl,u,u,beverages,France,FRANCE,Coopérative U,mapped_from_manual_review_replacement,manual_review_company_replacement_proposals
325622036752300,Vin AOP rouge Médoc Chevalier de Landerac HVE bouteille de 75cl,u,u,beverages,France,FRANCE,Coopérative U,mapped_from_manual_review_replacement,manual_review_company_replacement_proposals
3256224871583,Vin Pays d'Oc Gris IGP rosé Les Pluviers - Fontaine à vin 3L,u,u,beverages,France,FRANCE,Coopérative U,mapped_from_manual_review_replacement,manual_review_company_replacement_proposals
325622487158300,Vin Pays d'Oc Gris IGP rosé Les Pluviers - Fontaine à vin 3L,u,u,beverages,France,FRANCE,Coopérative U,mapped_from_manual_review_replacement,manual_review_company_replacement_proposals
3256225037964,Vin Rosé AOP d'anjou Les Hauts Buis 75cl,u,u,beverages,France,FRANCE,Coopérative U,mapped_from_manual_review_replacement,manual_review_company_replacement_proposals
325622503796400,Vin Rosé AOP d'anjou Les Hauts Buis 75cl,u,u,beverages,France,FRANCE,Coopérative U,mapped_from_manual_review_replacement,manual_review_company_replacement_proposals
3256225721702,"Vin Rouge Bergerac AOP, Vin rouge, Roc de Breyssac Fontaine à vin 3L",u,u,beverages,France,FRANCE,Coopérative U,mapped_from_manual_review_replacement,manual_review_company_replacement_proposals
325622572170200,"Vin Rouge Bergerac AOP, Vin rouge, Roc de Breyssac Fontaine à vin 3L",u,u,beverages,France,FRANCE,Coopérative U,mapped_from_manual_review_replacement,manual_review_company_replacement_proposals
3256227093968,Vin Rouge Bordeaux AOP rouge Fût de Chêne Chevalier de Landerac,u,u,beverages,France,FRANCE,Coopérative U,mapped_from_manual_review_replacement,manual_review_company_replacement_proposals
325622709396800,Vin Rouge Bordeaux AOP rouge Fût de Chêne Chevalier de Landerac,u,u,beverages,France,FRANCE,Coopérative U,mapped_from_manual_review_replacement,manual_review_company_replacement_proposals
3256223379769,Vin Rouge Graves AOP rouge Chevalier de Landerac,u,u,beverages,France,FRANCE,Coopérative U,mapped_from_manual_review_replacement,manual_review_company_replacement_proposals
325622337976900,Vin Rouge Graves AOP rouge Chevalier de Landerac,u,u,beverages,France,FRANCE,Coopérative U,mapped_from_manual_review_replacement,manual_review_company_replacement_proposals
3256220657846,"Vin Rouge Ventoux AOC rouge CROIX DES ALLIANCES, bouteille 75cl",u,u,beverages,France,FRANCE,Coopérative U,mapped_from_manual_review_replacement,manual_review_company_replacement_proposals
325622065784600,"Vin Rouge Ventoux AOC rouge CROIX DES ALLIANCES, bouteille 75cl",u,u,beverages,France,FRANCE,Coopérative U,mapped_from_manual_review_replacement,manual_review_company_replacement_proposals
3256220171250,Vin Saumur brut AOP 75cl,u,u,beverages,France,FRANCE,Coopérative U,mapped_from_manual_review_replacement,manual_review_company_replacement_proposals
325622065342800,"Vin blanc AOC Alsace Gewurztraminer Rosenhof 37,5cl",u,u,beverages,France,FRANCE,Coopérative U,mapped_from_manual_review_replacement,manual_review_company_replacement_proposals
3256224290148,Vin blanc AOC Bordeaux Sauvignon La grande Lice 75cl,u,u,beverages,France,FRANCE,Coopérative U,mapped_from_manual_review_replacement,manual_review_company_replacement_proposals
325622429014800,Vin blanc AOC Bordeaux Sauvignon La grande Lice 75cl,u,u,beverages,France,FRANCE,Coopérative U,mapped_from_manual_review_replacement,manual_review_company_replacement_proposals
3256220653367,Vin blanc AOP Alsace Edelzwicker Rosenhof 75cl,u,u,beverages,France,FRANCE,Coopérative U,mapped_from_manual_review_replacement,manual_review_company_replacement_proposals
325622065336700,Vin blanc AOP Alsace Edelzwicker Rosenhof 75cl,u,u,beverages,France,FRANCE,Coopérative U,mapped_from_manual_review_replacement,manual_review_company_replacement_proposals
3256220653442,Vin blanc AOP Alsace Riesling Rosenhof 75cl,u,u,beverages,France,FRANCE,Coopérative U,mapped_from_manual_review_replacement,manual_review_company_replacement_proposals
325622065344200,Vin blanc AOP Alsace Riesling Rosenhof 75cl,u,u,beverages,France,FRANCE,Coopérative U,mapped_from_manual_review_replacement,manual_review_company_replacement_proposals
3256220653381,Vin blanc AOP Alsace Sylvaner Rosenhof 75cl,u,u,beverages,France,FRANCE,Coopérative U,mapped_from_manual_review_replacement,manual_review_company_replacement_proposals
325622065338100,Vin blanc AOP Alsace Sylvaner Rosenhof 75cl,u,u,beverages,France,FRANCE,Coopérative U,mapped_from_manual_review_replacement,manual_review_company_replacement_proposals
3256220653091,Vin blanc AOP Côtes de Bergerac moelleux Roc de Breyssac 75cl,u,u,beverages,France,FRANCE,Coopérative U,mapped_from_manual_review_replacement,manual_review_company_replacement_proposals
325622065309100,Vin blanc AOP Côtes de Bergerac moelleux Roc de Breyssac 75cl,u,u,beverages,France,FRANCE,Coopérative U,mapped_from_manual_review_replacement,manual_review_company_replacement_proposals
3256220514439,Vin blanc AOP Entre-Deux-Mers Villecour de Maleyres MDP 75cl,u,u,beverages,France,FRANCE,Coopérative U,mapped_from_manual_review_replacement,manual_review_company_replacement_proposals
325622051443900,Vin blanc AOP Entre-Deux-Mers Villecour de Maleyres MDP 75cl,u,u,beverages,France,FRANCE,Coopérative U,mapped_from_manual_review_replacement,manual_review_company_replacement_proposals
3256226402631,Vin blanc AOP Jurançon doux Roc de Breyssac Bouteille 75cl,u,u,beverages,France,FRANCE,Coopérative U,mapped_from_manual_review_replacement,manual_review_company_replacement_proposals
325622640263100,Vin blanc AOP Jurançon doux Roc de Breyssac Bouteille 75cl,u,u,beverages,France,FRANCE,Coopérative U,mapped_from_manual_review_replacement,manual_review_company_replacement_proposals
3256220516488,Vin blanc AOP Macon Villages Les Belles Roches 75cl,u,u,beverages,France,FRANCE,Coopérative U,mapped_from_manual_review_replacement,manual_review_company_replacement_proposals
325622051648800,Vin blanc AOP Macon Villages Les Belles Roches 75cl,u,u,beverages,France,FRANCE,Coopérative U,mapped_from_manual_review_replacement,manual_review_company_replacement_proposals
3256220239882,Vin blanc AOP Muscadet La Chatelière,u,u,beverages,France,FRANCE,Coopérative U,mapped_from_manual_review_replacement,manual_review_company_replacement_proposals
3256225283125,Vin blanc AOP Muscadet La Chatelière fontaine à vin 3L,u,u,beverages,France,FRANCE,Coopérative U,mapped_from_manual_review_replacement,manual_review_company_replacement_proposals
325622528312500,Vin blanc AOP Muscadet La Chatelière fontaine à vin 3L,u,u,beverages,France,FRANCE,Coopérative U,mapped_from_manual_review_replacement,manual_review_company_replacement_proposals
3256220367776,"Vin blanc AOP Muscadet Sèvre & Maine sur Lie AOC La Chatelière 37,5cl",u,u,beverages,France,FRANCE,Coopérative U,mapped_from_manual_review_replacement,manual_review_company_replacement_proposals
325622036777600,"Vin blanc AOP Muscadet Sèvre & Maine sur Lie AOC La Chatelière 37,5cl",u,u,beverages,France,FRANCE,Coopérative U,mapped_from_manual_review_replacement,manual_review_company_replacement_proposals
3256220367752,Vin blanc AOP Muscadet Sèvre et Maine sur lie La Chatelière 75cl,u,u,beverages,France,FRANCE,Coopérative U,mapped_from_manual_review_replacement,manual_review_company_replacement_proposals
325622036775200,Vin blanc AOP Muscadet Sèvre et Maine sur lie La Chatelière 75cl,u,u,beverages,France,FRANCE,Coopérative U,mapped_from_manual_review_replacement,manual_review_company_replacement_proposals
