review_decision,review_note,normalized_brand,query_category,primary_country,observed_market_region_codes,current_company,proposed_company,proposed_ownership_resolution_status,company_mapping_would_change,product_count,example_product_names,example_off_brands_raw
,,KitKat,snacks,France,FRANCE,Other / not mapped to a company,Nestlé,market_scoped,True,13,Kit kat cookies crumble | Kit Kat White Crisp Wafers 'N Creme Bar | Kit kat chunky caramel | Kit kat chunky | Kit Kat bites peanut butter,"Kit Kat | Kit Kat | Kit Kat, KitKat | Kit Kat | Kit Kat"
,,Schweppes,beverages,France,FRANCE,Other / not mapped to a company,Suntory Beverage & Food,market_scoped,True,13,Orangina | Schweppes Agrum' | Miss O ! Framboise Light | Schweppes Zero Fraise | Orangina Miss O! Mûre,"Orangina, Schweppes | Orangina, Schweppes | Orangina, Schweppes | Orangina, Schweppes | Orangina, Schweppes"
,,simply orange,beverages,United States,US_CANADA,Manual review / complex ownership,Other / not mapped to a company,unresolved,True,13,"Simply Orange Medium Pulp With Calcium And Vitamin D | Simply Orange Pulp Free With Calcium And Vitamin D | Simply orange, 100% pure orange juice, orange | Simply Orange 100% Orange Juice | Simply Orange Pulp Free With Calcium And Vitamin D","Simply Orange,Simply Beverages | Simply Orange,Simply Beverages | Simply Orange | Simply Orange | Simply Orange, Simply Beverages"
,,target stores,snacks,United States,US_CANADA,Other / not mapped to a company,Manual review / complex ownership,manual_review,True,13,"Simply balanced, oatmeal raisin cookies | Simply balanced, chocolate chunk cookies | Simply balanced, organic popcorn, dark chocolate peanut butter | Simply balanced, animal cookies, vanilla | Simply balanced, organic whole grain animal cookies","Simply Balanced, Target Stores | Simply Balanced, Target Stores | Simply Balanced, Target Stores | Simply Balanced, Target Stores | Simply Balanced, Target Stores"
,,wegmans organic,cereals,United States,US_CANADA,Manual review / complex ownership,Other / not mapped to a company,unresolved,True,13,"Granola, cocoa and Chia | Granola Blueberry & Flax | Vanilla & Almonds Granola | Organic blueberry & flax granola | Ancient grain granola, ancient grain",Wegmans organic | Wegmans Organic | Wegmans Organic | Wegmans Organic | Wegmans Organic
,,yoplait,dairies,France,FRANCE,Other / not mapped to a company,Manual review / complex ownership,manual_review,True,13,"Yaourt 0% mat.gr., aux fruits, aromatisé, avec édulcorants | Yaourt 0% mat.gr., aux fruits, aromatisé, avec édulcorants | Yaourt 0% mat.gr., aux fruits, aromatisé, avec édulcorants | Yaourt 0% mat.gr., aux fruits, aromatisé, avec édulcorants | Panier de Yoplait J'aime L'Abricot","Panier 0%, Yoplait | Panier 0%, Yoplait | Panier 0%, Panier de Yoplait, Yoplait | Panier 0%, Yoplait | Panier 0%, Yoplait"
,,yoplait,dairies,France,FRANCE,Other / not mapped to a company,Manual review / complex ownership,manual_review,True,13,Spécialité laitière nature | Perle de lait | Spécialité laitière nature | Spécialité laitière nature | Perle de lait,"Perle de lait nature, Yoplait, spécialités laitières | Perle de lait nature, Yoplait | Perle de lait nature, Yoplait | Perle de lait nature, Yoplait | Perle de lait nature, Yoplait"
,,Carrefour Classic,dairies,France,FRANCE,Manual review / complex ownership,Other / not mapped to a company,unresolved,True,12,MOZZARELLA | emmenthal râpé fondant | Gruyère râpé | Brassé Fruits Mixés | Crème dessert saveur vanille,"Carrefour Classic',Carrefour | carrefour classic | Carrefour classic | CARREFOUR CLASSIC' | Carrefour Classic, Carrefour"
,,Carrefour Sélection,snacks,France,FRANCE,Manual review / complex ownership,Other / not mapped to a company,unresolved,True,12,"Cheesecake nature sur son biscuit croustillant | Assortiment de chocolats lait, noir, blanc | Assortiment de chocolats au lait | Chocolat Noir Fourré Truffe Crumble et Framboise | NOIR 80% Cacao","Carrefour Sélection,Carrefour | Carrefour Sélection,Carrefour | Carrefour Sélection,Carrefour | Carrefour Sélection,Carrefour | Carrefour Sélection,Carrefour"
,,Nescafé Dolce Gusto,beverages,France,FRANCE,Other / not mapped to a company,Manual review / complex ownership,manual_review,True,12,Ricore original | LATTE MACCHIATO CARAMEL | Café au lait | Chococino | Marrakech Tea,Dolce Gusto | Dolce Gusto | Dolce Gusto | Dolce Gusto | Dolce Gusto
,,carrefour market,dairies,France,FRANCE,Manual review / complex ownership,Other / not mapped to a company,unresolved,True,12,bleu des causses AOP | Mimolette vieille | Gouda au cumin | Beaufort | Tomme de Savoie,Carrefour market | Carrefour market | Carrefour Market | Carrefour Market | Carrefour Market
,,lindt excellence,snacks,France,FRANCE,Manual review / complex ownership,Other / not mapped to a company,unresolved,True,12,Chocolat noir à l’orange | Amazonia - Cacao d'origine aux notes acidulées de fruits secs | FUSION NOIR & LAIT Aux cristaux de Fleur de Sel | Excellence | Lindt excellence,Lindt EXCELLENCE | LINDT EXCELLENCE | Lindt EXCELLENCE | Lindt Excellence | LINDT EXCELLENCE
,,lu,snacks,France,FRANCE,Other / not mapped to a company,Manual review / complex ownership,manual_review,True,12,Granola Gros éclats de Chocolat | Mini cookies | Granola l’original à emporter partout chocolat au lait | Granola Barre Extra Cookie | Granola Cœur Extra Moelleux Tout Chocolat,"Granola, Kraft Foods, LU, Mondelez, Unilever | Granola, Lu | Granola, Lu | Granola, LU | Granola, LU, Mondelez"
,,monoprix gourmet,beverages,France,FRANCE,Manual review / complex ownership,Other / not mapped to a company,unresolved,True,12,"Pur jus d’orange fraîchement pressé | Dosettes de café moulu, Ethiopie | Café moulu pur arabica, Pérou | Thé Darjeeling, plaisir d'Inde | Nectar gourmand mangue",Monoprix gourmet | Monoprix Gourmet | Monoprix Gourmet | Monoprix gourmet | Monoprix Gourmet
,,wegmans organic,snacks,United States,US_CANADA,Manual review / complex ownership,Other / not mapped to a company,unresolved,True,12,Popcorn Himalayan Salt Olive Oil & Himalayan Salt | Sweet And Salty Popcorn | Cashew butter chocolate chip | Wholesum cashew cookie | Multigrain Waffles,Wegmans Organic | Wegmans Organic | Wegmans Organic | Wegmans Organic | Wegmans Organic
,,yoplait,dairies,France,FRANCE,Other / not mapped to a company,Manual review / complex ownership,manual_review,True,12,"Fromage frais sucré aromatisé enrichi en vitamine D | Spécialité laitière sucrée aux fruits à base de Fromage Frais, aromatisée (enrichie en vitamine D) | Petits Filous - Fruits mixés | Spécialité laitière sucrée aux fruits à base de Fromage Frais, aromatisée (enrichie en vitamine D) | Spécialité laitière sucrée aux fruits à base de Fromage Frais, aromatisée (enrichie en vitamine D)","Petits filous pots, Yoplait | Petits filous pots, Yoplait | Petits filous pots, Yoplait | Petits filous pots, Yoplait | Petits filous pots, Yoplait"
,,7UP,beverages,France,FRANCE,Other / not mapped to a company,PepsiCo,market_scoped,True,11,"7UP saveur mojito 15 cl | 7UP Lemon Lemon Citronnade gazeuse saveur agrumes 1,25 L | 7up mijoto | Cherry 7up 330ml x 6 Delivered Worldwide | 7 Up","7 up, 7UP, Seven Up | 7 Up, 7UP | 7 Up | 7 up | 7 up, Seven-Up"
,,Carrefour Classic,dairies,France,FRANCE,Manual review / complex ownership,Other / not mapped to a company,unresolved,True,11,Cœur Complice doux et crémeux | LAIT Facile à digérer* | Dés de meule fruitée | Emmental fran�ais | Emmental français,"Carrefour,Carrefour Classic | Carrefour,Carrefour Classic' | Carrefour, Carrefour Classic', Classic' | Carrefour, Carrefour Classic | Carrefour, Carrefour classic"
,,Danette,dairies,France,FRANCE,Danone,Manual review / complex ownership,manual_review,True,11,Danette | Danette cafe | Danette chocolat et lait | Danette chocolat et lait | Danette caramel,"Danone, danette | Danone, danette | Danone, danette | Danone, danette | Danone,Danette"
,,coop naturaplan,snacks,France,FRANCE|DACH,Manual review / complex ownership,Other / not mapped to a company,unresolved,True,11,Crémant | Tresse au beurre bio | Swiss Beef Jerky Snack de viande séchée | Coop Naturaplan Bio Max Havelaar Chocolat Noir à L'orange | Crunchy Choco Barres de céréales,"Coop Naturaplan | coop naturaplan, coop naturaplan Bio | coop naturaplan | Coop Naturaplan | Coop Naturaplan"
,,marque repere,snacks,France,FRANCE,Other / not mapped to a company,Manual review / complex ownership,manual_review,True,11,Biscuits sablés nappés au chocolat noir sans gluten | Biscuits sablés framboise sans gluten | Cookies aux Pépites de Chocolat | Mini brownie chocolat ss gluten x8 | Petit beurre sans gluten,"Chaque Jour Sans Gluten, Marque Repère | Chaque Jour Sans Gluten, Marque Repère | Chaque Jour Sans Gluten, Marque Repère | Chaque Jour Sans Gluten, Marque Repère | Chaque Jour Sans Gluten, Marque Repère"
,,marque repere,snacks,France,FRANCE,Other / not mapped to a company,Manual review / complex ownership,manual_review,True,11,Palet breton la recette original pur beurre | Madeleines longuse pur beurre | Madeleines longues marbrées chocolat | La Gaufrette Framboise | Cookies chocolat blanc cranberries,"P'tit déli,Marque Repère | P'tit Déli, Marque Repère | P'tit Déli, Marque Repère | P'tit Déli, Marque Repère | P'tit Déli, Marque Repère"
,,paturages comtois,dairies,France,FRANCE,Manual review / complex ownership,Other / not mapped to a company,unresolved,True,11,"Brie Français ( pâturage comtois ) | Le Rochois, Fromage, La Boîte De | Le Régal des Moines | Gruyère France | Le Merlemont,",Pâturages Comtois | PATURAGES COMTOIS | Pâturages Comtois | Pâturages Comtois | Pâturages Comtois
,,yoplait,dairies,France,FRANCE,Other / not mapped to a company,Manual review / complex ownership,manual_review,True,11,"Petits Filous Choco | Petits Filous (6 Goûts : Fraise, Framboise, Pêche, Banane, Abricot, Fruits Rouges) 18 Pots | Petits Filous (6 Goûts : Fraise, Banane, Pêche, Abricot, Fruits Rouges, Framboise) 18 Pots | Petits Filous tub's (3 Fraises, 3 Framboises, 3 Pêches) | Petits Filous (Magic Duo Goût Framboise & Goût Vanille)","Petits Filous, Yoplait | Petits Filous, Yoplait | Petits Filous, Yoplait | Petits Filous, Yoplait | Petits Filous, Yoplait"
,,Carrefour Extra,dairies,France,FRANCE,Manual review / complex ownership,Other / not mapped to a company,unresolved,True,10,Emmental Français Est-Central Grand Cru au Lait Cru | Crème fraîche | Beurre de montagne doux | Yaourt délicieux noix de coco | Yaourt à la Grecque COCO,"Carrefour, Carrefour Extra | Carrefour, Carrefour Extra | Carrefour, Carrefour extra | Carrefour, Carrefour Extra | Carrefour, Carrefour Extra"
,,Simpl,beverages,France,FRANCE|SOUTHERN_EUROPE,Manual review / complex ownership,Other / not mapped to a company,unresolved,True,10,Pomme | Orange Jus à base de concentré | Expresso Capsules | Dosettes Classic | Dosettes forte,"Carrefour, Simpl | Carrefour, Simpl | Carrefour, Simpl | Carrefour, Simpl | Carrefour, Simpl"
,,aldi specially selected,snacks,United Kingdom,UK_IE,Manual review / complex ownership,Other / not mapped to a company,unresolved,True,10,"Cinnamon Knots | Turkish Delight Soft pistachio flavour cubes tradi | Camembert, Chilli And Honey Crisps | Black Pepper Oatcake Bites | Rocky Road Mini Bites","Aldi Specially Selected | Aldi: Specially Selected | Aldi Specially Selected | Aldi Specially Selected | Aldi Specially Selected, Aldi"
,,nestle dessert,snacks,France,FRANCE,Manual review / complex ownership,Other / not mapped to a company,unresolved,True,10,Blanc | Chocolat noir | Cookies aux pépites de chocolat | Chocolat noir | cookies,Nestle Dessert | Nestlé Dessert | Nestlé Dessert | Nestlé Dessert | Nestlé dessert
,,shoprite,cereals,United States,US_CANADA,Other / not mapped to a company,Manual review / complex ownership,manual_review,True,10,"Instant Oatmeal, Raisin & Spice | Scrunchy, sweetened corn cereal, cocoa treats, cocoa treats | Scrunchy, sweetened cereal, mini cookie bites, mini cookie bites | Scrunchy Honey Nut Toasted Oats | Toasted corn cereal with honey & natural almond, crispy honey nut, crispy honey nut",Shop Rite | Shop Rite | Shop Rite | Shop Rite | Shop Rite
,,Activia,dairies,United Kingdom,UK_IE,Danone,Manual review / complex ownership,manual_review,True,9,Activia rhubarbe | Activia Prune | Cereals 4 x (500g) | Rasberry yogurt | Activia Blueberry & Acai,"Danone,Activia | danone,Activia | Danone,Activia | Danone,Activia | danone,Activia"
,,Carrefour Sélection,beverages,France,FRANCE|SOUTHERN_EUROPE,Manual review / complex ownership,Other / not mapped to a company,unresolved,True,9,Virgin Mojito | Passion Mangue Saveur Citronnelle | Jus de Fraise et Framboise | Menthe poivrée | Pur jus raisin & fruits rouges,"Carrefour, Carrefour Sélection | Carrefour, Carrefour Sélection | Carrefour, Carrefour Sélection | Carrefour, Carrefour Sélection | Carrefour, Carrefour Sélection"
,,Carrefour Sélection,snacks,France,FRANCE|SOUTHERN_EUROPE,Manual review / complex ownership,Other / not mapped to a company,unresolved,True,9,Chocolate negro con pera | Meringués Coco sur lit de chocolat noir | Nougatine & pistache caramélisée blanc | CORAZÓN de Coco CHOCOLATE NEGRO | 85% cacao noir tanzanie,"Carrefour, Carrefour selection | Carrefour,Carrefour Sélection | Carrefour, Carrefour Sélection | Carrefour, Carrefour Sélection | Carrefour, Carrefour Selection"
,,Nescafé Dolce Gusto,beverages,France,FRANCE|SOUTHERN_EUROPE,Other / not mapped to a company,Manual review / complex ownership,manual_review,True,9,Capsules NESCAFE DOLCE GUSTO Amande 12 capsules | Capsules NESCAFE DOLCE GUSTO Cortado Espresso Decaf 16 Capsules | Capsules NESCAFÉ Dolce Gusto Espresso Roma 16 Capsules | Capsules NESCAFE DOLCE GUSTO Expresso Milano | Capsules NESCAFÉ DOLCE GUSTO Espresso décaféiné x16,"Dolce gusto, Nescafe | Dolce gusto, Nescafe, Nescafe cortado | Dolce gusto, Nescafe espresso, Nescafé | Dolce gusto, Nescafe | Dolce gusto, Nescafe"
,,auchan bio,cereals,France,FRANCE,Manual review / complex ownership,Other / not mapped to a company,unresolved,True,9,Flocons d'avoine | Flocons d'avoine | Crousty Cao chocolat au lait | Flocons d'avoine | Cao Flakes,"Auchan Bio | Auchan Bio,Auchan | Auchan Bio,Auchan | AUCHAN BIO | Auchan Bio,Auchan"
,,coca cola company,beverages,France,FRANCE,Manual review / complex ownership,Other / not mapped to a company,unresolved,True,9,Thé glacé bio pêche romarin | Sparletta South African Stoney Ginger Beer | Fine bulles - Pomme-citron & gentiane | Coca-Cola zéro sucres,"Coca-Cola Company, Honest | Coca-Cola Company | Coca Cola Company, Finley | Coca-Cola Company | Coca-Cola Company"
,,elle & vire,dairies,France,FRANCE,Other / not mapped to a company,Manual review / complex ownership,manual_review,True,9,Carré frais | Carré frais | Carre Frais Bio | Carré frais | Carré frais 0% mg,"Carré Frais, Elle & Vire, Savencia | Carré frais, Elle & Vire, Savencia | Carré Frais, Elle & Vire, Savencia | Carré frais, Elle & Vire, Savencia | Carré frais, Elle & Vire, Savencia"
,,lindt lindor,snacks,United States,US_CANADA,Manual review / complex ownership,Other / not mapped to a company,unresolved,True,9,Milk Chocolate Truffles | Irresistibly Smooth Strawberries and Cream White Chocolate Truffles | Extra Dark Chocolate Truffles | Assorted Chocolate Truffles | Milk Chocolate Truffles,Lindt Lindor | Lindt LINDOR | Lindt LINDOR | Lindt LINDOR | Lindt Lindor
,,president professionnel,dairies,France,FRANCE,Manual review / complex ownership,Other / not mapped to a company,unresolved,True,9,Tartimalin | Beurre | Beurre sec de tourage | Beurre tourage 82% | Beurre,Président Professionnel | Président Professionnel | Président Professionnel | Président Professionnel | Président Professionnel
,,simply kraft,dairies,United States,US_CANADA,Manual review / complex ownership,Other / not mapped to a company,unresolved,True,9,"Cottage Cheese | Low Fat Cottage Cheese | Cottage Cheese | Kraft, Simply Reduced Fat Sour Cream | Kraft, Sour Cream",Simply kraft | Simply kraft | Simply kraft | Simply kraft | Simply kraft
,,simply protein,snacks,United States,US_CANADA,Manual review / complex ownership,Other / not mapped to a company,unresolved,True,9,"TORTILLA PROTEIN CHIPS | Tortilla Protein Chips Jackin' Jalapeño Ranch Flavored | Multi-Pack - Dark Chocolate Sea Salt, Lemon Coconut, Peanut Butter Chocolate | Multi-Pack - Dark Chocolate Sea Salt, Lemon Coconut, Peanut Butter Chocolate | Snack Bar - Lemon Coconut",SIMPLY PROTEIN | Simply Protein | Simply Protein | Simply Protein | Simply Protein
,,target stores,beverages,United States,US_CANADA,Other / not mapped to a company,Manual review / complex ownership,manual_review,True,9,Drink mix tropical | Unsweetened sparkling water | Almondmilk | Almondmilk | Unsweetened almondmilk,"Simply Balanced, Target Stores | Simply Balanced, Target Stores | Simply Balanced, Target Stores | Simply Balanced, Target Stores | Simply Balanced, Target Stores"
