review_decision,review_note,normalized_brand,query_category,primary_country,observed_market_region_codes,current_company,proposed_company,proposed_ownership_resolution_status,company_mapping_would_change,product_count,example_product_names,example_off_brands_raw
,,cadbury bournville,snacks,United Kingdom,UK_IE,Mondelēz International,Other / not mapped to a company,unresolved,True,1,Brunch bar,Cadbury Bournville
,,cadbury brunch,snacks,United Kingdom,UK_IE,Mondelēz International,Other / not mapped to a company,unresolved,True,1,Honey And Oat Bar Light,Cadbury Brunch
,,cadbury dairy milk,snacks,Australia,FRANCE,Mondelēz International,Other / not mapped to a company,unresolved,True,1,Caramello Koala,Cadbury Dairy Milk
,,cadbury dairy milk,snacks,France,FRANCE|UK_IE|US_CANADA,The Hershey Company,Other / not mapped to a company,unresolved,True,1,Little Bar,Cadbury Dairy Milk
,,cadbury dairy milk,snacks,United Kingdom,UK_IE,Mondelēz International,Other / not mapped to a company,unresolved,True,1,Cream egg Easter egg,Cadbury Dairy Milk
,,cadbury dairy milk fingers crossed,snacks,France,FRANCE|UK_IE,Mondelēz International,Other / not mapped to a company,unresolved,True,1,Milk Chocolate Biscuits,Cadbury Dairy Milk Fingers crossed
,,cadbury fruit and nut,snacks,Ireland,UK_IE|US_CANADA,The Hershey Company,Other / not mapped to a company,unresolved,True,1,Cadbury dairy milk chocolate bar fruit and nut,Cadbury fruit and nut
,,cape cod,snacks,United States,US_CANADA,Other / not mapped to a company,Manual review / complex ownership,manual_review,True,1,"Cape cod, kettle cooked potato chips, back bay crab seasoning","Kettle, Cape Cod"
,,cape cod potato chips,snacks,United States,US_CANADA,Manual review / complex ownership,Other / not mapped to a company,unresolved,True,1,Kettle cooked potato chips,Cape Cod Potato Chips
,,cape cod provisions,snacks,United States,US_CANADA,Manual review / complex ownership,Other / not mapped to a company,unresolved,True,1,Milk Chocolate Covered Cherries,Cape Cod Provisions
,,caprice des dieux,dairies,France,FRANCE,Other / not mapped to a company,Manual review / complex ownership,manual_review,True,1,caprice des dieux,"Savencia, caprice des dieux"
,,carrefour biocarrefour,beverages,France,FRANCE|SOUTHERN_EUROPE,Manual review / complex ownership,Other / not mapped to a company,unresolved,True,1,Limonade,"Carrefour BioCarrefour, Carrefour City, Carrefour Express"
,,carrefour biocarrefour,cereals,France,FRANCE|SOUTHERN_EUROPE,Manual review / complex ownership,Other / not mapped to a company,unresolved,True,1,Muesli avoine chocolat,Carrefour BIOCarrefour
,,carrefour biocarrefour,dairies,Belgium,BENELUX|FRANCE,Manual review / complex ownership,Other / not mapped to a company,unresolved,True,1,Emmental français râpé au lait cru,Carrefour BIOCarrefour
,,carrefour capsules,beverages,France,FRANCE,Manual review / complex ownership,Other / not mapped to a company,unresolved,True,1,Sublimo,"Carrefour Capsules, Carrefour"
,,carrefour discount,dairies,France,FRANCE|SOUTHERN_EUROPE,Manual review / complex ownership,Other / not mapped to a company,unresolved,True,1,Mozzarella,CARREFOUR DISCOUNT
,,carrefour discount,snacks,Belgium,BENELUX|FRANCE,Manual review / complex ownership,Other / not mapped to a company,unresolved,True,1,Barres céréales Goût Pomme Abricot,"Carrefour discount, Carrefour"
,,carrefour discount,snacks,France,FRANCE|SOUTHERN_EUROPE,Manual review / complex ownership,Other / not mapped to a company,unresolved,True,1,8 Barres céréalières aux pépites de chocolat et aux cacahuètes,"Carrefour Discount, Carrefour"
,,carrefour le marche filiere qualite carrefour,dairies,France,FRANCE,Manual review / complex ownership,Other / not mapped to a company,unresolved,True,1,morbier AOP FQC,Carrefour le marché filière qualité carrefour
,,carrefour market,beverages,Belgium,BENELUX|FRANCE,Manual review / complex ownership,Other / not mapped to a company,unresolved,True,1,Sirop grenadine,carrefour market
,,carrefour market,snacks,United States,US_CANADA,Manual review / complex ownership,Other / not mapped to a company,unresolved,True,1,Croissant au beurre,Carrefour market
,,carrefour selectioncarrefour,snacks,France,FRANCE,Manual review / complex ownership,Other / not mapped to a company,unresolved,True,1,Galette des rois,Carrefour SélectionCarrefour
,,carrefour vrac bio,cereals,France,FRANCE,Manual review / complex ownership,Other / not mapped to a company,unresolved,True,1,Son d'avoine,Carrefour Vrac Bio
,,casino ste fromagere de riom,dairies,France,FRANCE,Manual review / complex ownership,Other / not mapped to a company,unresolved,True,1,Cantal Jeune Au Lait De Vache Pasteurisé,Casino Sté Fromagère de Riom
,,chabrior,snacks,France,FRANCE,Other / not mapped to a company,Manual review / complex ownership,manual_review,True,1,Biscuits aux deux graines avec pépites de chocolat noir BIO - 140g,"Biscuits Bouvard,Chabrior"
,,chabrior,snacks,France,FRANCE,Other / not mapped to a company,Manual review / complex ownership,manual_review,True,1,"Gaufrettes Fourrées Cacao Maigre, Enrobées de Chocolat 150G ( CAOFRET')","Biscuits Panier,Chabrior,Intermarché"
,,chabrior,snacks,France,FRANCE,Other / not mapped to a company,Manual review / complex ownership,manual_review,True,1,Barquette fraise BIO - 120g,"Biscuits Poult,Chabrior,Intermarché"
,,chabrior,snacks,France,FRANCE,Other / not mapped to a company,Manual review / complex ownership,manual_review,True,1,Petits pains au lait,"Brioches Fonteneau, chabrior"
,,chabrior,cereals,France,FRANCE,Other / not mapped to a company,Manual review / complex ownership,manual_review,True,1,Muesli crisp tout chocolat,"CHABIOR, Chabrior"
,,chabrior,snacks,France,FRANCE,Other / not mapped to a company,Manual review / complex ownership,manual_review,True,1,Z'ours noisettes et cacao,"CHABIOR, Chabrior"
,,chabrior,snacks,France,FRANCE,Other / not mapped to a company,Manual review / complex ownership,manual_review,True,1,Mini croissant pur beurre x10,"Delifrance, Intermarché, Chabrior"
,,chabrior,snacks,France,FRANCE,Other / not mapped to a company,Manual review / complex ownership,manual_review,True,1,Déjeuner Céréales & Fruits - 400g,"Intermaché,Chabrior"
,,chabrior,snacks,France,FRANCE,Other / not mapped to a company,Manual review / complex ownership,manual_review,True,1,Mini pains au chocolat pur beurre x10,"Sélection Intermarché, Chabrior"
,,chabrior bio,cereals,France,FRANCE,Manual review / complex ownership,Other / not mapped to a company,unresolved,True,1,Flocons d'avoine complète,Chabrior Bio
,,chobani creations,dairies,Italy,SOUTHERN_EUROPE|US_CANADA,Manual review / complex ownership,Other / not mapped to a company,unresolved,True,1,Mocha Tiramisu,Chobani Creations
,,chobani creations,dairies,United States,US_CANADA,Manual review / complex ownership,Other / not mapped to a company,unresolved,True,1,Greek Yogurt Blueberry & Lemon Muffin,Chobani Creations
,,chobani flip,dairies,Greece,US_CANADA,Manual review / complex ownership,Other / not mapped to a company,unresolved,True,1,Cookie Dough,Chobani flip
,,chobani simply 100,dairies,United States,US_CANADA,Manual review / complex ownership,Other / not mapped to a company,unresolved,True,1,Peach cobbler a la mode,Chobani Simply 100
,,clif builders,snacks,United States,US_CANADA,Manual review / complex ownership,Other / not mapped to a company,unresolved,True,1,Chocolatey Peanut Butter,Clif Builders
,,clif z bar,snacks,United States,US_CANADA,Manual review / complex ownership,Other / not mapped to a company,unresolved,True,1,Cookies ‘N Crème,Clif Z Bar
,,clif zbar,snacks,Germany,DACH|US_CANADA,Manual review / complex ownership,Other / not mapped to a company,unresolved,True,1,ICED OATMEAL COOKIE,CLIF ZBAR
,,clif zbar,snacks,United States,US_CANADA,Manual review / complex ownership,Other / not mapped to a company,unresolved,True,1,Iced Oatmeal Cookie,Clif ZBar
,,clover,dairies,United States,US_CANADA,Other / not mapped to a company,Manual review / complex ownership,manual_review,True,1,Grade AA Butter,"Stornetta Farms,Clover"
,,coca cola collector 2012,beverages,France,FRANCE,Manual review / complex ownership,Other / not mapped to a company,unresolved,True,1,Coca Cola 500ml,Coca cola collector 2012
,,coca cola collector 2012,beverages,France,FRANCE|DACH,Manual review / complex ownership,Other / not mapped to a company,unresolved,True,1,"Mezzo mix Zero, Erfrischungsgetränk, Pet",Coca cola collector 2012
,,coca cola compagnie,beverages,France,FRANCE,Manual review / complex ownership,Other / not mapped to a company,unresolved,True,1,coca cola cheri,coca cola compagnie
,,coca cola company,beverages,Belgium,BENELUX|FRANCE|DACH|UK_IE,Manual review / complex ownership,Other / not mapped to a company,unresolved,True,1,Cocacola mini original taste,Coca-Cola Company
,,coca cola company,beverages,Bulgaria,FRANCE,Manual review / complex ownership,Other / not mapped to a company,unresolved,True,1,Sprite,Coca-Cola Company
,,coca cola company,beverages,Bulgaria,FRANCE|DACH,Manual review / complex ownership,Other / not mapped to a company,unresolved,True,1,Coca-Cola Zero,Coca Cola Company
,,coca cola company,beverages,France,FRANCE|US_CANADA,Manual review / complex ownership,Other / not mapped to a company,unresolved,True,1,Gold peak Sweet tea,Coca-Cola Company
,,coca cola company,beverages,India,UK_IE,Manual review / complex ownership,Other / not mapped to a company,unresolved,True,1,Thumbs Up (Indian coke),Coca Cola Company
,,coca cola company,beverages,India,US_CANADA,Manual review / complex ownership,Other / not mapped to a company,unresolved,True,1,Thumbs Up 750ml,Coca Cola Company
,,coca cola company,beverages,United Kingdom,UK_IE,Manual review / complex ownership,Other / not mapped to a company,unresolved,True,1,Diet coke,coca-cola company
,,coca cola life,beverages,France,FRANCE|DACH,Manual review / complex ownership,Other / not mapped to a company,unresolved,True,1,Coca Cola Life,"Coca Cola Life, Coca-Cola"
,,coca cola life,beverages,United States,US_CANADA,Manual review / complex ownership,Other / not mapped to a company,unresolved,True,1,Reduced Calorie Cola,Coca-cola life
,,coca cola mini,beverages,France,FRANCE,Manual review / complex ownership,Other / not mapped to a company,unresolved,True,1,Coca-Cola mini cans,Coca Cola Mini
,,coca cola zero,beverages,Belgium,BENELUX|FRANCE,Manual review / complex ownership,Other / not mapped to a company,unresolved,True,1,Coca-cola zéro,Coca-Cola zero
,,coca cola zero,beverages,France,FRANCE|DACH,Manual review / complex ownership,Other / not mapped to a company,unresolved,True,1,Zucker zero kalorien,Coca cola zero
,,coca cola zero,beverages,United States,US_CANADA,Manual review / complex ownership,Other / not mapped to a company,unresolved,True,1,coke zero spiced,Coca cola zero
,,cocacola,beverages,France,FRANCE|DACH,Manual review / complex ownership,Other / not mapped to a company,unresolved,True,1,"Mezzo Mix 0,33",CocaCola
,,cocacola,beverages,United Kingdom,UK_IE,Manual review / complex ownership,Other / not mapped to a company,unresolved,True,1,Coca-cola Zero Lemon,Cocacola
,,cocacola,beverages,United States,US_CANADA,Manual review / complex ownership,Other / not mapped to a company,unresolved,True,1,Mello Yellow,CocaCola
,,coop alsace lait,dairies,France,FRANCE,Manual review / complex ownership,Other / not mapped to a company,unresolved,True,1,,Coop Alsace Lait
,,coop anglamark,snacks,France,FRANCE,Manual review / complex ownership,Other / not mapped to a company,unresolved,True,1,Caramel seasalt milk chocolate,Coop Änglamark
,,coop easter egg,snacks,United Kingdom,UK_IE,Manual review / complex ownership,Other / not mapped to a company,unresolved,True,1,Pretzel Crunch Golden Chocolate Egg,Coop Easter Egg
,,coop fine food,beverages,France,FRANCE|DACH,Manual review / complex ownership,Other / not mapped to a company,unresolved,True,1,Perles de Chocolat Cacao Nacional Ecuador Grand Cru 70^,Coop Fine Food
,,coop fine food,dairies,France,FRANCE|DACH,Manual review / complex ownership,Other / not mapped to a company,unresolved,True,1,Burrata,Coop Fine Food
,,coop honest value,dairies,United Kingdom,UK_IE,Manual review / complex ownership,Other / not mapped to a company,unresolved,True,1,Low fat natural yogurt,Coop Honest Value
,,coop irresistible,snacks,United Kingdom,UK_IE,Manual review / complex ownership,Other / not mapped to a company,unresolved,True,1,Milk Chocolate Cookies,Coop Irresistible
,,coop jeune montagne,dairies,France,FRANCE,Manual review / complex ownership,Other / not mapped to a company,unresolved,True,1,Laguiole AOP Estive,Coop Jeune montagne
,,coop laitiere,dairies,France,FRANCE,Manual review / complex ownership,Other / not mapped to a company,unresolved,True,1,Beaufort,COOP LAITIÈRE
,,coop naturalplan,snacks,France,FRANCE|DACH,Manual review / complex ownership,Other / not mapped to a company,unresolved,True,1,Müsli Barre de céréales bio,Coop Naturalplan
,,coop naturaplan,beverages,France,FRANCE,Manual review / complex ownership,Other / not mapped to a company,unresolved,True,1,,Coop Naturaplan
,,coop naturaplan,dairies,France,FRANCE,Manual review / complex ownership,Other / not mapped to a company,unresolved,True,1,Le gruyère apéro plattli,Coop Naturaplan
,,coop naturaplan,dairies,France,FRANCE|DACH|US_CANADA,Manual review / complex ownership,Other / not mapped to a company,unresolved,True,1,Jogurt Bifidus Nature,Coop Naturaplan
,,coop naturaplan,dairies,United States,US_CANADA,Manual review / complex ownership,Other / not mapped to a company,unresolved,True,1,"Lait partiellement écrémé bio 2,5%",Coop Naturaplan
,,coop naturaplan,snacks,France,FRANCE,Manual review / complex ownership,Other / not mapped to a company,unresolved,True,1,naturaplan bio Zweifel Bio Chips Nature,"Coop Naturaplan,Zweifel"
,,coop naturaplan bio,cereals,France,FRANCE|DACH,Manual review / complex ownership,Other / not mapped to a company,unresolved,True,1,Flocons de quinoa,Coop Naturaplan Bio
,,coop prix garantie,cereals,France,FRANCE,Manual review / complex ownership,Other / not mapped to a company,unresolved,True,1,,Coop Prix Garantie
,,coop prix garantie,dairies,France,FRANCE,Manual review / complex ownership,Other / not mapped to a company,unresolved,True,1,Gouda,Coop Prix Garantie
,,coop prix garantie,snacks,France,FRANCE|DACH,Manual review / complex ownership,Other / not mapped to a company,unresolved,True,1,Spearmint chewing gum,Coop Prix Garantie
,,coop tradicni kvalita,snacks,United States,US_CANADA,Manual review / complex ownership,Other / not mapped to a company,unresolved,True,1,Kexy kokosové,coop Tradiční kvalita
,,cora nature bio,beverages,France,FRANCE,Manual review / complex ownership,Other / not mapped to a company,unresolved,True,1,Lait d'Amande,Cora Nature Bio
,,country crock,dairies,United States,US_CANADA,Other / not mapped to a company,Manual review / complex ownership,manual_review,True,1,Homestyle,Countrycrock
,,céréal bio,snacks,France,FRANCE,Other / not mapped to a company,Manual review / complex ownership,manual_review,True,1,lovely cranberry,"Céréal, Céréal Bio"
,,danette creme dessert,dairies,France,FRANCE,Manual review / complex ownership,Other / not mapped to a company,unresolved,True,1,Danette saveur chocolat noisette 125 g x 4 prix choc,"Danette creme dessert, Danone"
,,dannon light,dairies,United States,US_CANADA,Manual review / complex ownership,Other / not mapped to a company,unresolved,True,1,Greek Nonfat Yogurt,Dannon Light
,,danone activia,dairies,Belgium,BENELUX|FRANCE|SOUTHERN_EUROPE,Danone,Other / not mapped to a company,unresolved,True,1,Activia bifidus saveur vanille sans arome artificiel 125 g x 4,DANONE ACTIVIA
,,danone activia,dairies,France,FRANCE|SOUTHERN_EUROPE,Danone,Other / not mapped to a company,unresolved,True,1,Activia fibre kiwi cereales,Danone Activia
,,danone north america,dairies,United States,US_CANADA,Danone (Dannon in US),Other / not mapped to a company,unresolved,True,1,Too Good,Danone North America
,,danone skyr,dairies,United Kingdom,UK_IE,Danone,Other / not mapped to a company,unresolved,True,1,Natural Icelandic Style Strained Yoghurt,Danone Skyr
,,danone volvic,beverages,France,FRANCE|DACH,Danone,Other / not mapped to a company,unresolved,True,1,Volvic Touch,Danone volvic
,,danone yopro,dairies,France,FRANCE,Danone,Other / not mapped to a company,unresolved,True,1,Yo pro Blueberry,Danone YoPRO
,,delhaize,snacks,Belgium,BENELUX|FRANCE,Other / not mapped to a company,Manual review / complex ownership,manual_review,True,1,Pains au chocolat (x 6) 270 g - 365,"365, Delhaize"
,,delhaize,dairies,Belgium,BENELUX|FRANCE,Other / not mapped to a company,Manual review / complex ownership,manual_review,True,1,Milk whole delhaize,"365 essential, Delhaize"
,,delhaize,dairies,United States,US_CANADA,Other / not mapped to a company,Manual review / complex ownership,manual_review,True,1,CHOCOLATE milk,"BELHAIZE, Delhaize"
,,delhaize,cereals,Belgium,BENELUX|FRANCE,Other / not mapped to a company,Manual review / complex ownership,manual_review,True,1,Quinoa Soufflé,"Delaize, Delhaize"
,,delhaize,snacks,Belgium,BENELUX|FRANCE,Other / not mapped to a company,Manual review / complex ownership,manual_review,True,1,Nic Nac - Biscuits,"Delaize, Delhaize"
,,delhaize,snacks,France,FRANCE,Other / not mapped to a company,Manual review / complex ownership,manual_review,True,1,Chocolat noir,"Deli Cata,Delhaize"
,,delhaize,dairies,Belgium,BENELUX|FRANCE,Other / not mapped to a company,Manual review / complex ownership,manual_review,True,1,Gorgonzola AOP,"DELMAIZE, Delhaize"
,,delhaize 365,beverages,Belgium,BENELUX|FRANCE,Manual review / complex ownership,Other / not mapped to a company,unresolved,True,1,Eau de source gazéifiée,"Delhaize 365, Roxane Havelange"
,,delhaize 365,dairies,Belgium,BENELUX|FRANCE,Manual review / complex ownership,Other / not mapped to a company,unresolved,True,1,Mozzarella,Delhaize 365
,,delhaize bio,dairies,Belgium,BENELUX|FRANCE,Manual review / complex ownership,Other / not mapped to a company,unresolved,True,1,Bio Yoghurt Vol,Delhaize Bio
,,delhaize bio,snacks,Belgium,BENELUX|FRANCE,Manual review / complex ownership,Other / not mapped to a company,unresolved,True,1,Cookies au chocolat avec pépites de chocolat,Delhaize bio
,,dia lactea,dairies,United States,US_CANADA,Manual review / complex ownership,Other / not mapped to a company,unresolved,True,1,Bebida de Yogur sabor Tropical,Día Láctea
,,doritos dinamita chile limon,snacks,United States,US_CANADA,Manual review / complex ownership,Other / not mapped to a company,unresolved,True,1,Rolled Tortilla Chips,Doritos Dinamita Chile Limón
,,doritos flamin hot,snacks,United States,US_CANADA,Manual review / complex ownership,Other / not mapped to a company,unresolved,True,1,Nacho Flamin Hot,Doritos Flamin Hot
,,e.leclerc,dairies,France,FRANCE,Other / not mapped to a company,Manual review / complex ownership,manual_review,True,1,Petit Livarot AOP (22 % MG),"E. Graindorge, E.Leclerc"
,,e.leclerc,dairies,France,FRANCE,Other / not mapped to a company,Manual review / complex ownership,manual_review,True,1,Comte,Eleclerc
,,eco+,cereals,France,FRANCE|SOUTHERN_EUROPE,Other / not mapped to a company,Manual review / complex ownership,manual_review,True,1,Pétales de céréales goût Chocolat,"€.C.O.+,Eco+"
,,eco+,beverages,France,FRANCE,Other / not mapped to a company,Manual review / complex ownership,manual_review,True,1,Nectar d'orange,"E.C.O. +, Eco +"
,,eco+,cereals,France,FRANCE,Other / not mapped to a company,Manual review / complex ownership,manual_review,True,1,Riz soufflé au chocolat au lait,"E.C.O., Eco"
,,eco+,snacks,France,FRANCE,Other / not mapped to a company,Manual review / complex ownership,manual_review,True,1,Chocolat au lait et au céréales soufflées,"E.C.O. +,ECO+"
,,emmi caffè latte,beverages,Austria,DACH|BENELUX|FRANCE,Other / not mapped to a company,Manual review / complex ownership,manual_review,True,1,Caffè latte macchiato don't just watch the game be part of it!,"Emmi, Emmi Caffè Latte"
,,emmi caffè latte,beverages,Austria,DACH|BENELUX|FRANCE|SOUTHERN_EUROPE,Other / not mapped to a company,Manual review / complex ownership,manual_review,True,1,Emmi Caffè Latte Balance,"Emmi,Emmi Caffè Latte"
,,emmi caffè latte,beverages,France,FRANCE|UK_IE,Other / not mapped to a company,Manual review / complex ownership,manual_review,True,1,Skinny Caffè Latte,"Emmi, Emmi Caffè Latte"
,,emmi caffè latte,beverages,United Kingdom,UK_IE,Other / not mapped to a company,Manual review / complex ownership,manual_review,True,1,Caffè Latte Cappuccino,"Emmi, Emmi Caffè Latte"
,,emmi caffè latte,dairies,Austria,DACH|BENELUX|FRANCE,Other / not mapped to a company,Manual review / complex ownership,manual_review,True,1,Caffè Latte Cappuccino,"Emmi, Emmi Caffè Latte"
,,emmi caffè latte,dairies,Austria,DACH|BENELUX|FRANCE|NORDICS,Other / not mapped to a company,Manual review / complex ownership,manual_review,True,1,Double zéro,"Emmi, Emmi Caffè Latte"
,,emmi caffè latte,beverages,Austria,DACH|BENELUX|FRANCE,Other / not mapped to a company,Manual review / complex ownership,manual_review,True,1,Caffè Latte caramel,"Emmi Caffè Latte, emmi"
,,fairlife,dairies,United States,US_CANADA,Other / not mapped to a company,Manual review / complex ownership,manual_review,True,1,Chocolate Nutrition Shake,"fairlife nutrition plan,fairlife"
,,fanta zero sugar,beverages,Belgium,BENELUX|FRANCE|SOUTHERN_EUROPE|UK_IE,Manual review / complex ownership,Other / not mapped to a company,unresolved,True,1,Fanta zero sugar,Fanta zero sugar
,,ferrero collection,snacks,France,FRANCE,Manual review / complex ownership,Other / not mapped to a company,unresolved,True,1,Ferrero Collection Grand Assortiment Lumières de Fête,Ferrero Collection
,,ferrero duplo,snacks,United States,US_CANADA,Manual review / complex ownership,Other / not mapped to a company,unresolved,True,1,Milk Chocolate Covered Wafer With Whole Hazelnut,Ferrero Duplo
,,ferrero france,snacks,France,FRANCE,Manual review / complex ownership,Other / not mapped to a company,unresolved,True,1,Ferrero rocher,Ferrero France
,,ferrero north america,snacks,United States,US_CANADA,Manual review / complex ownership,Other / not mapped to a company,unresolved,True,1,100 Grand fun size,ferrero North America
,,ferrero scandinavia ab,snacks,France,FRANCE,Manual review / complex ownership,Other / not mapped to a company,unresolved,True,1,Fresa mix,FERRERO SCANDINAVIA AB
,,fiber one,snacks,United States,US_CANADA,Other / not mapped to a company,Manual review / complex ownership,manual_review,True,1,Protein One Protein Bars Chocolate Chip,"Protein One,Fiber One,General Mills"
,,food lion raisin bran,cereals,United States,US_CANADA,Manual review / complex ownership,Other / not mapped to a company,unresolved,True,1,Cereal,Food Lion Raisin Bran
,,fuze tea peach,beverages,France,FRANCE,Manual review / complex ownership,Other / not mapped to a company,unresolved,True,1,Fuze Tea Peach,Fuze Tea Peach
,,galbani,dairies,France,FRANCE|NORDICS,Other / not mapped to a company,Manual review / complex ownership,manual_review,True,1,Galbani Paesano,"Egidio Galbani, Galbani"
,,galbani,dairies,France,FRANCE|DACH,Other / not mapped to a company,Manual review / complex ownership,manual_review,True,1,Galbani mozzarella - tris 3x125g (375g),"LACTALIS NORGE AS, Galbani"
,,galbani dolcelatte,dairies,France,FRANCE|SOUTHERN_EUROPE,Manual review / complex ownership,Other / not mapped to a company,unresolved,True,1,Gorgonzola Dop Dolce Latte,Galbani Dolcelatte
,,galbani santa lucia,dairies,France,FRANCE|SOUTHERN_EUROPE,Manual review / complex ownership,Other / not mapped to a company,unresolved,True,1,Santa lucia mozzarella senza lattosio,Galbani Santa Lucia
,,gamesa,snacks,United States,US_CANADA,Other / not mapped to a company,Manual review / complex ownership,manual_review,True,1,Barras de coco cookies,"Barras de Coco,Gamesa"
,,gamesa,snacks,United States,US_CANADA,Other / not mapped to a company,Manual review / complex ownership,manual_review,True,1,Gamesa SALADITAS 2 PAKETINES,"Hacendado, Gamesa"
,,gamesa,snacks,United States,US_CANADA,Other / not mapped to a company,Manual review / complex ownership,manual_review,True,1,Gamesa Saladitas Saltine Crackers (48-0.38 Oz) 18.6 Ounce 48 Pack Box,"Liebig, Gamesa"
,,gatorade drink,beverages,United States,US_CANADA,Manual review / complex ownership,Other / not mapped to a company,unresolved,True,1,Gatorade,Gatorade Drink
,,gatorade frost,beverages,United States,US_CANADA,Manual review / complex ownership,Other / not mapped to a company,unresolved,True,1,Glacier Freeze,Gatorade Frost
,,gatorade low sugar orange,beverages,United States,US_CANADA,Manual review / complex ownership,Other / not mapped to a company,unresolved,True,1,Orange flavored sports beverage,Gatorade low sugar orange
,,gatorade protein bar,snacks,United States,US_CANADA,Manual review / complex ownership,Other / not mapped to a company,unresolved,True,1,"Mint chocolate crunch whey protein bar, mint chocolate crunch",Gatorade Protein Bar
,,gatorade thirst quencher,beverages,United States,US_CANADA,Manual review / complex ownership,Other / not mapped to a company,unresolved,True,1,FRUIT PUNCH,GATORADE THIRST QUENCHER
,,gatorade water,beverages,United States,US_CANADA,Manual review / complex ownership,Other / not mapped to a company,unresolved,True,1,Water,Gatorade water
,,gerble bio,snacks,France,FRANCE,Manual review / complex ownership,Other / not mapped to a company,unresolved,True,1,"Gerblé - Organic Muesli Fig Apricot Spelt Cookie, 132g (4.7oz)",Gerblé Bio
,,giant,cereals,United States,US_CANADA,Other / not mapped to a company,Manual review / complex ownership,manual_review,True,1,Corn Squares Cereal,"Foodhold,Giant"
,,giant,cereals,United States,US_CANADA,Other / not mapped to a company,Manual review / complex ownership,manual_review,True,1,Old Fashioned Oats,"Stop and Shop,Giant"
,,giant bar,snacks,Czech Republic,UK_IE,Manual review / complex ownership,Other / not mapped to a company,unresolved,True,1,Cherry Flapjack,GIANT BAR
,,giant brand,snacks,United States,US_CANADA,Manual review / complex ownership,Other / not mapped to a company,unresolved,True,1,Instant Oatmeal Apples & Cinnamon,Giant Brand
,,giant roasters,snacks,United States,US_CANADA,Manual review / complex ownership,Other / not mapped to a company,unresolved,True,1,Campfire giant roasters marshmallows huge ounce,Giant Roasters
,,giant value,snacks,United States,US_CANADA,Manual review / complex ownership,Other / not mapped to a company,unresolved,True,1,Candy,Giant Value
,,godiva belgium,snacks,United States,US_CANADA,Manual review / complex ownership,Other / not mapped to a company,unresolved,True,1,Assorted Chocolate,Godiva Belgium
,,godiva chocolatier,snacks,United States,US_CANADA,Manual review / complex ownership,Other / not mapped to a company,unresolved,True,1,"Godiva chocolatier, milk chocolate bar, salted caramel",Godiva Chocolatier
,,great grains,cereals,Mexico,US_CANADA,Other / not mapped to a company,Manual review / complex ownership,manual_review,True,1,Great Grains Cereal Blueberry Morning imp,"Post, Great Grains"
,,great grains,cereals,United States,US_CANADA,Other / not mapped to a company,Manual review / complex ownership,manual_review,True,1,"Great Grains Cereal Raisins, Dates, & Pecans","Post, Great Grains"
,,great value,dairies,France,FRANCE|US_CANADA,Other / not mapped to a company,Manual review / complex ownership,manual_review,True,1,Beef Gelatin,"Great Lakes, Great value"
,,great value,snacks,United States,US_CANADA,Other / not mapped to a company,Manual review / complex ownership,manual_review,True,1,Jumbo Biscuits,"Wal-Mart Stores Inc.,Great Value"
,,great value butter milk waffle,snacks,United States,US_CANADA,Manual review / complex ownership,Other / not mapped to a company,unresolved,True,1,Waffle,Great value butter milk waffle
,,great value cruchy potato chips,snacks,United States,US_CANADA,Manual review / complex ownership,Other / not mapped to a company,unresolved,True,1,gv original potato chips,Great Value Cruchy Potato Chips
,,great value organic,beverages,United States,US_CANADA,Manual review / complex ownership,Other / not mapped to a company,unresolved,True,1,Ground Flax Seed Cold Milled,Great Value Organic
,,great value sport,beverages,United States,US_CANADA,Manual review / complex ownership,Other / not mapped to a company,unresolved,True,1,Mixed berry hydration beverage,Great value sport
,,grenade,snacks,France,FRANCE,Other / not mapped to a company,Manual review / complex ownership,manual_review,True,1,Carb Killa Biscuit Salted Caramel,"Carb killa, Grenade"
,,haribo goldbears,snacks,United States,US_CANADA,Manual review / complex ownership,Other / not mapped to a company,unresolved,True,1,Gummi Candy,Haribo Goldbears
,,haribo lakris,snacks,France,FRANCE|NORDICS,Manual review / complex ownership,Other / not mapped to a company,unresolved,True,1,Maoam Pinballs,Haribo lakris
,,haribo lakris as,snacks,France,FRANCE|DACH|NORDICS,Manual review / complex ownership,Other / not mapped to a company,unresolved,True,1,Haribo Maoam Karamell 5pk 110g,HARIBO LAKRIS AS
,,haribo uk,snacks,United Kingdom,UK_IE,Manual review / complex ownership,Other / not mapped to a company,unresolved,True,1,Merry Mix,Haribo Uk
,,harris teeter,snacks,United States,US_CANADA,Other / not mapped to a company,Manual review / complex ownership,manual_review,True,1,"Pita chips, sea salt","Organics, Harris Teeter"
,,harris teeter carbmaster,dairies,United States,US_CANADA,Manual review / complex ownership,Other / not mapped to a company,unresolved,True,1,Yogurt,Harris Teeter Carbmaster
,,heinz,cereals,Belgium,BENELUX|FRANCE,Other / not mapped to a company,Manual review / complex ownership,manual_review,True,1,Brinta Petit déjeuner aux céréales complètes,"Brinta, Heinz"
,,heinz,cereals,France,FRANCE|BENELUX,Other / not mapped to a company,Manual review / complex ownership,manual_review,True,1,,"Brinta, Heinz"
,,heinz,dairies,Canada,US_CANADA|FRANCE,Other / not mapped to a company,Manual review / complex ownership,manual_review,True,1,Swiss Cheese Slices,"Cracker Barrel, Heinz"
