barcode,product_name,brands,primary_brand,query_category,off_categories,countries,observed_market_region_codes,image_url,energy_kcal_off_raw,energy_kcal,fat_100g_off_raw,fat_100g,saturated_fat_100g_off_raw,saturated_fat_100g,carbs_100g_off_raw,carbs_100g,sugars_100g_off_raw,sugars_100g,fiber_100g_off_raw,fiber_100g,protein_100g_off_raw,protein_100g,salt_100g_off_raw,salt_100g,nutrition_quality_status,outlier_type,include_in_product_table,include_in_aggregates,include_in_charts,nutrition_quality_reason,macro_sum_off_raw
3274490970427,Sirop au sucre de canne - fraise,meneau,meneau,beverages,"Boissons, Surgelés, Sirops, Boissons sans alcool, Sirops aromatisés, Sirops de fraise",en:france,FRANCE,https://images.openfoodfacts.org/images/products/327/449/097/0427/front_fr.23.400.jpg,328.0,328.0,0.0,0.0,0.0,0.0,31.5,31.5,91.1,,,,0.0,0.0,0.0,0.0,data_quality_error,data_quality_error,False,False,False,sugars_greater_than_carbohydrates,31.5
3274490971851,Pur Jus De Pomme Biologique,meneau,meneau,beverages,"Aliments et boissons à base de végétaux, Boissons, Boissons à base de végétaux, Boissons aux fruits, Jus et nectars, Jus de fruits, Boissons sans sucre ajouté, Jus de pomme, Jus de fruits pur jus, Jus de pommes pur jus",en:france,FRANCE,https://images.openfoodfacts.org/images/products/327/449/097/1851/front_fr.11.400.jpg,48.0,48.0,0.0,0.0,0.046,,10.0,10.0,10.9,,0.23,0.23,0.0,0.0,0.0,0.0,data_quality_error,data_quality_error,False,False,False,sugars_greater_than_carbohydrates|saturated_fat_greater_than_fat,10.0
3274490971912,Pur Jus de Raisin Blanc Bio,meneau,meneau,beverages,"Aliments et boissons à base de végétaux,Boissons,Boissons à base de végétaux,Boissons aux fruits,Jus et nectars,Jus de fruits,en:squeezed-juices,Jus de raisin,Jus de raisin blanc,Jus de raisin pur jus",en:france,FRANCE,https://images.openfoodfacts.org/images/products/327/449/097/1912/front_fr.12.400.jpg,68.0,68.0,0.0,0.0,0.054,,17.0,17.0,15.5,15.5,0.9,0.9,0.21,0.21,0.0,0.0,data_quality_error,data_quality_error,False,False,False,saturated_fat_greater_than_fat,17.21
3274490972711,Citron bio,maison meneau,maison meneau,beverages,Boissons,en:france,FRANCE,https://images.openfoodfacts.org/images/products/327/449/097/2711/front_fr.13.400.jpg,52.0,52.0,0.0,0.0,0.0,0.0,12.6,12.6,12.8,,1.4,1.4,0.0,0.0,0.0,0.0,data_quality_error,data_quality_error,False,False,False,sugars_greater_than_carbohydrates,12.6
3274490975866,Nectar abricot bio,meneau,meneau,beverages,"Aliments et boissons à base de végétaux, Boissons, Boissons à base de végétaux, Boissons aux fruits, Jus et nectars, Nectars de fruits, Nectars d'abricot",en:france,FRANCE,https://images.openfoodfacts.org/images/products/327/449/097/5866/front_fr.57.400.jpg,60.0,60.0,0.0,0.0,0.0,0.0,13.4,13.4,15.825,,0.0,0.0,0.0,0.0,0.0,0.0,data_quality_error,data_quality_error,False,False,False,sugars_greater_than_carbohydrates,13.4
3274936102227,Pur jus de pomme bio,plein fruit,plein fruit,beverages,"Boissons, JUS DE FRUITS & SMOOTHIES",en:france,FRANCE,,48.9,48.9,0.0,0.0,0.046,,11.4,11.4,10.5,10.5,0.23,0.23,0.17,0.17,0.0,0.0,data_quality_error,data_quality_error,False,False,False,saturated_fat_greater_than_fat,11.57
3276550564188,Macaron framboise gros,,unknown,snacks,"Desserts,Snacks sucrés,Biscuits et gâteaux,Pâtisseries,Macarons",en:france,FRANCE,https://images.openfoodfacts.org/images/products/327/655/056/4188/front_fr.3.400.jpg,391.0,391.0,12.0,,1.0,1.0,59.0,,53.0,53.0,,,93.0,,,,data_quality_error,data_quality_error,False,False,False,macros_exceed_100g,164.0
3278310000080,Beurre micropains,le gall,le gall,dairies,"Produits laitiers, Matières grasses, Produits à tartiner, Matières grasses à tartiner, Matières grasses animales, Matière grasse laitière, en:dairy-spread, Beurres, Beurres doux, Beurre doux à 82% MG",en:france,FRANCE,https://images.openfoodfacts.org/images/products/327/831/000/0080/front_fr.11.400.jpg,10.0,10.0,10.0,10.0,1.0,1.0,0.0,0.0,0.83,,0.0,0.0,2.0,2.0,3.0,3.0,data_quality_error,data_quality_error,False,False,False,sugars_greater_than_carbohydrates,12.0
3279050007421,Langues de chat au citron,vuez,vuez,snacks,"Snacks, Snacks sucrés, Biscuits et gâteaux, Biscuits, Langues de chat",en:france,FRANCE,https://images.openfoodfacts.org/images/products/327/905/000/7421/front_fr.14.400.jpg,435.0,435.0,11.4,,4.86,4.86,76.4,,55.0,55.0,1.705025,1.705025,39.5,,0.52,0.52,data_quality_error,data_quality_error,False,False,False,macros_exceed_100g,127.30000000000001
3280240004489,Caillé de brebis chocolat,le petit basque,le petit basque,dairies,"Dairies, Desserts, Dairy desserts, Junkets, Chocolate junkets, en:sheep-milk-yogurts",en:france,FRANCE,https://images.openfoodfacts.org/images/products/328/024/000/4489/front_fr.29.400.jpg,135.0,135.0,6.6,6.6,4.1,4.1,13.9,13.9,14.0,,,,4.9,4.9,0.1,0.1,data_quality_error,data_quality_error,False,False,False,sugars_greater_than_carbohydrates,25.4
3280249801201,Yaourt de brebis sur lit de châtaignes 2 x 125 g,le petit basque,le petit basque,dairies,"Produits laitiers,Produits fermentés,Produits laitiers fermentés,Desserts,Desserts lactés,Desserts lactés fermentés,Frais,Desserts lactés fermentés aux fruits,Yaourts,Yaourts aux fruits,Yaourts sucrés,Yaourts à la châtaigne,Yaourts au lait de brebis,Yaourts sur lit de fruits,YAOURTS & FROMAGES BLANCS",en:france,FRANCE,https://images.openfoodfacts.org/images/products/328/024/980/1201/front_fr.40.400.jpg,46.0,46.0,2.4,2.4,0.3,0.3,4.5,4.5,16.0,,,,6.0,6.0,0.1,0.1,data_quality_error,data_quality_error,False,False,False,sugars_greater_than_carbohydrates,12.9
3282750005024,LE COUCOURON,,unknown,dairies,"Dairies,Fermented foods,Fermented milk products,Cheeses",en:france,FRANCE,https://images.openfoodfacts.org/images/products/328/275/000/5024/front_fr.14.400.jpg,330.0,330.0,0.1786,0.1786,0.1034,0.1034,0.1,0.1,4.6342,,0.0,0.0,19.0,19.0,3.0,3.0,data_quality_error,data_quality_error,False,False,False,sugars_greater_than_carbohydrates,19.2786
3282750005031,Tomme d Issarlès,fromagerie de coucouron,fromagerie de coucouron,dairies,"Produits laitiers, Produits fermentés, Produits laitiers fermentés, Fromages",en:france,FRANCE,https://images.openfoodfacts.org/images/products/328/275/000/5031/front_fr.9.400.jpg,330.0,330.0,0.1786,0.1786,0.1034,0.1034,0.1,0.1,4.6342,,0.0,0.0,19.0,19.0,3.0,3.0,data_quality_error,data_quality_error,False,False,False,sugars_greater_than_carbohydrates,19.2786
3286010047953,Infusion d'ailleurs chai,infuz,infuz,beverages,en:teas,en:france,FRANCE,https://images.openfoodfacts.org/images/products/328/601/004/7953/front_fr.14.400.jpg,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,,0.0,0.0,0.1,0.1,0.0,0.0,data_quality_error,data_quality_error,False,False,False,sugars_greater_than_carbohydrates,0.1
3296651110749,Le regale de Bourgogne fraise myrtille,fromagerie delin,fromagerie delin,dairies,"Produits laitiers, Produits fermentés, Produits laitiers fermentés, Fromages",en:france|en:united-states,FRANCE|US_CANADA,https://images.openfoodfacts.org/images/products/329/665/111/0749/front_fr.4.400.jpg,407.0,407.0,32.14,32.14,21.43,21.43,3.57,3.57,8.0,,0.0,0.0,10.71,10.71,1.115,1.115,data_quality_error,data_quality_error,False,False,False,sugars_greater_than_carbohydrates,46.42
3302791236130,Jus de Pommes Artisanal Pétillant Biologique,la ribaude,la ribaude,beverages,"Aliments et boissons à base de végétaux, Boissons, Boissons à base de végétaux, Boissons gazeuses, Boissons aux fruits, Jus et nectars, Jus de fruits, Boissons sans sucre ajouté, Jus de pomme, Jus de pomme pétillants",en:france,FRANCE,https://images.openfoodfacts.org/images/products/330/279/123/6130/front_fr.4.400.jpg,49.0,49.0,0.0,0.0,0.021,,12.0,12.0,11.0,11.0,1.3,1.3,0.0,0.0,0.0,0.0,data_quality_error,data_quality_error,False,False,False,saturated_fat_greater_than_fat,12.0
3323565310047,Jus de pomme et rhubarbe,les vergers de milly,les vergers de milly,beverages,"Boissons, Boissons sans alcool, Jus",en:france,FRANCE,https://images.openfoodfacts.org/images/products/332/356/531/0047/front_fr.8.400.jpg,167.0,167.0,0.0,0.0,0.0,0.0,7.6e-06,7.6e-06,7.6,,,,0.0,0.0,0.0,0.0,data_quality_error,data_quality_error,False,False,False,sugars_greater_than_carbohydrates,7.6e-06
3325840284609,Quinoa soufflé,thiercelin,thiercelin,cereals,"Aliments et boissons à base de végétaux, Aliments d'origine végétale, Petit-déjeuners, Céréales et pommes de terre, Céréales et dérivés, Céréales pour petit-déjeuner, Grains soufflées, Céréales soufflées, Quinoa soufflé",en:france,FRANCE,https://images.openfoodfacts.org/images/products/332/584/028/4609/front_fr.4.400.jpg,792.857142857143,792.857142857143,14.2857142857143,14.2857142857143,0.0,0.0,139.285714285714,,0.0,0.0,17.8571428571429,17.8571428571429,28.5714285714286,28.5714285714286,0.116071428571429,0.116071428571429,data_quality_error,data_quality_error,False,False,False,nutrient_value_above_100g,182.1428571428569
3328610000034,La Ferme du Mornantais,ferme du mornantais,ferme du mornantais,dairies,"Produits laitiers, Produits fermentés, Desserts, Produits laitiers fermentés, Desserts lactés, Desserts lactés fermentés, Desserts lactés fermentés aux fruits, Yaourts, Yaourts aux fruits",en:france,FRANCE,https://images.openfoodfacts.org/images/products/332/861/000/0034/front_fr.3.400.jpg,69.0,69.0,3.8,3.8,4.0,,12.0,12.0,11.0,11.0,,,3.25,3.25,0.1,0.1,data_quality_error,data_quality_error,False,False,False,saturated_fat_greater_than_fat,19.05
3339451002750,Liqueur de châtaigne,jean gauthier,jean gauthier,beverages,"Boissons, Boissons alcoolisées, Liqueurs",en:france,FRANCE,https://images.openfoodfacts.org/images/products/333/945/100/2750/front_fr.4.400.jpg,12.0,12.0,1.0,1.0,12.0,,12.0,12.0,8.0,8.0,12.0,12.0,14.0,14.0,0.0,0.0,data_quality_error,data_quality_error,False,False,False,saturated_fat_greater_than_fat,27.0
3339520004517,"Pechalou, Yaourts au lait entier aromatises vanille",pechalou,pechalou,dairies,"fr:Yaourt a la vanille de madagascar, en:vanilla-yogurt",en:france,FRANCE,https://images.openfoodfacts.org/images/products/333/952/000/4517/front_fr.7.400.jpg,95.0,95.0,3.4,3.4,22.0,,12.4,12.4,12.4,12.4,,,,,,,data_quality_error,data_quality_error,False,False,False,saturated_fat_greater_than_fat,
3350030155650,Emmental en tranches,monoprix,monoprix,dairies,"Produits laitiers,Produits fermentés,Produits laitiers fermentés,Fromages,Fromages de vache,Fromages à pâte pressée cuite,Emmentals,Fromages pasteurisés,Fromages en tranches,Emmental en tranches",en:france,FRANCE,https://images.openfoodfacts.org/images/products/335/003/015/5650/front_fr.28.400.jpg,365.0,365.0,28.0,28.0,20.0,20.0,0.0,0.0,4.833865,,0.0,0.0,27.0,27.0,1.3,1.3,data_quality_error,data_quality_error,False,False,False,sugars_greater_than_carbohydrates,55.0
3350030197148,Parmigiano Reggiano AOP râpé (28% MG) - 70 g - Monoprix,monoprix,monoprix,dairies,"Produits laitiers,Produits fermentés,Produits laitiers fermentés,Fromages,Fromages de vache,Frais,Produits non pasteurisés,Fromages italiens,Fromages au lait cru,Fromages râpés,Parmigiano Reggiano,en:Aoc-cheeses,en:Labeled-cheeses",en:france,FRANCE,https://images.openfoodfacts.org/images/products/335/003/019/7148/front_fr.29.400.jpg,402.0,402.0,30.0,30.0,20.0,20.0,0.0,0.0,4.914224,,0.0,0.0,32.0,32.0,1.6,1.6,data_quality_error,data_quality_error,False,False,False,sugars_greater_than_carbohydrates,62.0
3368248327905,Lait Des Alpes x6,laiterie du col bayard,laiterie du col bayard,dairies,"Produits laitiers, Laits, Laits de vache",en:france,FRANCE,https://images.openfoodfacts.org/images/products/336/824/832/7905/front_fr.7.400.jpg,46.0,46.0,0.0016,0.0016,1.0,,4.8,4.8,4.8,4.8,0.0,0.0,3.2,3.2,0.13,0.13,data_quality_error,data_quality_error,False,False,False,saturated_fat_greater_than_fat,8.0016
3370011000489,Cancoillote,guy rieme,guy rieme,dairies,"Produits laitiers, Produits fermentés, Produits laitiers fermentés, Fromages, Fromages de France, Fromages à pâte fondue, Cancoillottes",en:france,FRANCE,https://images.openfoodfacts.org/images/products/337/001/100/0489/front_fr.4.400.jpg,151.0,151.0,11.0,11.0,7.0,7.0,0.0,0.0,0.5,,0.0,0.0,14.0,14.0,1.6,1.6,data_quality_error,data_quality_error,False,False,False,sugars_greater_than_carbohydrates,25.0
3370011610268,Cancoillotte Nature,badoz,badoz,dairies,"Dairies,Fermented foods,Fermented milk products,Cheeses,French cheeses,Processed cheese,Cancoillottes",en:france,FRANCE,https://images.openfoodfacts.org/images/products/337/001/161/0268/front_fr.3.400.jpg,151.0,151.0,7.5,7.5,4.9,4.9,0.0,0.0,0.5,,,,15.0,15.0,1.6,1.6,data_quality_error,data_quality_error,False,False,False,sugars_greater_than_carbohydrates,22.5
3370011610305,Cancoillotte Nature 400g,badoz,badoz,dairies,"Produits laitiers, Produits fermentés, Produits laitiers fermentés, Fromages, Surgelés, Fromages de France, Fromages à pâte fondue, Cancoillottes",en:france,FRANCE,https://images.openfoodfacts.org/images/products/337/001/161/0305/front_fr.9.400.jpg,151.0,151.0,7.5,7.5,4.9,4.9,0.0,0.0,0.5,,0.0,0.0,15.0,15.0,1.6,1.6,data_quality_error,data_quality_error,False,False,False,sugars_greater_than_carbohydrates,22.5
3370077582080,Les drôles de Pâques,,unknown,snacks,"Snacks,Snacks sucrés,Cacao et dérivés,Aliments festifs,Chocolats,Aliments de Pâques,Oeufs en chocolat,Œufs de Pâques",en:france,FRANCE,https://images.openfoodfacts.org/images/products/337/007/758/2080/front_fr.3.400.jpg,554.0,554.0,43.3,,23.0,23.0,52.7,,47.2,47.2,,,10.1,,0.19,0.19,data_quality_error,data_quality_error,False,False,False,macros_exceed_100g,106.1
3371733000009,Pur Jus de Pomme de l'Orleanais,covifruit,covifruit,beverages,"Aliments et boissons à base de végétaux, Boissons, Boissons à base de végétaux, Boissons aux fruits, Jus et nectars, Jus de fruits, Boissons sans sucre ajouté, Jus de pomme, Jus de fruits pur jus, Jus de pommes pur jus",en:france,FRANCE,https://images.openfoodfacts.org/images/products/337/173/300/0009/front_fr.14.400.jpg,43.0,43.0,0.8,0.8,0.0,0.0,10.47,10.47,10.9,,0.23,0.23,0.5,0.5,0.0,0.0,data_quality_error,data_quality_error,False,False,False,sugars_greater_than_carbohydrates,11.770000000000001
3383250050009,Lait frais pasteurisé entier,paris lait,paris lait,dairies,"Produits laitiers, Laits, Laits frais",en:france,FRANCE,,63.2,63.2,3.6,3.6,0.11,0.11,4.5,4.5,4.93,,0.0,0.0,3.2,3.2,0.11,0.11,data_quality_error,data_quality_error,False,False,False,sugars_greater_than_carbohydrates,11.3
3383790000014,Cidre fermier,le brun,le brun,beverages,"Boissons, Boissons alcoolisées, Cidres",en:france,FRANCE,https://images.openfoodfacts.org/images/products/338/379/000/0014/front_fr.9.400.jpg,105.0,105.0,0.13,0.13,0.021,0.021,7.0,7.0,10.1,,1.3,1.3,0.27,0.27,0.0,0.0,data_quality_error,data_quality_error,False,False,False,sugars_greater_than_carbohydrates,7.3999999999999995
3393190017567,Briquette Lorraine,briquette lorraine,briquette lorraine,snacks,Bonbons au réglisse,en:france,FRANCE,https://images.openfoodfacts.org/images/products/339/319/001/7567/front_fr.12.400.jpg,396.0,396.0,0.0,0.0,0.0,0.0,106.0,,100.0,100.0,,,0.0,0.0,0.0,0.0,data_quality_error,data_quality_error,False,False,False,nutrient_value_above_100g,106.0
3395320066742,Lait Jivara 40%,valrhona,valrhona,snacks,"Snacks, Snacks sucrés, Cacao et dérivés, Confiseries, Chocolats, Chocolats au lait",en:france,FRANCE,https://images.openfoodfacts.org/images/products/339/532/006/6742/front_fr.4.400.jpg,586.0,586.0,63.2390625,63.2390625,25.0,25.0,22.44662109375,22.44662109375,45.0,,1.61328125,1.61328125,7.3,7.3,0.17,0.17,data_quality_error,data_quality_error,False,False,False,sugars_greater_than_carbohydrates,92.98568359375
3395328349526,Chocolat noir 85% Abinao,valrhona abinao,valrhona,snacks,"Snacks,Snacks sucrés,Cacao et dérivés,Chocolats,Chocolats noirs,Chocolat noir en tablette extra dégustation à 70% de cacao minimum",en:france,FRANCE,https://images.openfoodfacts.org/images/products/339/532/834/9526/front_fr.17.400.jpg,922.857142857143,,80.0,,48.5714285714286,48.5714285714286,68.8571428571429,,27.7142857142857,27.7142857142857,23.1428571428571,23.1428571428571,16.2857142857143,,0.142857142857143,0.142857142857143,data_quality_error,data_quality_error,False,False,False,energy_above_900_kcal|macros_exceed_100g,165.1428571428572
3396410218157,Gruyere Suisse Aoc Au Lait Cru,bonneterre,bonneterre,dairies,"Produits laitiers,Produits fermentés,Produits laitiers fermentés,Fromages,Fromages au lait cru,Fromages de Suisse",en:france,FRANCE,https://images.openfoodfacts.org/images/products/339/641/021/8157/front_fr.18.400.jpg,427.0,427.0,33.0,33.0,21.0,21.0,1.0,1.0,4.79873875,,0.0,0.0,27.0,27.0,1.775,1.775,data_quality_error,data_quality_error,False,False,False,sugars_greater_than_carbohydrates,61.0
3398984505008,Thé vert Jasmin bio,pagès,pages,beverages,thés verts aromatisés,en:france,FRANCE,https://images.openfoodfacts.org/images/products/339/898/450/5008/front_fr.13.400.jpg,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,,0.0,0.0,0.1,0.1,0.0,0.0,data_quality_error,data_quality_error,False,False,False,sugars_greater_than_carbohydrates,0.1
3411500000235,Velouté Fruix Pêche-Passion,danone,danone,dairies,"Dairies,Fermented foods,Fermented milk products,Desserts,Dairy desserts,Fermented dairy desserts,Fermented dairy desserts with fruits,Yogurts,Fruit yogurts,Stirred yogurts,Fruit stirred yogurts",en:france|en:guadeloupe,FRANCE,https://images.openfoodfacts.org/images/products/341/150/000/0235/front_fr.17.400.jpg,94.0,94.0,0.190225,0.190225,1.4,,16.624325,16.624325,14.0,14.0,0.0,0.0,3.5,3.5,0.14,0.14,data_quality_error,data_quality_error,False,False,False,saturated_fat_greater_than_fat,20.31455
3413880075834,Jus Orange Mangue,artisans du monde,artisans du monde,beverages,"Aliments et boissons à base de végétaux, Boissons, Boissons à base de végétaux, Boissons aux fruits, Jus et nectars, Jus de fruits, Jus multifruits",en:france,FRANCE,https://images.openfoodfacts.org/images/products/341/388/007/5834/front_fr.9.400.jpg,50.0,50.0,0.0,0.0,0.02849,,12.4,12.4,10.2189,10.2189,0.5065,0.5065,0.6,0.6,0.008001,0.008001,data_quality_error,data_quality_error,False,False,False,saturated_fat_greater_than_fat,13.0
3425230000809,Bière. Brune,coreff,coreff,beverages,en:stouts,en:france,FRANCE,https://images.openfoodfacts.org/images/products/342/523/000/0809/front_en.3.400.jpg,35.0,35.0,,,,,4.0,4.0,4.09999990463257,,,,0.300000011920929,0.300000011920929,,,data_quality_error,data_quality_error,False,False,False,sugars_greater_than_carbohydrates,
3430660000121,Sablés d'asnelles,sablés d'asnelles,sables d'asnelles,snacks,"Snacks,Snacks sucrés,Biscuits et gâteaux,Biscuits,Biscuit sec au beurre,Biscuits sablés",en:france,FRANCE,https://images.openfoodfacts.org/images/products/343/066/000/0121/front_fr.22.400.jpg,439.01,439.01,10.74,10.74,12.7,,56.54,56.54,25.08,25.08,,,6.56,6.56,0.02,0.02,data_quality_error,data_quality_error,False,False,False,saturated_fat_greater_than_fat,73.84
3438860006646,"Choconeige, crème dessert chocolat surmontée de crème chantilly sans œufs",bernard gaborit,bernard gaborit,dairies,"Produits laitiers, Desserts, Desserts lactés, Desserts au chocolat, Crèmes dessert, Crèmes dessert chocolat, Crèmes dessert rayon frais, Crèmes dessert chocolat réfrigérées",en:france,FRANCE,https://images.openfoodfacts.org/images/products/343/886/000/6646/front_fr.7.400.jpg,122.0,122.0,4.3,4.3,7.7,,17.0,17.0,5.83,5.83,0.0,0.0,3.8,3.8,0.0,0.0,data_quality_error,data_quality_error,False,False,False,saturated_fat_greater_than_fat,25.1
3439495403268,Jus d'Orange,gilbert,gilbert,beverages,"Aliments et boissons à base de végétaux, Boissons, Boissons à base de végétaux, Boissons aux fruits, Jus et nectars, Jus de fruits, Jus d'orange, Jus de fruits pur jus",en:france,FRANCE,https://images.openfoodfacts.org/images/products/343/949/540/3268/front_fr.4.400.jpg,45.0,45.0,0.5,0.5,0.1,0.1,9.3,9.3,9.3000001907349,,0.28,0.28,0.69999998807907,0.69999998807907,0.0,0.0,data_quality_error,data_quality_error,False,False,False,sugars_greater_than_carbohydrates,10.49999998807907
3443271312309,Chocolat noir fourré mangue,mascarin,mascarin,snacks,"Snacks, Snacks sucrés, Cacao et dérivés, Chocolats, Chocolats noirs, Chocolats fourrés, Chocolats noirs fourrés",en:france,FRANCE,https://images.openfoodfacts.org/images/products/344/327/131/2309/front_fr.31.400.jpg,501.0,501.0,0.031,0.031,18.0,,46.0,46.0,41.0,41.0,,,4.8,4.8,0.01,0.01,data_quality_error,data_quality_error,False,False,False,saturated_fat_greater_than_fat,50.830999999999996
3449610120659,Petits fours,maison du biscuit,maison du biscuit,snacks,"Snacks, Snacks sucrés, Biscuits et gâteaux, Biscuits, Croquants aux amandes",en:france,FRANCE,https://images.openfoodfacts.org/images/products/344/961/012/0659/front_fr.26.400.jpg,364.9,364.9,22.9,22.9,3.74679910714286,3.74679910714286,31.6,31.6,58.9236607142857,,1.26026785714286,1.26026785714286,8.1,8.1,0.13,0.13,data_quality_error,data_quality_error,False,False,False,sugars_greater_than_carbohydrates,62.6
3451790756160,Fleurette - légère à 5% de M.G.,elle & vire,elle & vire,dairies,"Produits laitiers, Succédanés de la crème",en:france,FRANCE,https://images.openfoodfacts.org/images/products/345/179/075/6160/front_fr.6.400.jpg,83.8,83.8,5.0,5.0,7.53136,,6.6,6.6,3.6284,3.6284,0.6158,0.6158,3.1,3.1,0.08936,0.08936,data_quality_error,data_quality_error,False,False,False,saturated_fat_greater_than_fat,14.7
3477320001555,100% jus de raisin,kojab,kojab,beverages,"Aliments et boissons à base de végétaux, Boissons, Boissons à base de végétaux, Boissons aux fruits, Jus et nectars, Jus de fruits, Jus de raisin",en:france,FRANCE,https://images.openfoodfacts.org/images/products/347/732/000/1555/front_fr.4.400.jpg,84.0,84.0,0.0,0.0,0.054,,20.0,20.0,15.5,15.5,0.9,0.9,0.2,0.2,0.0,0.0,data_quality_error,data_quality_error,False,False,False,saturated_fat_greater_than_fat,20.2
3480342930024,bresse bleu 150 g,bresse bleu,bresse bleu,dairies,"Produits laitiers, Produits fermentés, Produits laitiers fermentés, Fromages",en:france,FRANCE,,342.0,342.0,30.0,30.0,0.6385,0.6385,1.0,1.0,4.7666,,0.0417,0.0417,17.0,17.0,1.0849,1.0849,data_quality_error,data_quality_error,False,False,False,sugars_greater_than_carbohydrates,48.0
3480356231506,Carré - Fromage frais,"elle & vire, savencia",elle & vire,dairies,"Produits laitiers, Produits fermentés, Produits laitiers fermentés, Fromages",en:france,FRANCE,https://images.openfoodfacts.org/images/products/348/035/623/1506/front_fr.4.400.jpg,215.0,215.0,17.5,17.5,1.523,1.523,2.5,2.5,4.6586,,0.1112,0.1112,12.0,12.0,1.5724,1.5724,data_quality_error,data_quality_error,False,False,False,sugars_greater_than_carbohydrates,32.0
3483130008233,Lait demi écrémé,beillevaire,beillevaire,dairies,"Produits laitiers,Laits,Laits demi-écrémés,Laits pasteurisés,Laits demi-écrémés pasteurisés",en:france,FRANCE,https://images.openfoodfacts.org/images/products/348/313/000/8233/front_fr.4.400.jpg,46.0,46.0,1.64,1.64,1.06,1.06,4.62,4.62,4.81,,0.0,0.0,3.22,3.22,0.078,0.078,data_quality_error,data_quality_error,False,False,False,sugars_greater_than_carbohydrates,9.48
3483130044361,Yaourt à la confiture de fraise,beillevaire,beillevaire,dairies,"Dairies, Fermented foods, Fermented milk products, Desserts, Dairy desserts, Fermented dairy desserts, Fermented dairy desserts with fruits, Yogurts, Fruit yogurts, Blueberry yogurts, en:strawberry-yogurts",en:france,FRANCE,https://images.openfoodfacts.org/images/products/348/313/004/4361/front_fr.3.400.jpg,90.0,90.0,3.1,3.1,2.0,2.0,0.012,0.012,11.0,,,,3.3,3.3,0.1,0.1,data_quality_error,data_quality_error,False,False,False,sugars_greater_than_carbohydrates,6.412
3497917003816,Brets saveur kebab,brets,brets,snacks,"Snacks, Salty snacks, Appetizers, Chips and fries, Crisps, en:flavoured-potato-crisps",en:france,FRANCE,https://images.openfoodfacts.org/images/products/349/791/700/3816/front_en.3.400.jpg,527.0,527.0,3.2e-05,3.2e-05,2.7,,51.0,51.0,0.9,0.9,4.8,4.8,6.4,6.4,1.4,1.4,data_quality_error,data_quality_error,False,False,False,saturated_fat_greater_than_fat,57.400031999999996
3501275120563,Bools Poom,,unknown,snacks,Bonbons,en:france,FRANCE,https://images.openfoodfacts.org/images/products/350/127/512/0563/front_fr.3.400.jpg,387.0,387.0,5.1,5.1,5.0,5.0,86.0,86.0,61.0,61.0,124.0,,0.5,0.5,0.14,0.14,data_quality_error,data_quality_error,False,False,False,nutrient_value_above_100g,91.6
3502790726834,Croquants aux amandes et au miel,la belle boulange,la belle boulange,snacks,"Snacks,Petit-déjeuners,Snacks sucrés,Biscuits et gâteaux,Édulcorants,Biscuits,Biscuits secs,Croquants aux amandes",en:france,FRANCE,https://images.openfoodfacts.org/images/products/350/279/072/6834/front_fr.3.400.jpg,568.0,568.0,29.0,,3.2,3.2,68.5,,28.6,28.6,3.3,3.3,8.3,,0.65,0.65,data_quality_error,data_quality_error,False,False,False,macros_exceed_100g,105.8
3507570019137,Preparation pour flan vanille sucré,france delices,france delices,dairies,"Dairies, Desserts, Dairy desserts, Specific products, Dried products, Products for specific diets, Cooking helpers, Dried products to be rehydrated, Products without gluten, Dessert mixes, fr:Préparations pour entremets, Flans, Sugary cooking helpers, fr:preparations-pour-flans",en:france,FRANCE,,3860.0,,1.0,1.0,0.0,0.0,940.0,,770.0,,0.0,0.0,1.0,1.0,0.3,0.3,data_quality_error,data_quality_error,False,False,False,energy_above_900_kcal|nutrient_value_above_100g,942.0
3508474414202,Yaourts avec des morceaux de fruits,sachet,sachet,dairies,"Produits laitiers, Produits fermentés, Desserts, Produits laitiers fermentés, Desserts lactés, Desserts lactés fermentés, Yaourts, Yaourts vanille",en:france|en:french-polynesia,FRANCE,https://images.openfoodfacts.org/images/products/350/847/441/4202/front_fr.9.400.jpg,103.87,103.87,3.19,3.19,4.205715,,14.85,14.85,19.378225,,0.0,0.0,3.94,3.94,0.2756178,0.2756178,data_quality_error,data_quality_error,False,False,False,sugars_greater_than_carbohydrates|saturated_fat_greater_than_fat,21.98
3520833340199,Parmesan,philia,philia,dairies,"Produits laitiers,Produits fermentés,Produits laitiers fermentés,Fromages,Parmigiano Reggiano",en:france,FRANCE,https://images.openfoodfacts.org/images/products/352/083/334/0199/front_fr.5.400.jpg,402.0,402.0,30.0,30.0,20.0,20.0,0.0,0.0,4.7328,,0.0,0.0,32.0,32.0,1.6,1.6,data_quality_error,data_quality_error,False,False,False,sugars_greater_than_carbohydrates,62.0
