barcode,product_name,brands,primary_brand,query_category,off_categories,countries,observed_market_region_codes,image_url,energy_kcal_off_raw,energy_kcal,fat_100g_off_raw,fat_100g,saturated_fat_100g_off_raw,saturated_fat_100g,carbs_100g_off_raw,carbs_100g,sugars_100g_off_raw,sugars_100g,fiber_100g_off_raw,fiber_100g,protein_100g_off_raw,protein_100g,salt_100g_off_raw,salt_100g,nutrition_quality_status,outlier_type,include_in_product_table,include_in_aggregates,include_in_charts,nutrition_quality_reason,calculated_energy_kcal_from_macros_off_raw,energy_difference_abs_off_raw,energy_difference_pct_off_raw
3760116256223,Tisane a sucer,bioforez,bioforez,snacks,"Snacks, Snacks sucrés, Confiseries, Bonbons, Pastilles",en:france,FRANCE,https://images.openfoodfacts.org/images/products/376/011/625/6223/front_fr.25.400.jpg,206.0,,0.81,0.81,0.51,0.51,12.8,12.8,0.51,0.51,71.0,71.0,1.3,1.3,0.665,0.665,data_quality_error,data_quality_error,False,False,False,energy_inconsistent_with_macros,63.690000000000005,142.31,69.08252427184466
3760116256315,Tisane a Sucer Reglisse Sauge,bioforez,bioforez,snacks,"Snacks, Snacks sucrés, Confiseries, Bonbons",en:france,FRANCE,https://images.openfoodfacts.org/images/products/376/011/625/6315/front_fr.16.400.jpg,186.0,,0.9,0.9,0.0,0.0,2.6,2.6,1.18,1.18,79.8,79.8,2.06,2.06,0.04,0.04,data_quality_error,data_quality_error,False,False,False,energy_inconsistent_with_macros,26.740000000000002,159.26,85.6236559139785
3760116256599,Fleurs de bach Urgences,bioforez,bioforez,beverages,"Aliments et boissons à base de végétaux, Boissons, Boissons chaudes, Boissons à base de végétaux, Infusions",en:france,FRANCE,https://images.openfoodfacts.org/images/products/376/011/625/6599/front_fr.18.400.jpg,202.0,,0.59,0.59,0.37,0.37,12.7,12.7,0.34,0.34,71.0,71.0,0.69,0.69,0.03,0.03,data_quality_error,data_quality_error,False,False,False,energy_inconsistent_with_macros,58.87,143.13,70.85643564356435
3760116256643,Clope à sucer,,unknown,snacks,Bonbons,en:france,FRANCE,https://images.openfoodfacts.org/images/products/376/011/625/6643/front_fr.3.400.jpg,191.0,,0.01,0.01,0.01,0.01,7.0,7.0,0.71,0.71,77.0,77.0,0.75,0.75,0.03,0.03,data_quality_error,data_quality_error,False,False,False,energy_inconsistent_with_macros,31.09,159.91,83.72251308900523
3760125984278,Jus de pruneau,saveurs des terroirs,saveurs des terroirs,beverages,"Aliments et boissons à base de végétaux, Boissons, Boissons à base de végétaux, Boissons aux fruits, Jus et nectars, Jus de fruits, Jus de pruneaux",en:france,FRANCE,https://images.openfoodfacts.org/images/products/376/012/598/4278/front_fr.3.400.jpg,8.3,,0.5,0.5,0.1,0.1,19.9,,13.5,13.5,,,0.5,0.5,0.03,0.03,data_quality_error,data_quality_error,False,False,False,nutrient_density_exceeds_energy_limit|energy_inconsistent_with_macros,86.1,77.8,937.3493975903614
3760126830055,Mouss'Or,mouss'or,mouss'or,beverages,Boissons,en:france,FRANCE,https://images.openfoodfacts.org/images/products/376/012/683/0055/front_fr.8.400.jpg,161.0,,0.0,0.0,0.0,0.0,9.4,9.4,9.1,9.1,,,0.0,0.0,0.0,0.0,data_quality_error,data_quality_error,False,False,False,energy_inconsistent_with_macros,37.6,123.4,76.64596273291926
3760129044619,Le crottin frais,,unknown,dairies,Fromage de chèvre frais,en:france,FRANCE,https://images.openfoodfacts.org/images/products/376/012/904/4619/front_fr.3.400.jpg,34.8,,40.0,,0.11,0.11,4.99,4.99,4.93,4.93,0.0,0.0,3.28,3.28,0.11,0.11,data_quality_error,data_quality_error,False,False,False,nutrient_density_exceeds_energy_limit|energy_inconsistent_with_macros,393.08,358.28,1029.5402298850577
3760130520096,Vin rouge,,unknown,beverages,"Boissons, Boissons alcoolisées, Vins, Vins rouges",en:france,FRANCE,https://images.openfoodfacts.org/images/products/376/013/052/0096/front_fr.3.400.jpg,44.3,,10.0,,8.5,8.5,5.2,5.2,5.2,5.2,,,4.6,4.6,0.0,0.0,data_quality_error,data_quality_error,False,False,False,nutrient_density_exceeds_energy_limit|energy_inconsistent_with_macros,129.2,84.89999999999999,191.64785553047403
3760131634051,Un the a paris,,unknown,beverages,"Aliments et boissons à base de végétaux, Boissons, Boissons chaudes, Boissons à base de végétaux, Thés",en:france,FRANCE,https://images.openfoodfacts.org/images/products/376/013/163/4051/front_fr.3.400.jpg,500.0,,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,,,9.0,9.0,1.0,1.0,data_quality_error,data_quality_error,False,False,False,energy_inconsistent_with_macros,40.0,460.0,92.0
3760134181736,Neufchâtel,,unknown,dairies,"Produits laitiers, Produits fermentés, Produits laitiers fermentés, Fromages, Fromages de France, Neufchâtel",en:france,FRANCE,https://images.openfoodfacts.org/images/products/376/013/418/1736/front_fr.11.400.jpg,100.0,,25.4,,14.7,14.7,0.4,0.4,0.4,0.4,,,20.0,20.0,0.8,0.8,data_quality_error,data_quality_error,False,False,False,nutrient_density_exceeds_energy_limit|energy_inconsistent_with_macros,310.2,210.2,210.2
3760135610037,Sablés Orange,le croquant chattois,le croquant chattois,snacks,"Snacks,Snacks sucrés,Biscuits et gâteaux,Biscuits,Biscuits sablés",en:france,FRANCE,https://images.openfoodfacts.org/images/products/376/013/561/0037/front_fr.12.400.jpg,118.0,,20.0,,12.0,12.0,52.0,,24.0,24.0,,,6.84,6.84,0.04,0.04,data_quality_error,data_quality_error,False,False,False,nutrient_density_exceeds_energy_limit|energy_inconsistent_with_macros,415.36,297.36,252.0
3760145155023,Vitalait Sachet,senico,senico,dairies,"Produits laitiers, Laits",en:france,FRANCE,https://images.openfoodfacts.org/images/products/376/014/515/5023/front_fr.13.400.jpg,200.0,,28.0,,3.0,3.0,1.5,1.5,1.5,1.5,,,29.0,29.0,0.0,0.0,data_quality_error,data_quality_error,False,False,False,nutrient_density_exceeds_energy_limit|energy_inconsistent_with_macros,374.0,174.0,87.0
3760151012594,Folies Meringuées Myrtille,dukan,dukan,snacks,"Snacks, Desserts, Sweet snacks, Biscuits and cakes, Pastries, Meringues, en:candies",en:france,FRANCE,https://images.openfoodfacts.org/images/products/376/015/101/2594/front_fr.13.400.jpg,196.48,,0.0,0.0,0.0,0.0,77.9,,0.2,0.2,,,2.3,2.3,0.0,0.0,data_quality_error,data_quality_error,False,False,False,nutrient_density_exceeds_energy_limit|energy_inconsistent_with_macros,320.8,124.32000000000002,63.27361563517917
3760153590663,"XPLICITDRINK® ""Black""",xplicitdrink®,xplicitdrink,beverages,"Boissons, Boissons énergisantes",en:european-union|en:france,FRANCE,https://images.openfoodfacts.org/images/products/376/015/359/0663/front_fr.26.400.jpg,250.0,,10.0,10.0,10.0,10.0,7.4,7.4,7.4,7.4,0.5,0.5,0.5,0.5,0.23,0.23,data_quality_error,data_quality_error,False,False,False,energy_inconsistent_with_macros,121.6,128.4,51.36000000000001
3760153591257,Holeshot,,unknown,beverages,"Boissons, Boissons énergisantes",en:france,FRANCE,https://images.openfoodfacts.org/images/products/376/015/359/1257/front_fr.16.400.jpg,36.0,,8.5,,0.0,0.0,14.0,,8.4,8.4,0.0,0.0,0.17,0.17,0.17,0.17,data_quality_error,data_quality_error,False,False,False,nutrient_density_exceeds_energy_limit|energy_inconsistent_with_macros,133.18,97.18,269.94444444444446
3760157740026,Pastilles Cocktail de Fruits,,unknown,snacks,en:candies,en:france,FRANCE,https://images.openfoodfacts.org/images/products/376/015/774/0026/front_fr.9.400.jpg,245.0,,0.8,0.8,0.7,0.7,90.0,,0.0,0.0,,,0.0,0.0,0.0,0.0,data_quality_error,data_quality_error,False,False,False,nutrient_density_exceeds_energy_limit|energy_inconsistent_with_macros,367.2,122.19999999999999,49.877551020408156
3760157740057,Pastilles Menthe Verte,rendez vous,rendez vous,snacks,"Snacks, Snacks sucrés, Confiseries, Bonbons, Bonbons durs",en:france,FRANCE,https://images.openfoodfacts.org/images/products/376/015/774/0057/front_fr.21.400.jpg,244.0,,1.0,1.0,0.7,0.7,95.0,,0.0,0.0,,,0.5,0.5,0.01,0.01,data_quality_error,data_quality_error,False,False,False,nutrient_density_exceeds_energy_limit|energy_inconsistent_with_macros,391.0,147.0,60.245901639344254
3760157740088,Pastilles Menthe Forte,rendez vous,rendez vous,snacks,"Snacks,Frozen foods,Sweet snacks,Confectioneries,Candies",en:france,FRANCE,https://images.openfoodfacts.org/images/products/376/015/774/0088/front_fr.4.400.jpg,238.0,,1.3,1.3,1.0,1.0,92.0,,0.0,0.0,,,0.5,0.5,0.01,0.01,data_quality_error,data_quality_error,False,False,False,nutrient_density_exceeds_energy_limit|energy_inconsistent_with_macros,381.7,143.7,60.3781512605042
3760158120032,"La Buscaillère, Yaourt au lait entier des Pyrénées nature, les 2 pots de 125 g",la buscaillere,la buscaillere,dairies,en:yogurts,en:france,FRANCE,https://images.openfoodfacts.org/images/products/376/015/812/0032/front_fr.4.400.jpg,83.0,,13.7,,0.0,0.0,13.7,13.7,0.08,0.08,0.0,0.0,4.1,4.1,0.0,0.0,data_quality_error,data_quality_error,False,False,False,nutrient_density_exceeds_energy_limit|energy_inconsistent_with_macros,194.5,111.5,134.33734939759037
3760166430123,Lait de jument pasteurisé,chevalait,chevalait,dairies,"Produits laitiers, Laits, Lait de jument",en:france,FRANCE,https://images.openfoodfacts.org/images/products/376/016/643/0123/front_fr.20.400.jpg,205.0,,1.2,1.2,0.67,0.67,7.2,7.2,0.0,0.0,,,0.92,0.92,0.05,0.05,data_quality_error,data_quality_error,False,False,False,energy_inconsistent_with_macros,43.28,161.72,78.88780487804878
3760167480257,Meringuettes multicolores traditionnelles,la ronde bretonne,la ronde bretonne,snacks,"Snacks, Snacks sucrés, Biscuits et gâteaux, Pâtisseries, Meringues",en:france,FRANCE,https://images.openfoodfacts.org/images/products/376/016/748/0257/front_fr.20.400.jpg,690.0,,10.0,10.0,20.0,,60.1,60.1,40.0,40.0,0.0,0.0,7.9,7.9,0.5,0.5,data_quality_error,data_quality_error,False,False,False,saturated_fat_greater_than_fat|energy_inconsistent_with_macros,362.0,328.0,47.53623188405797
3760169275066,Meringues Chartreuse verte,la turbine à saveurs,la turbine a saveurs,snacks,"Snacks, Snacks sucrés, Biscuits et gâteaux, Pâtisseries, Meringues",en:france,FRANCE,https://images.openfoodfacts.org/images/products/376/016/927/5066/front_fr.3.400.jpg,126.0,,0.3,0.3,0.0,0.0,62.0,,60.2,60.2,,,2.8,2.8,0.1,0.1,data_quality_error,data_quality_error,False,False,False,nutrient_density_exceeds_energy_limit|energy_inconsistent_with_macros,261.9,135.89999999999998,107.85714285714283
3760169278067,Diamants nature,la turbine à saveurs,la turbine a saveurs,snacks,en:shortbread-cookies,en:france,FRANCE,https://images.openfoodfacts.org/images/products/376/016/927/8067/front_fr.3.400.jpg,108.0,,31.54,,21.58,21.58,50.47,,31.54,31.54,,,5.58,5.58,0.38,0.38,data_quality_error,data_quality_error,False,False,False,nutrient_density_exceeds_energy_limit|energy_inconsistent_with_macros,508.06,400.06,370.4259259259259
3760169522528,Sucre d'orge,,unknown,snacks,Sucres d'orge,en:france,FRANCE,https://images.openfoodfacts.org/images/products/376/016/952/2528/front_fr.3.400.jpg,11.0,,15.0,,9.0,9.0,19.0,,15.0,15.0,,,3.0,3.0,2.0,2.0,data_quality_error,data_quality_error,False,False,False,nutrient_density_exceeds_energy_limit|energy_inconsistent_with_macros,223.0,212.0,1927.2727272727273
3760174580681,Bonbons menthe,,unknown,snacks,"Snacks, Snacks sucrés, Confiseries, Bonbons",en:france,FRANCE,https://images.openfoodfacts.org/images/products/376/017/458/0681/front_fr.4.400.jpg,233.0,,0.0,0.0,0.0,0.0,96.6,,0.2,0.2,,,0.0,0.0,0.02,0.02,data_quality_error,data_quality_error,False,False,False,nutrient_density_exceeds_energy_limit|energy_inconsistent_with_macros,386.4,153.39999999999998,65.83690987124461
3760174580698,Réglisse liquorice,,unknown,snacks,fr:Bonbons sans sucres,en:france,FRANCE,https://images.openfoodfacts.org/images/products/376/017/458/0698/front_fr.4.400.jpg,233.0,,0.0,0.0,0.0,0.0,96.4,,0.2,0.2,,,0.0,0.0,0.05,0.05,data_quality_error,data_quality_error,False,False,False,nutrient_density_exceeds_energy_limit|energy_inconsistent_with_macros,385.6,152.60000000000002,65.49356223175965
3760177960787,Flocons d'avoine,,unknown,cereals,"Aliments et boissons à base de végétaux, Aliments d'origine végétale, Petit-déjeuners, Céréales et pommes de terre, Céréales et dérivés, Céréales pour petit-déjeuner, Flocons, Flocons de céréales, Flocons laminés, en:oat-flakes",en:france,FRANCE,,8.0,,6.0,,2.0,2.0,5.0,,1.8,1.8,,,5.0,,,,data_quality_error,data_quality_error,False,False,False,nutrient_density_exceeds_energy_limit|energy_inconsistent_with_macros,94.0,86.0,1075.0
3760184321311,Falooda,,unknown,dairies,Falooda,en:france,FRANCE,https://images.openfoodfacts.org/images/products/376/018/432/1311/front_fr.6.400.jpg,35.0,,3.0,3.0,3.0,3.0,26.0,,18.0,18.0,,,0.0,0.0,0.0,0.0,data_quality_error,data_quality_error,False,False,False,nutrient_density_exceeds_energy_limit|energy_inconsistent_with_macros,131.0,96.0,274.2857142857143
3760184321328,Falooda,,unknown,dairies,Falooda,en:france,FRANCE,https://images.openfoodfacts.org/images/products/376/018/432/1328/front_fr.8.400.jpg,35.0,,20.0,,3.0,3.0,26.0,,18.0,18.0,,,0.0,0.0,0.0,0.0,data_quality_error,data_quality_error,False,False,False,nutrient_density_exceeds_energy_limit|energy_inconsistent_with_macros,284.0,249.0,711.4285714285713
3760184323919,Falooda,,unknown,dairies,Falooda,en:france,FRANCE,https://images.openfoodfacts.org/images/products/376/018/432/3919/front_fr.13.400.jpg,35.0,,4.0,4.0,3.0,3.0,26.0,,6.0,6.0,,,0.0,0.0,0.1125,0.1125,data_quality_error,data_quality_error,False,False,False,nutrient_density_exceeds_energy_limit|energy_inconsistent_with_macros,140.0,105.0,300.0
3760185941624,Bonbons gelifies,,unknown,snacks,"Snacks, Snacks sucrés, Confiseries, Bonbons, Bonbons gélifiés",en:france,FRANCE,https://images.openfoodfacts.org/images/products/376/018/594/1624/front_fr.4.400.jpg,200.0,,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,,,1.0,1.0,1.0,1.0,data_quality_error,data_quality_error,False,False,False,energy_inconsistent_with_macros,8.0,192.0,96.0
3760188080160,Cacao en Poudre Sucré et épicé,les suprêmes,les supremes,beverages,"Beverages,Breakfasts,Cocoa and its products,Cocoa and chocolate powders,Instant beverages,Cocoa powders,Chocolate-powders",en:france,FRANCE,https://images.openfoodfacts.org/images/products/376/018/808/0160/front_fr.26.400.jpg,379.0,,3.29,3.29,2.16,2.16,35.16,35.16,20.9,20.9,,,6.65,6.65,0.21,0.21,data_quality_error,data_quality_error,False,False,False,energy_inconsistent_with_macros,196.84999999999997,182.15000000000003,48.060686015831145
3760192465670,Jus bio d aloe Vera,,unknown,beverages,"Boissons,Boissons à l'aloe-vera",en:france,FRANCE,https://images.openfoodfacts.org/images/products/376/019/246/5670/front_fr.3.400.jpg,1.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,30.0,,,,data_quality_error,data_quality_error,False,False,False,nutrient_density_exceeds_energy_limit|energy_inconsistent_with_macros,120.0,119.0,11900.0
3760194601304,Choux à la crème patissiere,,unknown,snacks,Chou à la crème pâtissière,en:france,FRANCE,https://images.openfoodfacts.org/images/products/376/019/460/1304/front_fr.4.400.jpg,796.0,,8.4,8.4,4.1,4.1,24.0,24.0,11.0,11.0,,,4.2,4.2,0.41,0.41,data_quality_error,data_quality_error,False,False,False,energy_inconsistent_with_macros,188.4,607.6,76.33165829145729
3760197502684,Sirop saveur concombre et menthe,le temps des mets,le temps des mets,beverages,"Boissons, Sirops, Sirops aromatisés, Sirops de menthe",en:france,FRANCE,https://images.openfoodfacts.org/images/products/376/019/750/2684/front_fr.3.400.jpg,0.247,,0.5,,0.0,0.0,62.0,,59.0,59.0,,,0.2,,0.01,0.01,data_quality_error,data_quality_error,False,False,False,nutrient_density_exceeds_energy_limit|energy_inconsistent_with_macros,253.3,253.053,102450.60728744938
3760199190117,Sirop Gingembre,cueilleur de douceurs,cueilleur de douceurs,beverages,"Boissons, Sirops, Sirops aromatisés, Sirops de gingembre",en:france,FRANCE,https://images.openfoodfacts.org/images/products/376/019/919/0117/front_fr.4.400.jpg,29.0,,0.0,0.0,0.0,0.0,67.0,,67.0,67.0,0.0,0.0,0.0,0.0,0.0,0.0,data_quality_error,data_quality_error,False,False,False,nutrient_density_exceeds_energy_limit|energy_inconsistent_with_macros,268.0,239.0,824.1379310344828
3760199220678,Chocolats au Lait,noa noa,noa noa,snacks,"Snacks, Snacks sucrés, Cacao et dérivés, Chocolats, Chocolats au lait",en:france,FRANCE,https://images.openfoodfacts.org/images/products/376/019/922/0678/front_fr.4.400.jpg,312.2,,15.14,15.14,0.068,0.068,70.68,70.68,70.5,70.5,0.0,0.0,7.06,7.06,0.24524,0.24524,data_quality_error,data_quality_error,False,False,False,energy_inconsistent_with_macros,447.22,135.02000000000004,43.24791800128124
3760201358955,Thé,,unknown,beverages,"Aliments et boissons à base de végétaux, Boissons, Boissons chaudes, Boissons à base de végétaux, Thés",en:france,FRANCE,https://images.openfoodfacts.org/images/products/376/020/135/8955/front_fr.3.400.jpg,0.5,,0.60000002384186,,0.5,0.5,0.60000002384186,,0.5,0.5,,,69.900001525879,,0.40000000596046,0.40000000596046,data_quality_error,data_quality_error,False,False,False,nutrient_density_exceeds_energy_limit|energy_inconsistent_with_macros,287.4000064134602,286.9000064134602,57380.001282692036
3760205591587,Crazy Tiger Energy Drink,crazy tiger,crazy tiger,beverages,fr:boissons,en:france,FRANCE,https://images.openfoodfacts.org/images/products/376/020/559/1587/front_fr.4.400.jpg,20.0,,0.0,0.0,0.0,0.0,44.0,,44.0,44.0,,,0.0,0.0,0.019999999552965,0.019999999552965,data_quality_error,data_quality_error,False,False,False,nutrient_density_exceeds_energy_limit|energy_inconsistent_with_macros,176.0,156.0,780.0
3760206161659,Faisselle de brebis,,unknown,dairies,"Produits laitiers, Produits fermentés, Desserts, Produits laitiers fermentés, Desserts lactés, Desserts lactés fermentés, Faisselles",en:france,FRANCE,https://images.openfoodfacts.org/images/products/376/020/616/1659/front_fr.4.400.jpg,537.0,,7.5,7.5,3.4,3.4,7.4,7.4,7.2,7.2,,,6.4,6.4,0.1,0.1,data_quality_error,data_quality_error,False,False,False,energy_inconsistent_with_macros,122.7,414.3,77.15083798882681
3760207190191,La ferme de mont st cyr,la ferme du mont st cyr,la ferme du mont st cyr,dairies,"Produits laitiers, Produits fermentés, Produits laitiers fermentés, Fromages, Produits artisanaux, Fromages au lait cru, Fromages artisanaux, Fromages fermiers",en:france,FRANCE,https://images.openfoodfacts.org/images/products/376/020/719/0191/front_fr.3.400.jpg,1137.0,,22.0,22.0,15.4,15.4,1.0,1.0,1.0,1.0,0.0,0.0,18.0,18.0,1.5,1.5,data_quality_error,data_quality_error,False,False,False,energy_above_900_kcal|energy_inconsistent_with_macros,274.0,863.0,75.90149516270888
3760210220304,Fromage blanc fermier battu à la main,ferme du mont lassois,ferme du mont lassois,dairies,fr:fromages-blancs,en:france,FRANCE,https://images.openfoodfacts.org/images/products/376/021/022/0304/front_en.3.400.jpg,369.0,,4.80000019073486,4.80000019073486,3.0,3.0,3.5,3.5,3.5,3.5,,,7.19999980926514,7.19999980926514,,,data_quality_error,data_quality_error,False,False,False,energy_inconsistent_with_macros,86.0000009536743,282.9999990463257,76.69376667922106
3760215810227,Le gros yaourt vanille,la p'tite ferme,la p'tite ferme,dairies,"Produits laitiers, Produits fermentés, Desserts, Produits laitiers fermentés, Desserts lactés, Desserts lactés fermentés, Yaourts, Yaourts vanille",en:france,FRANCE,https://images.openfoodfacts.org/images/products/376/021/581/0227/front_fr.17.400.jpg,200.0,,4.0,4.0,1.0,1.0,10.0,10.0,6.0,6.0,0.0,0.0,4.0,4.0,0.0,0.0,data_quality_error,data_quality_error,False,False,False,energy_inconsistent_with_macros,92.0,108.0,54.0
3760220130020,Yaourts fermiers au lait entier nature sucre LA VACHE OCCITANE,la vache occitane,la vache occitane,dairies,"Produits laitiers,Produits fermentés,Produits laitiers fermentés,Desserts,Desserts lactés,Desserts lactés fermentés,Yaourts,Desserts lactés fermentés nature,Yaourts natures,Yaourts sucrés,Yaourt nature sucré,yaourts entiers",en:france,FRANCE,https://images.openfoodfacts.org/images/products/376/022/013/0020/front_fr.4.400.jpg,91.0,,4.0,4.0,2.73,2.73,11.0,11.0,10.0,10.0,0.0,0.0,35.0,,0.13,0.13,data_quality_error,data_quality_error,False,False,False,nutrient_density_exceeds_energy_limit|energy_inconsistent_with_macros,220.0,129.0,141.75824175824175
3760222090285,Jus D'herbe D'orge En Poudre Bio - 250 G - Crubio,crubio,crubio,beverages,Boissons,en:france,FRANCE,https://images.openfoodfacts.org/images/products/376/022/209/0285/front_fr.6.400.jpg,251.0,,0.0,0.0,0.0,0.0,3.41,3.41,0.0,0.0,39.05,39.05,29.25,29.25,0.0,0.0,data_quality_error,data_quality_error,False,False,False,energy_inconsistent_with_macros,130.64,120.36000000000001,47.952191235059765
3760224900186,Vodka excellium,pyla,pyla,beverages,"Boissons, Boissons alcoolisées, Boissons distillés, Alcools forts, Eaux-de-vie, Vodkas",en:france,FRANCE,https://images.openfoodfacts.org/images/products/376/022/490/0186/front_fr.4.400.jpg,10.0,,10.0,,10.0,10.0,30.0,,3.0,3.0,,,20.0,,9.0,9.0,data_quality_error,data_quality_error,False,False,False,nutrient_density_exceeds_energy_limit|energy_inconsistent_with_macros,290.0,280.0,2800.0
3760227760145,Café Liqueur,fair,fair,beverages,"Boissons, Boissons alcoolisées, Liqueurs",en:france,FRANCE,https://images.openfoodfacts.org/images/products/376/022/776/0145/front_fr.5.400.jpg,99.75,,11.55,11.55,0.0,0.0,55.1,,24.95,24.95,14.85,14.85,10.8,10.8,0.14385,0.14385,data_quality_error,data_quality_error,False,False,False,nutrient_density_exceeds_energy_limit|energy_inconsistent_with_macros,367.55,267.8,268.4711779448622
3760228680237,Fromage au lait cru pur vache,,unknown,dairies,en:cheeses,en:france,FRANCE,https://images.openfoodfacts.org/images/products/376/022/868/0237/front_fr.3.400.jpg,51.0,,29.0,,0.001,0.001,12.0,12.0,0.1,0.1,,,32.0,,1.5,1.5,data_quality_error,data_quality_error,False,False,False,nutrient_density_exceeds_energy_limit|energy_inconsistent_with_macros,437.0,386.0,756.8627450980392
3760229140013,La Sauvage Blonde,brasserie des hautes vallees,brasserie des hautes vallees,beverages,Boissons,en:france,FRANCE,https://images.openfoodfacts.org/images/products/376/022/914/0013/front_fr.4.400.jpg,20.0,,0.0,0.0,0.0,0.0,30.0,,0.0,0.0,8.0,8.0,1.0,1.0,0.1,0.1,data_quality_error,data_quality_error,False,False,False,nutrient_density_exceeds_energy_limit|energy_inconsistent_with_macros,124.0,104.0,520.0
3760230812589,Vieilles vignes,,unknown,beverages,fr:cotes-du-rhone,en:france,FRANCE,https://images.openfoodfacts.org/images/products/376/023/081/2589/front_fr.4.400.jpg,12.0,,21.0,,4.9,4.9,64.0,,35.0,35.0,,,6.11,,0.7,0.7,data_quality_error,data_quality_error,False,False,False,nutrient_density_exceeds_energy_limit|energy_inconsistent_with_macros,469.44,457.44,3811.9999999999995
3760231005782,Le sablé Chocolat noir,,unknown,snacks,"Snacks, Snacks sucrés, Biscuits et gâteaux, Biscuits, Biscuits sablés",en:france,FRANCE,https://images.openfoodfacts.org/images/products/376/023/100/5782/front_fr.4.400.jpg,5.0,,45.0,,4.0,4.0,1.0,1.0,1.0,1.0,,,7.0,,1.0,1.0,data_quality_error,data_quality_error,False,False,False,nutrient_density_exceeds_energy_limit|energy_inconsistent_with_macros,437.0,432.0,8640.0
3760235150648,Vin,,unknown,beverages,"Boissons, Boissons alcoolisées, Vins",en:belgium|en:france,BENELUX|FRANCE,https://images.openfoodfacts.org/images/products/376/023/515/0648/front_fr.5.400.jpg,30.0,,56.0,,6.0,6.0,0.0,0.0,0.0,0.0,,,0.0,0.0,13.0,13.0,data_quality_error,data_quality_error,False,False,False,nutrient_density_exceeds_energy_limit|energy_inconsistent_with_macros,504.0,474.0,1580.0
3760239450508,Basil Seed Drink,mojjo royal,mojjo royal,beverages,"Beverages, Basil seeds drinks, Sweetened beverages",en:france,FRANCE,https://images.openfoodfacts.org/images/products/376/023/945/0508/front_fr.3.400.jpg,52.0,,0.0,0.0,0.0,0.0,37.0,,35.0,35.0,0.5205,0.5205,0.0,0.0,0.01037852,0.01037852,data_quality_error,data_quality_error,False,False,False,nutrient_density_exceeds_energy_limit|energy_inconsistent_with_macros,148.0,96.0,184.6153846153846
3760240912255,Cannelé Rhum,,unknown,snacks,"Snacks, Snacks sucrés, Biscuits et gâteaux, Gâteaux, Pâtisseries, Canelés",en:france,FRANCE,https://images.openfoodfacts.org/images/products/376/024/091/2255/front_fr.3.400.jpg,496.0,,3.0,3.0,1.6,1.6,48.0,48.0,34.0,34.0,3.4,3.4,15.0,15.0,1.5,1.5,data_quality_error,data_quality_error,False,False,False,energy_inconsistent_with_macros,279.0,217.0,43.75
3760246620239,"Blanc 28% Amandes, Noisettes, Cranberries",quarré de chocolat,quarre de chocolat,snacks,"Snacks, Snacks sucrés, Cacao et dérivés, Chocolats, Chocolats blancs, Chocolats aux amandes, Chocolats aux noisettes, Chocolats blancs aux amandes, Chocolats blancs aux noisettes, Chocolast blancs aux noisettes",en:france,FRANCE,https://images.openfoodfacts.org/images/products/376/024/662/0239/front_fr.6.400.jpg,293.318203125,,24.5769609375,24.5769609375,0.24224765625,0.24224765625,64.280515625,64.280515625,63.94860546875,63.94860546875,0.4049296875,0.4049296875,4.1934375,4.1934375,0.140936484375,0.140936484375,data_quality_error,data_quality_error,False,False,False,energy_inconsistent_with_macros,495.08846093750003,201.7702578125,68.78886331050988
3760246620277,La Tablette Fruits Secs - Chocolat Lait 37% Amandes,quarré de chocolat,quarre de chocolat,snacks,"Snacks, Snacks sucrés, Cacao et dérivés, Chocolats, Chocolats au lait, Chocolats aux amandes, Chocolats au lait aux amandes",en:france,FRANCE,https://images.openfoodfacts.org/images/products/376/024/662/0277/front_fr.13.400.jpg,283.419642857143,,28.2669642857143,28.2669642857143,0.142232142857143,0.142232142857143,63.0489285714286,63.0489285714286,62.841875,62.841875,0.265178571428572,0.265178571428572,4.35535714285714,4.35535714285714,0.134014285714286,0.134014285714286,data_quality_error,data_quality_error,False,False,False,energy_inconsistent_with_macros,524.0198214285716,240.60017857142861,84.89185017169136
3760246620321,Fou de chocolat,quarré de chocolat,quarre de chocolat,snacks,"Snacks, Snacks sucrés, Cacao et dérivés, Chocolats, Chocolats au lait, Chocolats au riz, Chocolats au lait au riz, Chocolats au riz soufflé",en:france,FRANCE,https://images.openfoodfacts.org/images/products/376/024/662/0321/front_fr.16.400.jpg,148.034598214286,,64.210771484375,,2.90050484793527,2.90050484793527,16.3634416852679,16.3634416852679,13.538,13.538,6.87877371651786,6.87877371651786,6.27017857142857,6.27017857142857,0.0835773454938656,0.0835773454938656,data_quality_error,data_quality_error,False,False,False,nutrient_density_exceeds_energy_limit|energy_inconsistent_with_macros,668.4314243861609,520.3968261718749,351.53729766509014
3760247390186,Fromage de chèvre artisanal,,unknown,dairies,Fromage de chèvre frais au lait cru,en:france,FRANCE,https://images.openfoodfacts.org/images/products/376/024/739/0186/front_fr.3.400.jpg,33.408,,18.0,,0.1056,0.1056,4.7904,4.7904,4.7328,4.7328,0.0,0.0,3.1488,3.1488,2.0616,2.0616,data_quality_error,data_quality_error,False,False,False,nutrient_density_exceeds_energy_limit|energy_inconsistent_with_macros,193.7568,160.34879999999998,479.971264367816
