barcode,product_name,brands,primary_brand,query_category,off_categories,countries,observed_market_region_codes,image_url,energy_kcal_off_raw,energy_kcal,fat_100g_off_raw,fat_100g,saturated_fat_100g_off_raw,saturated_fat_100g,carbs_100g_off_raw,carbs_100g,sugars_100g_off_raw,sugars_100g,fiber_100g_off_raw,fiber_100g,protein_100g_off_raw,protein_100g,salt_100g_off_raw,salt_100g,nutrition_quality_status,outlier_type,include_in_product_table,include_in_aggregates,include_in_charts,nutrition_quality_reason,protein_g_per_100kcal_off_raw,carbs_g_per_100kcal_off_raw,fat_g_per_100kcal_off_raw
12000112270,Iced Tea Peach,"lipton, unilever",lipton,beverages,"Beverages, Tea-based beverages, Iced teas",en:france|en:united-states,FRANCE|US_CANADA,https://images.openfoodfacts.org/images/products/001/200/011/2270/front_en.4.400.jpg,70.0,70.0,0.0,0.0,0.0,0.0,36.0,,18.0,18.0,,,0.0,0.0,0.09652,0.09652,data_quality_error,data_quality_error,False,False,False,nutrient_density_exceeds_energy_limit,0.0,51.42857142857142,0.0
12000130274,Tropical Lime,mountain dew baja blast,mountain dew,beverages,"Beverages and beverages preparations, Beverages, Carbonated drinks, Sodas, en:sweetened-beverages",en:united-states,US_CANADA,https://images.openfoodfacts.org/images/products/001/200/013/0274/front_en.45.400.jpg,8.01646869712352,8.01646869712352,0.0,0.0,0.0,0.0,12.5211505922166,,12.3519458544839,12.3519458544839,0.0,0.0,0.0,0.0,0.0401861252115059,0.0401861252115059,data_quality_error,data_quality_error,False,False,False,nutrient_density_exceeds_energy_limit,0.0,156.19284581887604,0.0
12000205842,peach iced tea,lipton,lipton,beverages,en:artificially-sweetened-beverages,en:united-states,US_CANADA,https://images.openfoodfacts.org/images/products/001/200/020/5842/front_en.22.400.jpg,3.3333333333333,3.3333333333333,0.0,0.0,0.0,0.0,5.0,,4.7222222222222,4.7222222222222,0.0,0.0,0.0,0.0,0.0868055555555556,0.0868055555555556,data_quality_error,data_quality_error,False,False,False,nutrient_density_exceeds_energy_limit,0.0,150.00000000000148,0.0
12000221545,Lemon Lime Flavored Soda,starry,starry,beverages,"en:beverages-and-beverages-preparations,en:beverages,en:carbonated-drinks,en:sodas,en:colas,en:cola-with-sugar-and-artificial-sweetener",en:united-states,US_CANADA,https://images.openfoodfacts.org/images/products/001/200/022/1545/front_en.47.400.jpg,16.9070282516442,16.9070282516442,0.0,0.0,0.0,0.0,39.0,,39.0,39.0,0.0,0.0,0.0,0.0,0.0098624331467924,0.0098624331467924,data_quality_error,data_quality_error,False,False,False,nutrient_density_exceeds_energy_limit,0.0,230.67330000000013,0.0
130509,Wheat Biscuits,sainsbury's,sainsbury's,snacks,"Plant-based foods and beverages, Plant-based foods, Snacks, Breakfasts, Cereals and potatoes, Sweet snacks, Cereals and their products, Biscuits and cakes, Breakfast cereals, Biscuits",en:united-kingdom,UK_IE,https://images.openfoodfacts.org/images/products/000/000/013/0509/front_en.13.400.jpg,133.0,133.0,2.0,2.0,0.6,0.6,68.1,,4.4,4.4,10.0,10.0,12.0,12.0,0.28,0.28,data_quality_error,data_quality_error,False,False,False,nutrient_density_exceeds_energy_limit,9.022556390977442,51.20300751879698,1.5037593984962405
14800515336,Clamato El Original,grupo peñafiel,grupo penafiel,beverages,"Alimentos y bebidas de origen vegetal, Bebidas, Bebidas de origen vegetal, Comida y bebida vegetal, Bebidas a base de verduras y hortalizas, Bebidas endulzadas artificialmente, Jugos, Jugos de Verduras",en:france|en:mexico,FRANCE,https://images.openfoodfacts.org/images/products/001/480/051/5336/front_es.20.400.jpg,14.0,14.0,2.0,,0.0,0.0,2.0,2.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,data_quality_error,data_quality_error,False,False,False,nutrient_density_exceeds_energy_limit,7.142857142857142,14.285714285714285,14.285714285714285
15000045357,Oatmeal & Barley Apple Cinnamon imp,gerber,gerber,cereals,en:cereal,en:united-states,US_CANADA,https://images.openfoodfacts.org/images/products/001/500/004/5357/front_en.3.400.jpg,1.0,1.0,1.0,,0.0,0.0,28.0,,11.0,11.0,1.0,1.0,2.0,,0.3375,0.3375,data_quality_error,data_quality_error,False,False,False,nutrient_density_exceeds_energy_limit,200.0,2800.0,100.0
15400047258,Rainbo Mallows,western family,western family,cereals,"Plant-based foods and beverages, Plant-based foods, Breakfasts, Cereals and potatoes, Cereals and their products, Breakfast cereals",en:france|en:french-polynesia,FRANCE,https://images.openfoodfacts.org/images/products/001/540/004/7258/front_en.4.400.jpg,120.0,120.0,15.0,15.0,12.0,12.0,45.0,,18.0,18.0,,,4.0,4.0,2.0,2.0,data_quality_error,data_quality_error,False,False,False,nutrient_density_exceeds_energy_limit,3.3333333333333335,37.5,12.5
15586945034,Bonbons,,unknown,snacks,"Snacks, Snacks sucrés, Confiseries, Bonbons",en:france,FRANCE,https://images.openfoodfacts.org/images/products/001/558/694/5034/front_fr.4.400.jpg,248.0,248.0,1.43,1.43,1.14,1.14,98.0,,0.0,0.0,,,0.0,0.0,,,data_quality_error,data_quality_error,False,False,False,nutrient_density_exceeds_energy_limit,0.0,39.516129032258064,0.5766129032258064
16000107472,Honey Nut Cheerios,cheerios,cheerios,cereals,"Plant-based foods and beverages, Plant-based foods, Breakfasts, Cereals and potatoes, Cereals and their products, Breakfast cereals",en:united-states,US_CANADA,https://images.openfoodfacts.org/images/products/001/600/010/7472/front_en.10.400.jpg,172.419375,172.419375,3.8055,3.8055,0.0218925,0.0218925,71.516,,32.358,32.358,5.608,5.608,8.87366875,8.87366875,1.473984875,1.473984875,data_quality_error,data_quality_error,False,False,False,nutrient_density_exceeds_energy_limit,5.146561255079367,41.477937151784715,2.2071185445371206
16000125544,Frosted cheerios gluten free breakfast cereal,general mills,general mills,cereals,"Plant-based foods and beverages,Plant-based foods,Breakfasts,Cereals and potatoes,Cereals and their products,Breakfast cereals,Extruded cereals",en:united-states,US_CANADA,https://images.openfoodfacts.org/images/products/001/600/012/5544/front_en.8.400.jpg,171.734664351852,171.734664351852,4.38787037037037,4.38787037037037,0.147694444444444,0.147694444444444,67.1404513888889,,27.4044791666667,27.4044791666667,7.55462962962963,7.55462962962963,10.6982175925926,10.6982175925926,1.47905179398149,1.47905179398149,data_quality_error,data_quality_error,False,False,False,nutrient_density_exceeds_energy_limit,6.229503887854561,39.09545672813659,2.555028937769052
16000137639,Nature Valley Peanut Butter Chocolate Granola Bites,nature valley,nature valley,cereals,"Plant-based foods and beverages, Plant-based foods, Cereals and potatoes, Cereals and their products",en:france|en:united-states,FRANCE|US_CANADA,https://images.openfoodfacts.org/images/products/001/600/013/7639/front_fr.3.400.jpg,160.0,160.0,30.0,,15.0,15.0,53.33,,30.0,30.0,6.7,6.7,10.0,10.0,0.9175,0.9175,data_quality_error,data_quality_error,False,False,False,nutrient_density_exceeds_energy_limit,6.25,33.331250000000004,18.75
16000157620,Original,fiber one,fiber one,cereals,"Plant-based foods and beverages,Plant-based foods,Breakfasts,Cereals and potatoes,Cereals and their products,Breakfast cereals,Extruded cereals",en:united-states,US_CANADA,https://images.openfoodfacts.org/images/products/001/600/015/7620/front_en.38.400.jpg,204.545454545455,204.545454545455,2.5,2.5,0.0,0.0,82.5,,2.5,2.5,45.0,45.0,7.5,7.5,0.875,0.875,data_quality_error,data_quality_error,False,False,False,nutrient_density_exceeds_energy_limit,3.666666666666659,40.33333333333325,1.2222222222222194
16000163492,very berry cheerios,general mills,general mills,cereals,"Plant-based foods and beverages, Plant-based foods, Breakfasts, Cereals and potatoes, Cereals and their products, Breakfast cereals, extruded cereals",en:united-states,US_CANADA,https://images.openfoodfacts.org/images/products/001/600/016/3492/front_en.8.400.jpg,163.6,163.6,4.39126637178309,4.39126637178309,0.0863873291015625,0.0863873291015625,67.9517701272404,,33.5168679630055,33.5168679630055,5.55338429170496,5.55338429170496,8.77018493652344,8.77018493652344,2.97365007431928,2.97365007431928,data_quality_error,data_quality_error,False,False,False,nutrient_density_exceeds_energy_limit,5.36074873870626,41.535311813716625,2.684148149011669
16000189546,Multi Grain Cheerios,cheerios,cheerios,cereals,"Plant-based foods and beverages, Plant-based foods, Breakfasts, Cereals and potatoes, Cereals and their products, Breakfast cereals, Extruded cereals",en:united-states,US_CANADA,https://images.openfoodfacts.org/images/products/001/600/018/9546/front_en.37.400.jpg,138.5296875,138.5296875,4.68571875,4.68571875,0.139753125,0.139753125,65.2821875,,13.6599375,13.6599375,7.1940625,7.1940625,11.52559375,11.52559375,0.6942171875,0.6942171875,data_quality_error,data_quality_error,False,False,False,nutrient_density_exceeds_energy_limit,8.319944957646715,47.12505216616475,3.3824654011437083
16000222427,Chewy Granola Bar: Double Chocolate,nature valley,nature valley,snacks,en:chocolate-cereal-bars,en:united-states,US_CANADA,https://images.openfoodfacts.org/images/products/001/600/022/2427/front_en.8.400.jpg,112.180107265896,112.180107265896,8.40520090552436,8.40520090552436,2.71429101672702,2.71429101672702,44.4669388010661,,10.2369273654514,10.2369273654514,6.7732013909234,6.7732013909234,10.7013473874749,10.7013473874749,0.0553939667673744,0.0553939667673744,data_quality_error,data_quality_error,False,False,False,nutrient_density_exceeds_energy_limit,9.539434083540254,39.63888062227281,7.492594819509176
16000275058,Fiber bran cereal,general mills,general mills,cereals,"Plant-based foods and beverages,Plant-based foods,Breakfasts,Cereals and potatoes,Cereals and their products,Breakfast cereals",en:united-states,US_CANADA,https://images.openfoodfacts.org/images/products/001/600/027/5058/front_en.26.400.jpg,200.0,200.0,3.33333333,3.33333333,,,83.33333333,,,,46.6666666666667,46.6666666666667,6.66666667,6.66666667,0.916666666666667,0.916666666666667,data_quality_error,data_quality_error,False,False,False,nutrient_density_exceeds_energy_limit,3.3333333350000003,41.666666665,1.666666665
16000318885,Cocoa puffs,general mills,general mills,cereals,"Plant-based foods and beverages, Plant-based foods, Breakfasts, Cereals and potatoes, Cereals and their products, Breakfast cereals",en:united-states,US_CANADA,https://images.openfoodfacts.org/images/products/001/600/031/8885/front_en.3.400.jpg,6.6666666666667,6.6666666666667,5.0,,0.0,0.0,83.333333333333,,26.666666666667,26.666666666667,6.6666666666667,6.6666666666667,6.6666666666667,,1.0,1.0,data_quality_error,data_quality_error,False,False,False,nutrient_density_exceeds_energy_limit,100.0,1249.9999999999889,74.99999999999962
16000340046,"Sweet and salty nut, turtle",nature vallley,nature vallley,snacks,en:cereal-bars,en:united-states,US_CANADA,https://images.openfoodfacts.org/images/products/001/600/034/0046/front_en.6.400.jpg,171.864620535714,171.864620535714,8.33139880952381,8.33139880952381,1.59005133928571,1.59005133928571,60.1705357142857,,25.004375,25.004375,6.66773809523809,6.66773809523809,10.6593917410714,10.6593917410714,0.101136927083333,0.101136927083333,data_quality_error,data_quality_error,False,False,False,nutrient_density_exceeds_energy_limit,6.202202470668676,35.01042595429469,4.847652055178232
16000503618,Cocoa Puffs Cereal,,unknown,cereals,"Plant-based foods and beverages, Plant-based foods, Breakfasts, Cereals and potatoes, Cereals and their products, Breakfast cereals",en:united-states,US_CANADA,https://images.openfoodfacts.org/images/products/001/600/050/3618/front_en.4.400.jpg,3.125,3.125,4.6875,,0.0,0.0,81.25,,34.375,34.375,6.25,6.25,9.375,,0.859375,0.859375,data_quality_error,data_quality_error,False,False,False,nutrient_density_exceeds_energy_limit,300.0,2600.0,150.0
16000503649,golden grahams,cheerios,cheerios,cereals,"Plant-based foods and beverages, Plant-based foods, Breakfasts, Cereals and potatoes, Cereals and their products, Breakfast cereals",en:united-states,US_CANADA,https://images.openfoodfacts.org/images/products/001/600/050/3649/front_en.4.400.jpg,3.2258064516129,3.2258064516129,4.8387096774194,,0.0,0.0,80.645161290323,,32.258064516129,32.258064516129,6.4516129032258,6.4516129032258,9.6774193548387,,1.3709677419355,1.3709677419355,data_quality_error,data_quality_error,False,False,False,nutrient_density_exceeds_energy_limit,300.0,2500.0000000000155,150.00000000000156
16000515642,Soft Baked Bar Birthday Cake Bar,fiber one,fiber one,snacks,"Snacks, Sweet snacks, Biscuits and cakes, Pastries",en:united-states,US_CANADA,https://images.openfoodfacts.org/images/products/001/600/051/5642/front_en.4.400.jpg,200.0,200.0,10.0,10.0,4.0,4.0,68.0,,8.0,8.0,24.0,24.0,8.0,8.0,0.9,0.9,data_quality_error,data_quality_error,False,False,False,nutrient_density_exceeds_energy_limit,4.0,34.0,5.0
16027708584,Dr Pepper Cherry Vanilla,dr pepper,dr pepper,beverages,"Boissons, Boissons gazeuses, Sodas, Sodas au cola, Boissons avec sucre ajouté",en:france,FRANCE,https://images.openfoodfacts.org/images/products/001/602/770/8584/front_fr.3.400.jpg,0.14,0.14,0.0,0.0,0.0,0.0,12.1,,11.5,11.5,,,0.0,0.0,0.0,0.0,data_quality_error,data_quality_error,False,False,False,nutrient_density_exceeds_energy_limit,0.0,8642.857142857141,0.0
161615,Raclette,,unknown,dairies,"Produits laitiers, Produits fermentés, Produits laitiers fermentés, Fromages, Raclettes",en:france,FRANCE,https://images.openfoodfacts.org/images/products/000/000/016/1615/front_fr.3.400.jpg,0.4,0.4,32.0,,21.5,21.5,0.1,0.1,0.1,0.1,,,22.5,,1.5,1.5,data_quality_error,data_quality_error,False,False,False,nutrient_density_exceeds_energy_limit,5625.0,25.0,8000.0
16229920142,Coconut water,,unknown,beverages,"Aliments et boissons à base de végétaux, Boissons, Boissons à base de végétaux, Eaux de coco",en:france|en:switzerland,FRANCE|DACH,https://images.openfoodfacts.org/images/products/001/622/992/0142/front_fr.4.400.jpg,21.0,21.0,0.0,0.0,0.0,0.0,52.0,,5.0,5.0,,,0.0,0.0,0.050000000745058,0.050000000745058,data_quality_error,data_quality_error,False,False,False,nutrient_density_exceeds_energy_limit,0.0,247.61904761904762,0.0
16300151731,Floridas Natural Orange Juice,floridas natural,floridas natural,beverages,Boissons,en:france,FRANCE,https://images.openfoodfacts.org/images/products/001/630/015/1731/front_fr.4.400.jpg,46.0,46.0,0.0,0.0,0.0,0.0,26.0,,22.0,22.0,,,2.0,2.0,0.0,0.0,data_quality_error,data_quality_error,False,False,False,nutrient_density_exceeds_energy_limit,4.3478260869565215,56.52173913043478,0.0
16571959685,Cherry Citrus,popwell,popwell,beverages,en:soda,en:united-states,US_CANADA,,9.86243314679245,9.86243314679245,0.0,0.0,,,3.09962184613477,,0.28178380419407,0.28178380419407,1.69070282516442,1.69070282516442,0.0,0.0,0.0,0.0,data_quality_error,data_quality_error,False,False,False,nutrient_density_exceeds_energy_limit,0.0,31.428571428571434,0.0
16571960612,PREBIOTIC FLAVORED SODA,popwell,popwell,beverages,en:soda,en:united-states,US_CANADA,https://images.openfoodfacts.org/images/products/001/657/196/0612/front_en.21.400.jpg,9.86,9.86,0.0,0.0,,,3.1,,0.282065587998264,0.282065587998264,1.69013925755603,1.69013925755603,0.0,0.0,0.0070445951048517,0.0070445951048517,data_quality_error,data_quality_error,False,False,False,nutrient_density_exceeds_energy_limit,0.0,31.440162271805278,0.0
173421,Peach Fruit & Barley,morrisons,morrisons,beverages,"Plant-based foods and beverages, Beverages, Plant-based beverages, Fruit-based beverages",en:united-kingdom,UK_IE,https://images.openfoodfacts.org/images/products/000/000/017/3421/front_en.3.400.jpg,2.0,2.0,0.5,,0.1,0.1,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,,,data_quality_error,data_quality_error,False,False,False,nutrient_density_exceeds_energy_limit,25.0,25.0,25.0
175098,Tropical Crush,sainsbury's,sainsbury's,beverages,"Plant-based foods and beverages, Beverages, Plant-based beverages, Carbonated drinks, Fruit-based beverages, Sodas, Sweetened beverages",en:united-kingdom,UK_IE,https://images.openfoodfacts.org/images/products/000/000/017/5098/front_en.17.400.jpg,3.0,3.0,0.5,,0.1,0.1,0.6,0.6,0.5,0.5,0.5,0.5,0.5,0.5,0.02,0.02,data_quality_error,data_quality_error,False,False,False,nutrient_density_exceeds_energy_limit,16.666666666666664,20.0,16.666666666666664
176828,Soda water,sainsbury's,sainsbury's,beverages,"Beverages, Carbonated drinks, Sodas, Sweetened beverages, Carbonated soda water",en:united-kingdom,UK_IE,https://images.openfoodfacts.org/images/products/000/000/017/6828/front_en.21.400.jpg,1.0,1.0,0.5,,0.1,0.1,0.5,,0.5,0.5,0.5,0.5,0.5,,0.0,0.0,data_quality_error,data_quality_error,False,False,False,nutrient_density_exceeds_energy_limit,50.0,50.0,50.0
19000025005,Life Savers Hard Candy Sugar Free,"life saver, lifesavers",life saver,snacks,"Snacks, Snacks sucrés, Confiseries, Bonbons",en:france|en:germany|en:united-states,FRANCE|DACH|US_CANADA,https://images.openfoodfacts.org/images/products/001/900/002/5005/front_fr.10.400.jpg,200.0,200.0,0.0,0.0,0.0,0.0,100.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,data_quality_error,data_quality_error,False,False,False,nutrient_density_exceeds_energy_limit,0.0,50.0,0.0
201728,Apple juice drink,sainsbury's,sainsbury's,beverages,"Beverages and beverages preparations,Plant-based foods and beverages,Beverages,Plant-based beverages,Fruit-based beverages,Unsweetened beverages",en:united-kingdom,UK_IE,https://images.openfoodfacts.org/images/products/000/000/020/1728/front_en.3.400.jpg,7.0,7.0,0.5,0.5,0.10000000149012,0.10000000149012,13.0,,0.5,0.5,,,0.5,0.5,,,data_quality_error,data_quality_error,False,False,False,nutrient_density_exceeds_energy_limit,7.142857142857142,185.71428571428572,7.142857142857142
