review_rank,review_priority_bucket,review_priority_reason,review_suggestion,reviewer_decision,reviewer_note,barcode,product_name,brand,company,region,category,image_url,nutrition_quality_status,nutrition_quality_reason,energy_kcal_100g,energy_kcal_macro_calculated_100g,energy_kcal_macro_diff_abs,energy_kcal_macro_diff_pct,energy_kcal_macro_diff_pct_abs,protein_g_100g,carbs_g_100g,fat_g_100g,sugars_g_100g,saturated_fat_g_100g,fiber_g_100g,salt_g_100g,protein_g_per_100kcal,carbs_g_per_100kcal,fat_g_per_100kcal,include_in_product_explorer,include_in_market_overview_calculations,include_in_market_overview_charts
7921,small_absolute_kcal_gap,"Energy-macro percent difference is >=15%, but the absolute kcal gap is <=75 kcal.",candidate_for_possible_reinclusion,,,5410228203582,Leffe Blonde,leffe,,FRANCE,beverages,https://images.openfoodfacts.org/images/products/541/022/820/3582/front_fr.24.400.jpg,energy_macro_inconsistency,energy_macro_difference_15pct_or_more,58.0,23.200000000000003,34.8,0.6,0.6,0.4,5.4,0.0,0.5,0.0,0.0,0.1,0.6896551724137931,9.310344827586208,0.0,True,False,False
7922,small_absolute_kcal_gap,"Energy-macro percent difference is >=15%, but the absolute kcal gap is <=75 kcal.",candidate_for_possible_reinclusion,,,5410228222941,לף בלנוד פחית,ab inbev,,FRANCE,beverages,https://images.openfoodfacts.org/images/products/541/022/822/2941/front_fr.6.400.jpg,energy_macro_inconsistency,energy_macro_difference_15pct_or_more,58.0,23.200000000000003,34.8,0.6,0.6,0.4,5.4,0.0,0.5,0.0,,0.1,0.6896551724137931,9.310344827586208,0.0,True,False,False
7923,small_absolute_kcal_gap,"Energy-macro percent difference is >=15%, but the absolute kcal gap is <=75 kcal.",candidate_for_possible_reinclusion,,,5410228233077,"6X25CL LEFFE BLONDE 6,6%",leffe,,FRANCE,beverages,https://images.openfoodfacts.org/images/products/541/022/823/3077/front_fr.45.400.jpg,energy_macro_inconsistency,energy_macro_difference_15pct_or_more,58.0,23.200000000000003,34.8,0.6,0.6,0.4,5.4,0.0,0.5,0.0,,0.1,0.6896551724137931,9.310344827586208,0.0,True,False,False
7924,small_absolute_kcal_gap,"Energy-macro percent difference is >=15%, but the absolute kcal gap is <=75 kcal.",candidate_for_possible_reinclusion,,,5410228257967,Bière,leffe,,FRANCE,beverages,https://images.openfoodfacts.org/images/products/541/022/825/7967/front_fr.3.400.jpg,energy_macro_inconsistency,energy_macro_difference_15pct_or_more,58.0,23.200000000000003,34.8,0.6,0.6,0.4,5.4,0.0,0.5,0.0,,0.1,0.6896551724137931,9.310344827586208,0.0,True,False,False
7925,small_absolute_kcal_gap,"Energy-macro percent difference is >=15%, but the absolute kcal gap is <=75 kcal.",candidate_for_possible_reinclusion,,,5410228258698,Leffe,leffe,,FRANCE,beverages,https://images.openfoodfacts.org/images/products/541/022/825/8698/front_fr.40.400.jpg,energy_macro_inconsistency,energy_macro_difference_15pct_or_more,58.0,23.200000000000003,34.8,0.6,0.6,0.4,5.4,0.0,0.5,0.0,,,0.6896551724137931,9.310344827586208,0.0,True,False,False
7926,small_absolute_kcal_gap,"Energy-macro percent difference is >=15%, but the absolute kcal gap is <=75 kcal.",candidate_for_possible_reinclusion,,,5410228260356,Biere,leffe,,FRANCE,beverages,https://images.openfoodfacts.org/images/products/541/022/826/0356/front_fr.3.400.jpg,energy_macro_inconsistency,energy_macro_difference_15pct_or_more,58.0,23.200000000000003,34.8,0.6,0.6,0.4,5.4,0.0,0.5,0.0,,0.1,0.6896551724137931,9.310344827586208,0.0,True,False,False
7927,small_absolute_kcal_gap,"Energy-macro percent difference is >=15%, but the absolute kcal gap is <=75 kcal.",candidate_for_possible_reinclusion,,,5410228265214,Bière blonde,leffe,,FRANCE,beverages,https://images.openfoodfacts.org/images/products/541/022/826/5214/front_fr.5.400.jpg,energy_macro_inconsistency,energy_macro_difference_15pct_or_more,58.0,23.200000000000003,34.8,0.6,0.6,0.4,5.4,0.0,0.5,0.0,,0.1,0.6896551724137931,9.310344827586208,0.0,True,False,False
7928,small_absolute_kcal_gap,"Energy-macro percent difference is >=15%, but the absolute kcal gap is <=75 kcal.",candidate_for_possible_reinclusion,,,5410228283324,Bière,leffe,,FRANCE,beverages,https://images.openfoodfacts.org/images/products/541/022/828/3324/front_fr.3.400.jpg,energy_macro_inconsistency,energy_macro_difference_15pct_or_more,58.0,23.200000000000003,34.8,0.6,0.6,0.4,5.4,0.0,0.5,0.0,,0.02,0.6896551724137931,9.310344827586208,0.0,True,False,False
7929,small_absolute_kcal_gap,"Energy-macro percent difference is >=15%, but the absolute kcal gap is <=75 kcal.",candidate_for_possible_reinclusion,,,8714800035187,8.6,8.6,,FRANCE,beverages,https://images.openfoodfacts.org/images/products/871/480/003/5187/front_fr.8.400.jpg,energy_macro_inconsistency,energy_macro_difference_15pct_or_more,60.0,24.0,36.0,0.6,0.6,1.0,5.0,0.0,0.0,0.0,,0.0,1.6666666666666667,8.333333333333332,0.0,True,False,False
7930,small_absolute_kcal_gap,"Energy-macro percent difference is >=15%, but the absolute kcal gap is <=75 kcal.",candidate_for_possible_reinclusion,,,5410228238058,Leffe Winter Amber 33 CL Fles,leffe,,FRANCE,beverages,https://images.openfoodfacts.org/images/products/541/022/823/8058/front_fr.4.400.jpg,energy_macro_inconsistency,energy_macro_difference_15pct_or_more,61.0,24.4,36.6,0.6,0.6,0.5,5.6,0.0,0.6,0.0,,0.0,0.819672131147541,9.18032786885246,0.0,True,False,False
7931,small_absolute_kcal_gap,"Energy-macro percent difference is >=15%, but the absolute kcal gap is <=75 kcal.",candidate_for_possible_reinclusion,,,76963595136,Aloe Vera Drink Éloa Max Watermelon,unknown,,FRANCE,beverages,https://images.openfoodfacts.org/images/products/007/696/359/5136/front_fr.3.400.jpg,energy_macro_inconsistency,energy_macro_difference_15pct_or_more,100.0,40.0,60.0,0.6,0.6,1.0,9.0,0.0,9.0,0.0,2.0,0.0,1.0,9.0,0.0,True,False,False
7932,small_absolute_kcal_gap,"Energy-macro percent difference is >=15%, but the absolute kcal gap is <=75 kcal.",candidate_for_possible_reinclusion,,,8001620302033,Bitter Rosso,bens,,FRANCE,beverages,,energy_macro_inconsistency,energy_macro_difference_15pct_or_more,100.0,40.0,60.0,0.6,0.6,0.0,10.0,0.0,0.0,0.0,,0.0,0.0,10.0,0.0,True,False,False
7933,small_absolute_kcal_gap,"Energy-macro percent difference is >=15%, but the absolute kcal gap is <=75 kcal.",candidate_for_possible_reinclusion,,,8020542119611,,unknown,,FRANCE,beverages,https://images.openfoodfacts.org/images/products/802/054/211/9611/front_en.3.400.jpg,energy_macro_inconsistency,energy_macro_difference_15pct_or_more,26.0,10.4,15.6,0.6000000000000001,0.6000000000000001,0.3,2.3,0.0,1.3,0.0,0.0,0.1,1.1538461538461535,8.846153846153845,0.0,True,False,False
7934,small_absolute_kcal_gap,"Energy-macro percent difference is >=15%, but the absolute kcal gap is <=75 kcal.",candidate_for_possible_reinclusion,,,54493186,Fanta Strawbery -,fanta,Coca-Cola,FRANCE,beverages,https://images.openfoodfacts.org/images/products/000/005/449/3186/front_fr.14.400.jpg,energy_macro_inconsistency,energy_macro_difference_15pct_or_more,124.0,49.6,74.4,0.6000000000000001,0.6000000000000001,0.0,12.4,0.0,12.3,0.0,,0.0,0.0,10.0,0.0,True,False,False
7935,small_absolute_kcal_gap,"Energy-macro percent difference is >=15%, but the absolute kcal gap is <=75 kcal.",candidate_for_possible_reinclusion,,,3770011776115,Smoothie amande mangue passion,vegedom,,FRANCE,beverages,https://images.openfoodfacts.org/images/products/377/001/177/6115/front_fr.3.400.jpg,energy_macro_inconsistency,energy_macro_difference_15pct_or_more,51.42,20.49,30.93,0.601516919486581,0.601516919486581,0.46,3.83,0.37,3.14,0.02,,0.01,0.8945935433683392,7.448463632827694,0.7195643718397511,True,False,False
7936,small_absolute_kcal_gap,"Energy-macro percent difference is >=15%, but the absolute kcal gap is <=75 kcal.",candidate_for_possible_reinclusion,,,8712000052317,Biere,heineken,,FRANCE,beverages,https://images.openfoodfacts.org/images/products/871/200/005/2317/front_fr.20.400.jpg,energy_macro_inconsistency,energy_macro_difference_15pct_or_more,61.5,24.4,37.1,0.6032520325203252,0.6032520325203252,0.6,5.5,0.0,0.0,0.0,,,0.975609756097561,8.94308943089431,0.0,True,False,False
7937,small_absolute_kcal_gap,"Energy-macro percent difference is >=15%, but the absolute kcal gap is <=75 kcal.",candidate_for_possible_reinclusion,,,8801382144434,Dr Aloe,woongjin,,FRANCE,beverages,https://images.openfoodfacts.org/images/products/880/138/214/4434/front_fr.4.400.jpg,energy_macro_inconsistency,energy_macro_difference_15pct_or_more,121.0,48.0,73.0,0.6033057851239669,0.6033057851239669,0.0,12.0,0.0,11.0,0.0,0.0,0.013,0.0,9.917355371900827,0.0,True,False,False
7938,small_absolute_kcal_gap,"Energy-macro percent difference is >=15%, but the absolute kcal gap is <=75 kcal.",candidate_for_possible_reinclusion,,,5410228256465,Tripel Karmeliet,unknown,,FRANCE,beverages,https://images.openfoodfacts.org/images/products/541/022/825/6465/front_fr.3.400.jpg,energy_macro_inconsistency,energy_macro_difference_15pct_or_more,76.0,30.0,46.0,0.6052631578947368,0.6052631578947368,0.7,6.8,0.0,0.3,0.0,,0.1,0.9210526315789472,8.947368421052632,0.0,True,False,False
7939,small_absolute_kcal_gap,"Energy-macro percent difference is >=15%, but the absolute kcal gap is <=75 kcal.",candidate_for_possible_reinclusion,,,5410228280651,Tripel Karmeliet,tripel karmeliet,,FRANCE,beverages,https://images.openfoodfacts.org/images/products/541/022/828/0651/front_fr.3.400.jpg,energy_macro_inconsistency,energy_macro_difference_15pct_or_more,76.0,30.0,46.0,0.6052631578947368,0.6052631578947368,0.7,6.8,0.0,0.3,0.0,,0.0,0.9210526315789472,8.947368421052632,0.0,True,False,False
7940,small_absolute_kcal_gap,"Energy-macro percent difference is >=15%, but the absolute kcal gap is <=75 kcal.",candidate_for_possible_reinclusion,,,5410693100492,Special Giftpack Tripel Karmeliet,brouwerij bosteels,,FRANCE,beverages,https://images.openfoodfacts.org/images/products/541/069/310/0492/front_fr.6.400.jpg,energy_macro_inconsistency,energy_macro_difference_15pct_or_more,76.0,30.0,46.0,0.6052631578947368,0.6052631578947368,0.7,6.8,0.0,0.3,0.0,,0.1,0.9210526315789472,8.947368421052632,0.0,True,False,False
7941,small_absolute_kcal_gap,"Energy-macro percent difference is >=15%, but the absolute kcal gap is <=75 kcal.",candidate_for_possible_reinclusion,,,7896383700032,Cachaça Ypioca Ouro 39º,unknown,,FRANCE,beverages,https://images.openfoodfacts.org/images/products/789/638/370/0032/front_fr.3.400.jpg,energy_macro_inconsistency,energy_macro_difference_15pct_or_more,76.0,30.0,46.0,0.6052631578947368,0.6052631578947368,0.7,6.8,0.0,0.3,0.0,,0.1,0.9210526315789472,8.947368421052632,0.0,True,False,False
7942,small_absolute_kcal_gap,"Energy-macro percent difference is >=15%, but the absolute kcal gap is <=75 kcal.",candidate_for_possible_reinclusion,,,5410228191551,BLE 6X25CL BIER.ABBAYE LEFF.9%,leffe,,FRANCE,beverages,https://images.openfoodfacts.org/images/products/541/022/819/1551/front_fr.5.400.jpg,energy_macro_inconsistency,energy_macro_difference_15pct_or_more,75.0,29.6,45.400000000000006,0.6053333333333334,0.6053333333333334,0.6,6.8,0.0,2.7,0.0,,0.1,0.8,9.066666666666666,0.0,True,False,False
7943,small_absolute_kcal_gap,"Energy-macro percent difference is >=15%, but the absolute kcal gap is <=75 kcal.",candidate_for_possible_reinclusion,,,3662051001633,"Thé ""l'envie""",quai sud,,FRANCE,beverages,https://images.openfoodfacts.org/images/products/366/205/100/1633/front_fr.12.400.jpg,energy_macro_inconsistency,energy_macro_difference_15pct_or_more,45.0,17.7,27.3,0.6066666666666667,0.6066666666666667,0.2,4.0,0.1,4.0,0.0,,0.005,0.4444444444444444,8.88888888888889,0.2222222222222222,True,False,False
7944,small_absolute_kcal_gap,"Energy-macro percent difference is >=15%, but the absolute kcal gap is <=75 kcal.",candidate_for_possible_reinclusion,,,3119780268405,6X33 DESPERADOS PK,desperados,,FRANCE,beverages,https://images.openfoodfacts.org/images/products/311/978/026/8405/front_fr.39.400.jpg,energy_macro_inconsistency,energy_macro_difference_15pct_or_more,57.0,22.4,34.6,0.6070175438596491,0.6070175438596491,0.0,5.6,0.0,2.3,0.0,,0.01,0.0,9.824561403508772,0.0,True,False,False
7945,small_absolute_kcal_gap,"Energy-macro percent difference is >=15%, but the absolute kcal gap is <=75 kcal.",candidate_for_possible_reinclusion,,,8594009924129,Desperados Original,heineken,,FRANCE,beverages,https://images.openfoodfacts.org/images/products/859/400/992/4129/front_en.3.400.jpg,energy_macro_inconsistency,energy_macro_difference_15pct_or_more,57.0,22.4,34.6,0.6070175438596491,0.6070175438596491,0.0,5.6,0.0,2.3,0.0,0.0,0.0,0.0,9.824561403508772,0.0,True,False,False
7946,small_absolute_kcal_gap,"Energy-macro percent difference is >=15%, but the absolute kcal gap is <=75 kcal.",candidate_for_possible_reinclusion,,,5410228332145,,flying fish,,FRANCE,beverages,https://images.openfoodfacts.org/images/products/541/022/833/2145/front_en.8.400.jpg,energy_macro_inconsistency,energy_macro_difference_15pct_or_more,54.0,21.200000000000003,32.8,0.6074074074074074,0.6074074074074074,0.4,4.9,0.0,3.4,0.0,0.0,0.02,0.7407407407407408,9.074074074074074,0.0,True,False,False
7947,small_absolute_kcal_gap,"Energy-macro percent difference is >=15%, but the absolute kcal gap is <=75 kcal.",candidate_for_possible_reinclusion,,,3760040430102,Infusion De Gingembre Et De Menthe Fraîche,jubi,,FRANCE,beverages,https://images.openfoodfacts.org/images/products/376/004/043/0102/front_fr.15.400.jpg,energy_macro_inconsistency,energy_macro_difference_15pct_or_more,64.7,25.4,39.3,0.60741885625966,0.60741885625966,0.4,5.5,0.2,5.5,0.0,0.0,0.01,0.6182380216383307,8.500772797527048,0.3091190108191654,True,False,False
7948,small_absolute_kcal_gap,"Energy-macro percent difference is >=15%, but the absolute kcal gap is <=75 kcal.",candidate_for_possible_reinclusion,,,5410228243779,Leffe été,leffe,,FRANCE,beverages,https://images.openfoodfacts.org/images/products/541/022/824/3779/front_fr.4.400.jpg,energy_macro_inconsistency,energy_macro_difference_15pct_or_more,47.0,18.4,28.6,0.6085106382978723,0.6085106382978723,0.3,4.3,0.0,0.5,0.0,,0.1,0.6382978723404255,9.148936170212766,0.0,True,False,False
7949,small_absolute_kcal_gap,"Energy-macro percent difference is >=15%, but the absolute kcal gap is <=75 kcal.",candidate_for_possible_reinclusion,,,5410228243847,Leffe d'été,leffe,,FRANCE,beverages,https://images.openfoodfacts.org/images/products/541/022/824/3847/front_fr.4.400.jpg,energy_macro_inconsistency,energy_macro_difference_15pct_or_more,47.0,18.4,28.6,0.6085106382978723,0.6085106382978723,0.3,4.3,0.0,0.5,0.0,,0.1,0.6382978723404255,9.148936170212766,0.0,True,False,False
7950,small_absolute_kcal_gap,"Energy-macro percent difference is >=15%, but the absolute kcal gap is <=75 kcal.",candidate_for_possible_reinclusion,,,5410228258186,Leffe d'été,leffe,,FRANCE,beverages,https://images.openfoodfacts.org/images/products/541/022/825/8186/front_fr.8.400.jpg,energy_macro_inconsistency,energy_macro_difference_15pct_or_more,47.0,18.4,28.6,0.6085106382978723,0.6085106382978723,0.3,4.3,0.0,0.5,0.0,,0.1,0.6382978723404255,9.148936170212766,0.0,True,False,False
7951,small_absolute_kcal_gap,"Energy-macro percent difference is >=15%, but the absolute kcal gap is <=75 kcal.",candidate_for_possible_reinclusion,,,3334801310387,Fusion,unknown,,FRANCE,beverages,https://images.openfoodfacts.org/images/products/333/480/131/0387/front_fr.3.400.jpg,energy_macro_inconsistency,energy_macro_difference_15pct_or_more,60.2,23.48,36.72,0.6099667774086378,0.6099667774086378,0.57,5.3,0.0,0.5,0.0,,0.5,0.946843853820598,8.803986710963455,0.0,True,False,False
7952,small_absolute_kcal_gap,"Energy-macro percent difference is >=15%, but the absolute kcal gap is <=75 kcal.",candidate_for_possible_reinclusion,,,3057640506833,volvic infusion bio,volvic,Danone,FRANCE,beverages,https://images.openfoodfacts.org/images/products/305/764/050/6833/front_fr.14.400.jpg,energy_macro_inconsistency,energy_macro_difference_15pct_or_more,10.0,16.1,-6.100000000000001,-0.6100000000000001,0.6100000000000001,0.5,2.4,0.5,2.3,0.0,0.0278,0.0,5.0,24.0,5.0,True,False,False
7953,small_absolute_kcal_gap,"Energy-macro percent difference is >=15%, but the absolute kcal gap is <=75 kcal.",candidate_for_possible_reinclusion,,,3057640508998,Volvic infusion Touche d'hibiscus,volvic,Danone,FRANCE,beverages,https://images.openfoodfacts.org/images/products/305/764/050/8998/front_fr.4.400.jpg,energy_macro_inconsistency,energy_macro_difference_15pct_or_more,10.0,16.1,-6.100000000000001,-0.6100000000000001,0.6100000000000001,0.5,2.4,0.5,2.3,0.0,,0.01,5.0,24.0,5.0,True,False,False
7954,small_absolute_kcal_gap,"Energy-macro percent difference is >=15%, but the absolute kcal gap is <=75 kcal.",candidate_for_possible_reinclusion,,,8710604795333,Ice tea thé vert pêche,lipton,LIPTON Teas and Infusions,FRANCE,beverages,https://images.openfoodfacts.org/images/products/871/060/479/5333/front_fr.9.400.jpg,energy_macro_inconsistency,energy_macro_difference_15pct_or_more,10.0,16.1,-6.100000000000001,-0.6100000000000001,0.6100000000000001,0.5,2.4,0.5,2.2,0.1,,,5.0,24.0,5.0,True,False,False
7955,small_absolute_kcal_gap,"Energy-macro percent difference is >=15%, but the absolute kcal gap is <=75 kcal.",candidate_for_possible_reinclusion,,,5410228236610,bière Kwak,perfectdraft,,FRANCE,beverages,https://images.openfoodfacts.org/images/products/541/022/823/6610/front_fr.7.400.jpg,energy_macro_inconsistency,energy_macro_difference_15pct_or_more,76.0,29.6,46.400000000000006,0.6105263157894738,0.6105263157894738,0.8,6.6,0.0,0.1,0.0,,0.1,1.0526315789473684,8.68421052631579,0.0,True,False,False
7956,small_absolute_kcal_gap,"Energy-macro percent difference is >=15%, but the absolute kcal gap is <=75 kcal.",candidate_for_possible_reinclusion,,,2111709001002,Infusion myrtille citron,pomme d'ambre,,FRANCE,beverages,https://images.openfoodfacts.org/images/products/211/170/900/1002/front_fr.4.400.jpg,energy_macro_inconsistency,energy_macro_difference_15pct_or_more,9.0,14.5,-5.5,-0.6111111111111112,0.6111111111111112,0.1,1.5,0.9,0.9,0.1,,0.01,1.1111111111111112,16.666666666666664,10.0,True,False,False
7957,small_absolute_kcal_gap,"Energy-macro percent difference is >=15%, but the absolute kcal gap is <=75 kcal.",candidate_for_possible_reinclusion,,,3596710419494,Thé glacé Pêche - saveur pêche,auchan,Auchan,FRANCE,beverages,https://images.openfoodfacts.org/images/products/359/671/041/9494/front_fr.59.400.jpg,energy_macro_inconsistency,energy_macro_difference_15pct_or_more,9.0,14.5,-5.5,-0.6111111111111112,0.6111111111111112,0.5,2.0,0.5,2.0,0.1,0.5,0.03,5.555555555555555,22.22222222222222,5.555555555555555,True,False,False
7958,small_absolute_kcal_gap,"Energy-macro percent difference is >=15%, but the absolute kcal gap is <=75 kcal.",candidate_for_possible_reinclusion,,,3596710474462,THÉ GLACÉ PÊCHE,auchan,Auchan,FRANCE,beverages,https://images.openfoodfacts.org/images/products/359/671/047/4462/front_fr.72.400.jpg,energy_macro_inconsistency,energy_macro_difference_15pct_or_more,9.0,14.5,-5.5,-0.6111111111111112,0.6111111111111112,0.5,2.0,0.5,2.0,0.1,0.5,0.03,5.555555555555555,22.22222222222222,5.555555555555555,True,False,False
7959,small_absolute_kcal_gap,"Energy-macro percent difference is >=15%, but the absolute kcal gap is <=75 kcal.",candidate_for_possible_reinclusion,,,4060800175939,Boisson sucree,seven up,,FRANCE,beverages,https://images.openfoodfacts.org/images/products/406/080/017/5939/front_fr.4.400.jpg,energy_macro_inconsistency,energy_macro_difference_15pct_or_more,72.0,28.0,44.0,0.6111111111111112,0.6111111111111112,0.0,7.0,0.0,7.0,0.0,0.0,0.03,0.0,9.722222222222223,0.0,True,False,False
7960,small_absolute_kcal_gap,"Energy-macro percent difference is >=15%, but the absolute kcal gap is <=75 kcal.",candidate_for_possible_reinclusion,,,3229820787558,Pur Jus de Citrons de Sicile Bio,bjorg,Ecotone,FRANCE,beverages,https://images.openfoodfacts.org/images/products/322/982/078/7558/front_fr.27.400.jpg,energy_macro_inconsistency,energy_macro_difference_15pct_or_more,8.0,12.9,-4.9,-0.6125,0.6125,0.5,1.6,0.5,1.6,0.1,0.4,0.01,6.25,20.0,6.25,True,False,False
7961,small_absolute_kcal_gap,"Energy-macro percent difference is >=15%, but the absolute kcal gap is <=75 kcal.",candidate_for_possible_reinclusion,,,74833061,Pur jus citrons de Sicile BIO,bjorg,Ecotone,FRANCE,beverages,https://images.openfoodfacts.org/images/products/000/007/483/3061/front_fr.3.400.jpg,energy_macro_inconsistency,energy_macro_difference_15pct_or_more,8.0,12.9,-4.9,-0.6125,0.6125,0.5,1.6,0.5,1.6,0.1,0.4,0.0,6.25,20.0,6.25,True,False,False
7962,small_absolute_kcal_gap,"Energy-macro percent difference is >=15%, but the absolute kcal gap is <=75 kcal.",candidate_for_possible_reinclusion,,,8711200337286,Yellow Label Tea,lipton,LIPTON Teas and Infusions,FRANCE,beverages,https://images.openfoodfacts.org/images/products/871/120/033/7286/front_fr.3.400.jpg,energy_macro_inconsistency,energy_macro_difference_15pct_or_more,8.0,12.9,-4.9,-0.6125,0.6125,0.5,1.6,0.5,0.5,0.0,0.5,0.0,6.25,20.0,6.25,True,False,False
7963,small_absolute_kcal_gap,"Energy-macro percent difference is >=15%, but the absolute kcal gap is <=75 kcal.",candidate_for_possible_reinclusion,,,5410228246046,Leffe Royale,leffe,,FRANCE,beverages,https://images.openfoodfacts.org/images/products/541/022/824/6046/front_fr.4.400.jpg,energy_macro_inconsistency,energy_macro_difference_15pct_or_more,63.0,24.4,38.6,0.6126984126984127,0.6126984126984127,0.6,5.5,0.0,0.7,0.0,,0.1,0.9523809523809524,8.73015873015873,0.0,True,False,False
7964,small_absolute_kcal_gap,"Energy-macro percent difference is >=15%, but the absolute kcal gap is <=75 kcal.",candidate_for_possible_reinclusion,,,5410228280675,Kwak,pauwel,,FRANCE,beverages,https://images.openfoodfacts.org/images/products/541/022/828/0675/front_fr.8.400.jpg,energy_macro_inconsistency,energy_macro_difference_15pct_or_more,76.0606060606061,29.45454545454547,46.60606060606064,0.6127490039840638,0.6127490039840638,0.757575757575758,6.60606060606061,0.0,0.0909090909090909,0.0,,0.006060606060606,0.99601593625498,8.685258964143426,0.0,True,False,False
7965,small_absolute_kcal_gap,"Energy-macro percent difference is >=15%, but the absolute kcal gap is <=75 kcal.",candidate_for_possible_reinclusion,,,54316393,Tsin Kombucha,unknown,,FRANCE,beverages,https://images.openfoodfacts.org/images/products/000/005/431/6393/front_fr.3.400.jpg,energy_macro_inconsistency,energy_macro_difference_15pct_or_more,31.0,12.0,19.0,0.6129032258064516,0.6129032258064516,0.0,3.0,0.0,0.0,0.0,,0.0,0.0,9.67741935483871,0.0,True,False,False
7966,small_absolute_kcal_gap,"Energy-macro percent difference is >=15%, but the absolute kcal gap is <=75 kcal.",candidate_for_possible_reinclusion,,,634065721930,Iced tea mint lime,unknown,,FRANCE,beverages,https://images.openfoodfacts.org/images/products/063/406/572/1930/front_fr.4.400.jpg,energy_macro_inconsistency,energy_macro_difference_15pct_or_more,85.0,32.9,52.1,0.6129411764705882,0.6129411764705882,0.5,6.6,0.5,6.5,0.01,,0.02,0.5882352941176471,7.76470588235294,0.5882352941176471,True,False,False
7967,small_absolute_kcal_gap,"Energy-macro percent difference is >=15%, but the absolute kcal gap is <=75 kcal.",candidate_for_possible_reinclusion,,,5410228202806,Leffe de Printemps,leffe,,FRANCE,beverages,https://images.openfoodfacts.org/images/products/541/022/820/2806/front_fr.12.400.jpg,energy_macro_inconsistency,energy_macro_difference_15pct_or_more,60.0,23.2,36.8,0.6133333333333333,0.6133333333333333,0.5,5.3,0.0,0.6,0.0,,0.1,0.8333333333333334,8.833333333333334,0.0,True,False,False
7968,small_absolute_kcal_gap,"Energy-macro percent difference is >=15%, but the absolute kcal gap is <=75 kcal.",candidate_for_possible_reinclusion,,,3080216029276,Grimbergen 6X25CL GRIMBERGEN ROUGE 6.0 DEGRE ALCOOL,grimbergen,,FRANCE,beverages,https://images.openfoodfacts.org/images/products/308/021/602/9276/front_fr.31.400.jpg,energy_macro_inconsistency,energy_macro_difference_15pct_or_more,58.0,22.4,35.599999999999994,0.6137931034482758,0.6137931034482758,0.4,5.2,0.0,2.02,0.0,0.0,0.01,0.6896551724137931,8.96551724137931,0.0,True,False,False
7969,small_absolute_kcal_gap,"Energy-macro percent difference is >=15%, but the absolute kcal gap is <=75 kcal.",candidate_for_possible_reinclusion,,,3080216036151,Grimbergen 33CL GRIMBERGEN ROUGE 6.0 DEGRE ALCOOL,grimbergen,,FRANCE,beverages,https://images.openfoodfacts.org/images/products/308/021/603/6151/front_fr.14.400.jpg,energy_macro_inconsistency,energy_macro_difference_15pct_or_more,58.0,22.4,35.599999999999994,0.6137931034482758,0.6137931034482758,0.4,5.2,0.0,2.02,0.0,,0.01,0.6896551724137931,8.96551724137931,0.0,True,False,False
7970,small_absolute_kcal_gap,"Energy-macro percent difference is >=15%, but the absolute kcal gap is <=75 kcal.",candidate_for_possible_reinclusion,,,3080216037998,Grimbergen - 12x25cl grimbergen rouge - 6.00 degre alcool,grimbergen,,FRANCE,beverages,https://images.openfoodfacts.org/images/products/308/021/603/7998/front_fr.13.400.jpg,energy_macro_inconsistency,energy_macro_difference_15pct_or_more,58.0,22.4,35.599999999999994,0.6137931034482758,0.6137931034482758,0.4,5.2,0.0,2.02,0.0,,0.01,0.6896551724137931,8.96551724137931,0.0,True,False,False
7971,small_absolute_kcal_gap,"Energy-macro percent difference is >=15%, but the absolute kcal gap is <=75 kcal.",candidate_for_possible_reinclusion,,,5410228225355,Bière blonde,abbaye de leffe,,FRANCE,beverages,https://images.openfoodfacts.org/images/products/541/022/822/5355/front_fr.21.400.jpg,energy_macro_inconsistency,energy_macro_difference_15pct_or_more,58.0,22.4,35.599999999999994,0.6137931034482758,0.6137931034482758,0.4,5.2,0.0,0.5,0.0,,0.1,0.6896551724137931,8.96551724137931,0.0,True,False,False
7972,small_absolute_kcal_gap,"Energy-macro percent difference is >=15%, but the absolute kcal gap is <=75 kcal.",candidate_for_possible_reinclusion,,,5410228230762,Bière blonde d'abbaye belge,leffe,,FRANCE,beverages,https://images.openfoodfacts.org/images/products/541/022/823/0762/front_fr.8.400.jpg,energy_macro_inconsistency,energy_macro_difference_15pct_or_more,58.0,22.4,35.599999999999994,0.6137931034482758,0.6137931034482758,0.4,5.2,0.0,0.5,0.0,0.0,0.1,0.6896551724137931,8.96551724137931,0.0,True,False,False
7973,small_absolute_kcal_gap,"Energy-macro percent difference is >=15%, but the absolute kcal gap is <=75 kcal.",candidate_for_possible_reinclusion,,,5410228232520,Leffe blonde,leffe,,FRANCE,beverages,https://images.openfoodfacts.org/images/products/541/022/823/2520/front_fr.3.400.jpg,energy_macro_inconsistency,energy_macro_difference_15pct_or_more,58.0,22.4,35.599999999999994,0.6137931034482758,0.6137931034482758,0.4,5.2,0.0,0.5,0.0,,0.1,0.6896551724137931,8.96551724137931,0.0,True,False,False
